,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
IDN,high,0.23261916201542376,0.12624632471267835,0.09785692625815404,0.0694675278036297
IDN,low,0.10390124155822643,0.056388520218714266,0.04370840470361079,0.03102828918850735
IDN,medium,0.14268634845939704,0.07743847689628747,0.06002421035825336,0.042610805358166984
