,,capex,capex,capex,capex
year,,2021,2030,2040,2050
region,scenario,,,,
IDN,high,2700.045455,1465.36,1135.8400000000001,806.32
IDN,low,1205.9972730000002,654.5100000000001,507.3299999999999,360.15
IDN,medium,1656.1818180000005,898.8400000000001,696.7099999999999,494.59000000000003
