"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Apr 2020","1","53.11","0.00","5626.100","0.000"
"USEP","01 Apr 2020","2","50.22","0.00","5524.125","0.000"
"USEP","01 Apr 2020","3","42.28","0.00","5392.206","0.000"
"USEP","01 Apr 2020","4","41.96","0.00","5321.792","0.000"
"USEP","01 Apr 2020","5","40.92","0.00","5268.617","0.000"
"USEP","01 Apr 2020","6","40.37","0.00","5220.080","0.000"
"USEP","01 Apr 2020","7","40.33","0.00","5182.090","0.000"
"USEP","01 Apr 2020","8","40.12","0.00","5155.853","0.000"
"USEP","01 Apr 2020","9","40.07","0.00","5143.120","0.000"
"USEP","01 Apr 2020","10","40.13","0.00","5168.651","0.000"
"USEP","01 Apr 2020","11","40.78","0.00","5244.299","0.000"
"USEP","01 Apr 2020","12","42.37","0.00","5388.698","0.000"
"USEP","01 Apr 2020","13","42.82","0.00","5558.110","0.000"
"USEP","01 Apr 2020","14","50.49","0.00","5705.058","0.000"
"USEP","01 Apr 2020","15","52.36","0.00","5854.044","0.000"
"USEP","01 Apr 2020","16","56.94","0.00","6087.977","0.000"
"USEP","01 Apr 2020","17","66.86","0.00","6340.428","0.000"
"USEP","01 Apr 2020","18","65.99","0.00","6513.294","0.000"
"USEP","01 Apr 2020","19","67.24","0.00","6621.839","0.000"
"USEP","01 Apr 2020","20","68.36","0.00","6693.328","0.000"
"USEP","01 Apr 2020","21","73.36","0.00","6759.762","0.000"
"USEP","01 Apr 2020","22","67.47","0.00","6782.937","0.000"
"USEP","01 Apr 2020","23","65.55","0.00","6787.474","0.000"
"USEP","01 Apr 2020","24","61.98","0.00","6752.237","0.000"
"USEP","01 Apr 2020","25","62.79","0.00","6714.276","0.000"
"USEP","01 Apr 2020","26","62.71","0.00","6728.152","0.000"
"USEP","01 Apr 2020","27","66.16","0.00","6808.830","0.000"
"USEP","01 Apr 2020","28","67.69","0.00","6844.157","0.000"
"USEP","01 Apr 2020","29","66.25","0.00","6850.201","0.000"
"USEP","01 Apr 2020","30","66.25","0.00","6854.778","0.000"
"USEP","01 Apr 2020","31","67.46","0.00","6878.589","0.000"
"USEP","01 Apr 2020","32","67.89","0.00","6890.671","0.000"
"USEP","01 Apr 2020","33","68.49","0.00","6900.020","0.000"
"USEP","01 Apr 2020","34","68.30","0.00","6890.642","0.000"
"USEP","01 Apr 2020","35","67.27","0.00","6830.311","0.000"
"USEP","01 Apr 2020","36","61.99","0.00","6715.991","0.000"
"USEP","01 Apr 2020","37","64.16","0.00","6648.006","0.000"
"USEP","01 Apr 2020","38","64.51","0.00","6646.565","0.000"
"USEP","01 Apr 2020","39","73.79","0.00","6670.764","0.000"
"USEP","01 Apr 2020","40","73.77","0.00","6664.606","0.000"
"USEP","01 Apr 2020","41","71.83","0.00","6618.117","0.000"
"USEP","01 Apr 2020","42","66.27","0.00","6565.614","0.000"
"USEP","01 Apr 2020","43","63.68","0.00","6507.842","0.000"
"USEP","01 Apr 2020","44","55.88","0.00","6381.873","0.000"
"USEP","01 Apr 2020","45","54.66","0.00","6233.324","0.000"
"USEP","01 Apr 2020","46","55.60","0.00","6089.955","0.000"
