"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Dec 2020","1","70.76","0.00","5312.875","0.000"
"USEP","01 Dec 2020","2","73.70","0.00","5233.803","0.000"
"USEP","01 Dec 2020","3","70.83","0.00","5156.305","0.000"
"USEP","01 Dec 2020","4","63.49","0.00","5086.049","0.000"
"USEP","01 Dec 2020","5","60.59","0.00","5040.753","0.000"
"USEP","01 Dec 2020","6","60.56","0.00","5004.373","0.000"
"USEP","01 Dec 2020","7","60.57","0.00","4983.240","0.000"
"USEP","01 Dec 2020","8","50.34","0.00","4949.573","0.000"
"USEP","01 Dec 2020","9","55.36","0.00","4953.609","0.000"
"USEP","01 Dec 2020","10","60.40","0.00","4972.500","0.000"
"USEP","01 Dec 2020","11","63.69","0.00","5064.072","0.000"
"USEP","01 Dec 2020","12","72.33","0.00","5241.014","0.000"
"USEP","01 Dec 2020","13","73.68","0.00","5416.550","0.000"
"USEP","01 Dec 2020","14","75.03","0.00","5581.683","0.000"
"USEP","01 Dec 2020","15","64.84","0.00","5738.566","0.000"
"USEP","01 Dec 2020","16","70.75","0.00","5974.561","0.000"
"USEP","01 Dec 2020","17","70.82","0.00","6243.041","0.000"
"USEP","01 Dec 2020","18","74.01","0.00","6411.146","0.000"
"USEP","01 Dec 2020","19","75.36","0.00","6499.249","0.000"
"USEP","01 Dec 2020","20","80.45","0.00","6560.847","0.000"
"USEP","01 Dec 2020","21","103.38","0.00","6625.701","0.000"
"USEP","01 Dec 2020","22","197.68","0.00","6644.681","0.000"
"USEP","01 Dec 2020","23","99.67","0.00","6634.875","0.000"
"USEP","01 Dec 2020","24","74.01","0.00","6579.922","0.000"
"USEP","01 Dec 2020","25","73.80","0.00","6529.034","0.000"
"USEP","01 Dec 2020","26","76.62","0.00","6568.973","0.000"
"USEP","01 Dec 2020","27","100.20","0.00","6634.503","0.000"
"USEP","01 Dec 2020","28","90.73","0.00","6638.832","0.000"
"USEP","01 Dec 2020","29","90.74","0.00","6639.945","0.000"
"USEP","01 Dec 2020","30","89.09","0.00","6634.026","0.000"
"USEP","01 Dec 2020","31","83.67","0.00","6615.159","0.000"
"USEP","01 Dec 2020","32","100.20","0.00","6633.260","0.000"
"USEP","01 Dec 2020","33","100.21","0.00","6632.495","0.000"
"USEP","01 Dec 2020","34","100.20","0.00","6637.087","0.000"
"USEP","01 Dec 2020","35","78.30","0.00","6581.940","0.000"
"USEP","01 Dec 2020","36","74.02","0.00","6498.176","0.000"
"USEP","01 Dec 2020","37","74.01","0.00","6452.298","0.000"
"USEP","01 Dec 2020","38","78.31","0.00","6482.366","0.000"
"USEP","01 Dec 2020","39","85.38","0.00","6503.434","0.000"
"USEP","01 Dec 2020","40","90.51","0.00","6474.881","0.000"
"USEP","01 Dec 2020","41","85.47","0.00","6439.554","0.000"
"USEP","01 Dec 2020","42","85.46","0.00","6391.574","0.000"
"USEP","01 Dec 2020","43","250.08","0.00","6320.289","0.000"
