"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 May 2020","1","41.45","0.00","5264.015","0.000"
"USEP","01 May 2020","2","39.71","0.00","5140.416","0.000"
"USEP","01 May 2020","3","35.11","0.00","5030.008","0.000"
"USEP","01 May 2020","4","33.19","0.00","4965.139","0.000"
"USEP","01 May 2020","5","32.00","0.00","4901.921","0.000"
"USEP","01 May 2020","6","31.20","0.00","4852.315","0.000"
"USEP","01 May 2020","7","27.89","0.00","4803.540","0.000"
"USEP","01 May 2020","8","20.17","0.00","4767.468","0.000"
"USEP","01 May 2020","9","20.17","0.00","4750.664","0.000"
"USEP","01 May 2020","10","20.17","0.00","4761.026","0.000"
"USEP","01 May 2020","11","27.89","0.00","4803.276","0.000"
"USEP","01 May 2020","12","31.20","0.00","4864.059","0.000"
"USEP","01 May 2020","13","30.73","0.00","4914.972","0.000"
"USEP","01 May 2020","14","30.70","0.00","4931.716","0.000"
"USEP","01 May 2020","15","31.99","0.00","4934.151","0.000"
"USEP","01 May 2020","16","32.73","0.00","4974.284","0.000"
"USEP","01 May 2020","17","34.34","0.00","5054.122","0.000"
"USEP","01 May 2020","18","35.20","0.00","5118.538","0.000"
"USEP","01 May 2020","19","40.31","0.00","5166.151","0.000"
"USEP","01 May 2020","20","40.42","0.00","5214.474","0.000"
"USEP","01 May 2020","21","35.42","0.00","5251.615","0.000"
"USEP","01 May 2020","22","35.20","0.00","5277.300","0.000"
"USEP","01 May 2020","23","35.42","0.00","5291.817","0.000"
"USEP","01 May 2020","24","35.42","0.00","5290.699","0.000"
"USEP","01 May 2020","25","35.47","0.00","5296.256","0.000"
"USEP","01 May 2020","26","36.69","0.00","5319.396","0.000"
"USEP","01 May 2020","27","38.75","0.00","5347.009","0.000"
"USEP","01 May 2020","28","39.31","0.00","5384.374","0.000"
"USEP","01 May 2020","29","40.51","0.00","5431.768","0.000"
"USEP","01 May 2020","30","40.91","0.00","5460.723","0.000"
"USEP","01 May 2020","31","41.51","0.00","5468.844","0.000"
"USEP","01 May 2020","32","41.54","0.00","5489.062","0.000"
"USEP","01 May 2020","33","41.51","0.00","5477.840","0.000"
"USEP","01 May 2020","34","40.85","0.00","5450.683","0.000"
"USEP","01 May 2020","35","40.43","0.00","5467.681","0.000"
"USEP","01 May 2020","36","40.62","0.00","5487.069","0.000"
"USEP","01 May 2020","37","40.63","0.00","5542.708","0.000"
"USEP","01 May 2020","38","41.52","0.00","5636.144","0.000"
"USEP","01 May 2020","39","41.65","0.00","5736.225","0.000"
"USEP","01 May 2020","40","40.41","0.00","5725.723","0.000"
"USEP","01 May 2020","41","40.40","0.00","5742.005","0.000"
"USEP","01 May 2020","42","39.36","0.00","5715.679","0.000"
"USEP","01 May 2020","43","38.39","0.00","5655.756","0.000"
"USEP","01 May 2020","44","38.38","0.00","5603.735","0.000"
"USEP","01 May 2020","45","38.34","0.00","5515.368","0.000"
"USEP","01 May 2020","46","36.38","0.00","5428.776","0.000"
"USEP","01 May 2020","47","35.64","0.00","5334.376","0.000"
"USEP","01 May 2020","48","41.63","0.00","5257.748","0.000"
"USEP","02 May 2020","1","40.96","0.00","5181.309","0.000"
"USEP","02 May 2020","2","39.91","0.00","5089.707","0.000"
"USEP","02 May 2020","3","35.46","0.00","4968.976","0.000"
"USEP","02 May 2020","4","34.32","0.00","4906.498","0.000"
"USEP","02 May 2020","5","33.66","0.00","4854.711","0.000"
"USEP","02 May 2020","6","32.38","0.00","4804.405","0.000"
"USEP","02 May 2020","7","31.93","0.00","4771.682","0.000"
"USEP","02 May 2020","8","31.52","0.00","4748.810","0.000"
"USEP","02 May 2020","9","31.50","0.00","4732.409","0.000"
"USEP","02 May 2020","10","31.52","0.00","4742.275","0.000"
"USEP","02 May 2020","11","31.85","0.00","4781.001","0.000"
"USEP","02 May 2020","12","31.99","0.00","4843.002","0.000"
"USEP","02 May 2020","13","31.99","0.00","4905.817","0.000"
"USEP","02 May 2020","14","33.09","0.00","4977.902","0.000"
"USEP","02 May 2020","15","35.40","0.00","5059.326","0.000"
"USEP","02 May 2020","16","39.91","0.00","5149.019","0.000"
"USEP","02 May 2020","17","40.42","0.00","5223.679","0.000"
"USEP","02 May 2020","18","37.24","0.00","5302.165","0.000"
"USEP","02 May 2020","19","39.33","0.00","5381.173","0.000"
"USEP","02 May 2020","20","40.32","0.00","5436.161","0.000"
"USEP","02 May 2020","21","42.48","0.00","5450.519","0.000"
"USEP","02 May 2020","22","40.25","0.00","5453.367","0.000"
"USEP","02 May 2020","23","40.34","0.00","5477.020","0.000"
"USEP","02 May 2020","24","41.17","0.00","5517.008","0.000"
"USEP","02 May 2020","25","41.68","0.00","5540.362","0.000"
"USEP","02 May 2020","26","42.22","0.00","5553.562","0.000"
"USEP","02 May 2020","27","43.36","0.00","5569.243","0.000"
"USEP","02 May 2020","28","45.39","0.00","5574.774","0.000"
"USEP","02 May 2020","29","42.79","0.00","5534.189","0.000"
"USEP","02 May 2020","30","40.43","0.00","5484.211","0.000"
"USEP","02 May 2020","31","37.10","0.00","5483.774","0.000"
"USEP","02 May 2020","32","37.02","0.00","5508.017","0.000"
"USEP","02 May 2020","33","36.91","0.00","5537.897","0.000"
"USEP","02 May 2020","34","34.37","0.00","5550.377","0.000"
"USEP","02 May 2020","35","34.15","0.00","5526.526","0.000"
"USEP","02 May 2020","36","32.88","0.00","5521.178","0.000"
