"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Mar 2020","1","79.80","0.00","5608.784","0.000"
"USEP","01 Mar 2020","2","76.92","0.00","5501.144","0.000"
"USEP","01 Mar 2020","3","67.64","0.00","5334.132","0.000"
"USEP","01 Mar 2020","4","67.53","0.00","5247.540","0.000"
"USEP","01 Mar 2020","5","66.38","0.00","5191.841","0.000"
"USEP","01 Mar 2020","6","65.68","0.00","5142.275","0.000"
"USEP","01 Mar 2020","7","64.38","0.00","5091.467","0.000"
"USEP","01 Mar 2020","8","63.86","0.00","5065.663","0.000"
"USEP","01 Mar 2020","9","63.67","0.00","5046.836","0.000"
"USEP","01 Mar 2020","10","63.86","0.00","5064.286","0.000"
"USEP","01 Mar 2020","11","64.18","0.00","5092.799","0.000"
"USEP","01 Mar 2020","12","64.38","0.00","5134.099","0.000"
"USEP","01 Mar 2020","13","63.86","0.00","5163.328","0.000"
"USEP","01 Mar 2020","14","64.38","0.00","5205.419","0.000"
"USEP","01 Mar 2020","15","63.87","0.00","5244.995","0.000"
"USEP","01 Mar 2020","16","67.52","0.00","5324.093","0.000"
"USEP","01 Mar 2020","17","70.54","0.00","5452.304","0.000"
"USEP","01 Mar 2020","18","71.24","0.00","5566.504","0.000"
"USEP","01 Mar 2020","19","70.78","0.00","5633.753","0.000"
"USEP","01 Mar 2020","20","71.91","0.00","5711.335","0.000"
"USEP","01 Mar 2020","21","69.65","0.00","5778.679","0.000"
"USEP","01 Mar 2020","22","69.64","0.00","5793.718","0.000"
"USEP","01 Mar 2020","23","69.65","0.00","5793.345","0.000"
"USEP","01 Mar 2020","24","69.64","0.00","5769.688","0.000"
"USEP","01 Mar 2020","25","69.63","0.00","5755.245","0.000"
"USEP","01 Mar 2020","26","69.55","0.00","5750.946","0.000"
"USEP","01 Mar 2020","27","69.64","0.00","5775.339","0.000"
"USEP","01 Mar 2020","28","69.64","0.00","5797.972","0.000"
"USEP","01 Mar 2020","29","69.64","0.00","5810.417","0.000"
