"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jul 2020","1","56.30","0.00","5466.548","0.000"
"USEP","01 Jul 2020","2","55.50","0.00","5360.980","0.000"
"USEP","01 Jul 2020","3","55.29","0.00","5282.742","0.000"
"USEP","01 Jul 2020","4","54.36","0.00","5209.802","0.000"
"USEP","01 Jul 2020","5","53.24","0.00","5154.258","0.000"
"USEP","01 Jul 2020","6","53.25","0.00","5111.794","0.000"
"USEP","01 Jul 2020","7","53.16","0.00","5067.089","0.000"
"USEP","01 Jul 2020","8","48.30","0.00","5049.868","0.000"
"USEP","01 Jul 2020","9","48.28","0.00","5045.643","0.000"
"USEP","01 Jul 2020","10","53.15","0.00","5077.640","0.000"
"USEP","01 Jul 2020","11","53.23","0.00","5155.525","0.000"
"USEP","01 Jul 2020","12","55.27","0.00","5286.196","0.000"
"USEP","01 Jul 2020","13","56.20","0.00","5435.207","0.000"
"USEP","01 Jul 2020","14","56.97","0.00","5585.206","0.000"
"USEP","01 Jul 2020","15","57.43","0.00","5757.775","0.000"
"USEP","01 Jul 2020","16","58.38","0.00","5960.919","0.000"
"USEP","01 Jul 2020","17","57.70","0.00","6142.940","0.000"
"USEP","01 Jul 2020","18","62.20","0.00","6263.920","0.000"
"USEP","01 Jul 2020","19","62.81","0.00","6347.873","0.000"
"USEP","01 Jul 2020","20","63.60","0.00","6376.127","0.000"
"USEP","01 Jul 2020","21","63.76","0.00","6398.169","0.000"
"USEP","01 Jul 2020","22","64.81","0.00","6432.999","0.000"
"USEP","01 Jul 2020","23","65.05","0.00","6492.172","0.000"
"USEP","01 Jul 2020","24","65.67","0.00","6496.207","0.000"
"USEP","01 Jul 2020","25","65.40","0.00","6461.636","0.000"
"USEP","01 Jul 2020","26","65.02","0.00","6430.986","0.000"
"USEP","01 Jul 2020","27","63.38","0.00","6415.748","0.000"
"USEP","01 Jul 2020","28","65.01","0.00","6471.770","0.000"
"USEP","01 Jul 2020","29","63.94","0.00","6474.742","0.000"
"USEP","01 Jul 2020","30","64.57","0.00","6452.571","0.000"
"USEP","01 Jul 2020","31","63.93","0.00","6445.499","0.000"
"USEP","01 Jul 2020","32","64.45","0.00","6458.117","0.000"
"USEP","01 Jul 2020","33","64.32","0.00","6472.918","0.000"
"USEP","01 Jul 2020","34","62.63","0.00","6452.382","0.000"
"USEP","01 Jul 2020","35","62.62","0.00","6379.760","0.000"
"USEP","01 Jul 2020","36","60.15","0.00","6264.362","0.000"
"USEP","01 Jul 2020","37","60.17","0.00","6213.887","0.000"
"USEP","01 Jul 2020","38","61.50","0.00","6220.338","0.000"
"USEP","01 Jul 2020","39","61.50","0.00","6214.110","0.000"
"USEP","01 Jul 2020","40","60.05","0.00","6183.480","0.000"
"USEP","01 Jul 2020","41","60.05","0.00","6147.313","0.000"
"USEP","01 Jul 2020","42","58.40","0.00","6121.494","0.000"
"USEP","01 Jul 2020","43","59.27","0.00","6065.458","0.000"
"USEP","01 Jul 2020","44","57.69","0.00","5978.661","0.000"
"USEP","01 Jul 2020","45","56.64","0.00","5878.600","0.000"
"USEP","01 Jul 2020","46","55.96","0.00","5772.411","0.000"
"USEP","01 Jul 2020","47","55.76","0.00","5670.397","0.000"
"USEP","01 Jul 2020","48","55.05","0.00","5594.982","0.000"
"USEP","02 Jul 2020","1","56.60","0.00","5514.011","0.000"
"USEP","02 Jul 2020","2","55.71","0.00","5414.721","0.000"
"USEP","02 Jul 2020","3","54.06","0.00","5303.393","0.000"
"USEP","02 Jul 2020","4","54.04","0.00","5230.517","0.000"
"USEP","02 Jul 2020","5","53.95","0.00","5181.742","0.000"
"USEP","02 Jul 2020","6","52.18","0.00","5134.567","0.000"
"USEP","02 Jul 2020","7","48.32","0.00","5088.942","0.000"
"USEP","02 Jul 2020","8","46.21","0.00","5040.092","0.000"
"USEP","02 Jul 2020","9","46.31","0.00","5036.518","0.000"
"USEP","02 Jul 2020","10","47.22","0.00","5058.103","0.000"
"USEP","02 Jul 2020","11","49.21","0.00","5134.736","0.000"
"USEP","02 Jul 2020","12","53.94","0.00","5260.844","0.000"
"USEP","02 Jul 2020","13","54.02","0.00","5410.695","0.000"
"USEP","02 Jul 2020","14","55.71","0.00","5550.536","0.000"
"USEP","02 Jul 2020","15","54.07","0.00","5715.927","0.000"
"USEP","02 Jul 2020","16","56.62","0.00","5908.416","0.000"
"USEP","02 Jul 2020","17","55.72","0.00","6082.629","0.000"
"USEP","02 Jul 2020","18","56.62","0.00","6209.185","0.000"
"USEP","02 Jul 2020","19","57.27","0.00","6292.254","0.000"
"USEP","02 Jul 2020","20","59.58","0.00","6368.265","0.000"
"USEP","02 Jul 2020","21","60.00","0.00","6419.341","0.000"
"USEP","02 Jul 2020","22","60.40","0.00","6468.172","0.000"
"USEP","02 Jul 2020","23","60.20","0.00","6467.292","0.000"
"USEP","02 Jul 2020","24","60.88","0.00","6466.223","0.000"
"USEP","02 Jul 2020","25","60.67","0.00","6441.965","0.000"
"USEP","02 Jul 2020","26","60.59","0.00","6442.497","0.000"
"USEP","02 Jul 2020","27","60.74","0.00","6463.460","0.000"
"USEP","02 Jul 2020","28","60.93","0.00","6443.332","0.000"
"USEP","02 Jul 2020","29","60.94","0.00","6443.202","0.000"
"USEP","02 Jul 2020","30","61.34","0.00","6459.429","0.000"
"USEP","02 Jul 2020","31","63.14","0.00","6514.517","0.000"
"USEP","02 Jul 2020","32","64.99","0.00","6518.374","0.000"
"USEP","02 Jul 2020","33","63.71","0.00","6492.977","0.000"
"USEP","02 Jul 2020","34","63.13","0.00","6464.822","0.000"
"USEP","02 Jul 2020","35","63.22","0.00","6439.863","0.000"
"USEP","02 Jul 2020","36","61.58","0.00","6382.071","0.000"
"USEP","02 Jul 2020","37","61.32","0.00","6319.539","0.000"
"USEP","02 Jul 2020","38","61.61","0.00","6315.613","0.000"
"USEP","02 Jul 2020","39","62.17","0.00","6324.733","0.000"
"USEP","02 Jul 2020","40","61.04","0.00","6314.564","0.000"
"USEP","02 Jul 2020","41","60.68","0.00","6251.221","0.000"
"USEP","02 Jul 2020","42","60.80","0.00","6169.524","0.000"
"USEP","02 Jul 2020","43","60.56","0.00","6093.339","0.000"
"USEP","02 Jul 2020","44","59.63","0.00","6010.216","0.000"
"USEP","02 Jul 2020","45","57.95","0.00","5889.534","0.000"
"USEP","02 Jul 2020","46","57.04","0.00","5793.738","0.000"
"USEP","02 Jul 2020","47","56.65","0.00","5676.371","0.000"
"USEP","02 Jul 2020","48","55.29","0.00","5582.841","0.000"
"USEP","03 Jul 2020","1","56.79","0.00","5500.876","0.000"
"USEP","03 Jul 2020","2","56.26","0.00","5432.951","0.000"
"USEP","03 Jul 2020","3","55.30","0.00","5333.396","0.000"
"USEP","03 Jul 2020","4","53.90","0.00","5247.440","0.000"
"USEP","03 Jul 2020","5","53.71","0.00","5190.360","0.000"
