"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jan 2020","1","70.56","0.00","5393.623","0.000"
"USEP","01 Jan 2020","2","75.39","0.00","5308.014","0.000"
"USEP","01 Jan 2020","3","72.72","0.00","5219.747","0.000"
"USEP","01 Jan 2020","4","70.49","0.00","5164.093","0.000"
"USEP","01 Jan 2020","5","70.48","0.00","5131.699","0.000"
"USEP","01 Jan 2020","6","69.28","0.00","5087.322","0.000"
"USEP","01 Jan 2020","7","68.10","0.00","5045.588","0.000"
"USEP","01 Jan 2020","8","66.95","0.00","5001.475","0.000"
"USEP","01 Jan 2020","9","66.51","0.00","4977.877","0.000"
"USEP","01 Jan 2020","10","66.50","0.00","4965.820","0.000"
"USEP","01 Jan 2020","11","66.75","0.00","4983.101","0.000"
"USEP","01 Jan 2020","12","67.92","0.00","5041.796","0.000"
"USEP","01 Jan 2020","13","68.88","0.00","5103.101","0.000"
"USEP","01 Jan 2020","14","69.22","0.00","5151.121","0.000"
"USEP","01 Jan 2020","15","69.28","0.00","5181.294","0.000"
"USEP","01 Jan 2020","16","73.37","0.00","5282.990","0.000"
"USEP","01 Jan 2020","17","76.15","0.00","5416.738","0.000"
"USEP","01 Jan 2020","18","76.58","0.00","5465.976","0.000"
"USEP","01 Jan 2020","19","80.69","0.00","5527.713","0.000"
"USEP","01 Jan 2020","20","82.73","0.00","5589.699","0.000"
"USEP","01 Jan 2020","21","83.53","0.00","5635.030","0.000"
"USEP","01 Jan 2020","22","82.19","0.00","5666.630","0.000"
"USEP","01 Jan 2020","23","83.65","0.00","5687.410","0.000"
"USEP","01 Jan 2020","24","81.73","0.00","5650.234","0.000"
"USEP","01 Jan 2020","25","81.64","0.00","5626.845","0.000"
"USEP","01 Jan 2020","26","81.73","0.00","5637.838","0.000"
"USEP","01 Jan 2020","27","82.68","0.00","5660.407","0.000"
"USEP","01 Jan 2020","28","82.69","0.00","5668.598","0.000"
"USEP","01 Jan 2020","29","83.56","0.00","5669.955","0.000"
"USEP","01 Jan 2020","30","82.66","0.00","5676.878","0.000"
"USEP","01 Jan 2020","31","82.68","0.00","5672.912","0.000"
"USEP","01 Jan 2020","32","83.57","0.00","5675.720","0.000"
"USEP","01 Jan 2020","33","83.64","0.00","5677.887","0.000"
"USEP","01 Jan 2020","34","84.77","0.00","5713.174","0.000"
"USEP","01 Jan 2020","35","84.75","0.00","5707.006","0.000"
"USEP","01 Jan 2020","36","84.75","0.00","5709.725","0.000"
"USEP","01 Jan 2020","37","85.82","0.00","5767.506","0.000"
"USEP","01 Jan 2020","38","100.70","0.00","5863.710","0.000"
"USEP","01 Jan 2020","39","115.37","0.00","5924.662","0.000"
"USEP","01 Jan 2020","40","103.98","0.00","5926.670","0.000"
"USEP","01 Jan 2020","41","115.37","0.00","5951.222","0.000"
"USEP","01 Jan 2020","42","125.93","0.00","5976.206","0.000"
"USEP","01 Jan 2020","43","113.02","0.00","5945.944","0.000"
"USEP","01 Jan 2020","44","100.93","0.00","5893.088","0.000"
"USEP","01 Jan 2020","45","103.99","0.00","5825.660","0.000"
"USEP","01 Jan 2020","46","86.89","0.00","5740.752","0.000"
"USEP","01 Jan 2020","47","85.83","0.00","5629.832","0.000"
"USEP","01 Jan 2020","48","83.99","0.00","5538.672","0.000"
"USEP","02 Jan 2020","1","77.97","0.00","5421.494","0.000"
"USEP","02 Jan 2020","2","74.65","0.00","5277.181","0.000"
"USEP","02 Jan 2020","3","68.62","0.00","5164.029","0.000"
"USEP","02 Jan 2020","4","67.53","0.00","5099.935","0.000"
"USEP","02 Jan 2020","5","65.68","0.00","5051.796","0.000"
"USEP","02 Jan 2020","6","65.07","0.00","5007.956","0.000"
"USEP","02 Jan 2020","7","64.71","0.00","4971.342","0.000"
"USEP","02 Jan 2020","8","64.70","0.00","4956.611","0.000"
"USEP","02 Jan 2020","9","64.71","0.00","4960.949","0.000"
"USEP","02 Jan 2020","10","65.05","0.00","4991.192","0.000"
"USEP","02 Jan 2020","11","66.81","0.00","5076.149","0.000"
"USEP","02 Jan 2020","12","70.52","0.00","5224.141","0.000"
"USEP","02 Jan 2020","13","71.84","0.00","5411.574","0.000"
"USEP","02 Jan 2020","14","77.69","0.00","5594.689","0.000"
"USEP","02 Jan 2020","15","77.99","0.00","5802.028","0.000"
"USEP","02 Jan 2020","16","85.80","0.00","6032.382","0.000"
"USEP","02 Jan 2020","17","88.82","0.00","6280.514","0.000"
"USEP","02 Jan 2020","18","95.46","0.00","6445.349","0.000"
"USEP","02 Jan 2020","19","116.15","0.00","6566.056","0.000"
"USEP","02 Jan 2020","20","143.54","0.00","6638.796","0.000"
"USEP","02 Jan 2020","21","248.09","0.00","6716.865","0.000"
"USEP","02 Jan 2020","22","257.46","0.00","6749.642","0.000"
"USEP","02 Jan 2020","23","257.50","0.00","6741.139","0.000"
"USEP","02 Jan 2020","24","219.34","0.00","6682.711","0.000"
"USEP","02 Jan 2020","25","215.00","0.00","6661.932","0.000"
"USEP","02 Jan 2020","26","215.38","0.00","6663.756","0.000"
"USEP","02 Jan 2020","27","257.99","0.00","6712.208","0.000"
"USEP","02 Jan 2020","28","218.19","0.00","6726.194","0.000"
"USEP","02 Jan 2020","29","191.25","0.00","6715.394","0.000"
"USEP","02 Jan 2020","30","190.78","0.00","6714.405","0.000"
"USEP","02 Jan 2020","31","258.90","0.00","6730.021","0.000"
"USEP","02 Jan 2020","32","255.40","0.00","6720.086","0.000"
"USEP","02 Jan 2020","33","218.76","0.00","6710.255","0.000"
"USEP","02 Jan 2020","34","218.78","0.00","6697.030","0.000"
"USEP","02 Jan 2020","35","183.17","0.00","6627.868","0.000"
"USEP","02 Jan 2020","36","101.83","0.00","6516.848","0.000"
"USEP","02 Jan 2020","37","109.15","0.00","6455.642","0.000"
"USEP","02 Jan 2020","38","102.63","0.00","6465.374","0.000"
"USEP","02 Jan 2020","39","105.64","0.00","6470.845","0.000"
"USEP","02 Jan 2020","40","104.62","0.00","6443.913","0.000"
"USEP","02 Jan 2020","41","104.16","0.00","6397.369","0.000"
"USEP","02 Jan 2020","42","97.16","0.00","6362.778","0.000"
"USEP","02 Jan 2020","43","100.60","0.00","6303.341","0.000"
"USEP","02 Jan 2020","44","91.33","0.00","6172.804","0.000"
"USEP","02 Jan 2020","45","88.83","0.00","6035.135","0.000"
"USEP","02 Jan 2020","46","81.08","0.00","5885.991","0.000"
"USEP","02 Jan 2020","47","81.98","0.00","5752.670","0.000"
"USEP","02 Jan 2020","48","76.60","0.00","5591.250","0.000"
"USEP","03 Jan 2020","1","74.38","0.00","5448.824","0.000"
"USEP","03 Jan 2020","2","70.59","0.00","5354.002","0.000"
"USEP","03 Jan 2020","3","69.87","0.00","5289.367","0.000"
"USEP","03 Jan 2020","4","68.81","0.00","5223.052","0.000"
"USEP","03 Jan 2020","5","67.85","0.00","5175.281","0.000"
"USEP","03 Jan 2020","6","66.16","0.00","5126.833","0.000"
"USEP","03 Jan 2020","7","66.02","0.00","5099.493","0.000"
"USEP","03 Jan 2020","8","64.91","0.00","5081.616","0.000"
"USEP","03 Jan 2020","9","64.91","0.00","5077.451","0.000"
"USEP","03 Jan 2020","10","66.06","0.00","5111.625","0.000"
"USEP","03 Jan 2020","11","68.16","0.00","5183.938","0.000"
"USEP","03 Jan 2020","12","70.59","0.00","5334.261","0.000"
"USEP","03 Jan 2020","13","76.14","0.00","5518.141","0.000"
"USEP","03 Jan 2020","14","80.96","0.00","5700.287","0.000"
"USEP","03 Jan 2020","15","81.99","0.00","5884.415","0.000"
"USEP","03 Jan 2020","16","92.80","0.00","6108.751","0.000"
"USEP","03 Jan 2020","17","102.94","0.00","6345.850","0.000"
"USEP","03 Jan 2020","18","105.26","0.00","6501.143","0.000"
"USEP","03 Jan 2020","19","164.16","0.00","6599.782","0.000"
"USEP","03 Jan 2020","20","215.46","0.00","6664.934","0.000"
"USEP","03 Jan 2020","21","191.06","0.00","6717.596","0.000"
"USEP","03 Jan 2020","22","217.80","0.00","6744.503","0.000"
"USEP","03 Jan 2020","23","213.42","0.00","6744.573","0.000"
"USEP","03 Jan 2020","24","217.97","0.00","6701.105","0.000"
"USEP","03 Jan 2020","25","214.47","0.00","6676.728","0.000"
"USEP","03 Jan 2020","26","236.23","0.00","6685.365","0.000"
"USEP","03 Jan 2020","27","265.13","0.00","6741.208","0.000"
"USEP","03 Jan 2020","28","188.17","2245.18","6725.427","26.000"
"USEP","03 Jan 2020","29","265.16","0.00","6756.054","0.000"
"USEP","03 Jan 2020","30","253.23","0.00","6753.713","0.000"
"USEP","03 Jan 2020","31","269.30","0.00","6786.779","0.000"
"USEP","03 Jan 2020","32","269.35","0.00","6802.349","0.000"
"USEP","03 Jan 2020","33","266.59","0.00","6779.383","0.000"
"USEP","03 Jan 2020","34","260.36","0.00","6744.956","0.000"
"USEP","03 Jan 2020","35","187.99","0.00","6665.928","0.000"
"USEP","03 Jan 2020","36","125.78","0.00","6584.867","0.000"
"USEP","03 Jan 2020","37","124.09","0.00","6496.550","0.000"
"USEP","03 Jan 2020","38","124.28","0.00","6490.865","0.000"
"USEP","03 Jan 2020","39","114.47","0.00","6476.402","0.000"
"USEP","03 Jan 2020","40","111.42","0.00","6434.942","0.000"
"USEP","03 Jan 2020","41","113.32","0.00","6381.405","0.000"
"USEP","03 Jan 2020","42","100.93","0.00","6325.527","0.000"
"USEP","03 Jan 2020","43","99.70","0.00","6261.017","0.000"
"USEP","03 Jan 2020","44","93.19","0.00","6143.834","0.000"
"USEP","03 Jan 2020","45","90.13","0.00","6019.038","0.000"
"USEP","03 Jan 2020","46","84.00","0.00","5891.229","0.000"
"USEP","03 Jan 2020","47","84.00","0.00","5768.554","0.000"
"USEP","03 Jan 2020","48","80.70","0.00","5627.143","0.000"
"USEP","04 Jan 2020","1","80.69","0.00","5483.893","0.000"
"USEP","04 Jan 2020","2","76.92","0.00","5383.171","0.000"
"USEP","04 Jan 2020","3","76.13","0.00","5341.994","0.000"
"USEP","04 Jan 2020","4","70.99","0.00","5273.190","0.000"
"USEP","04 Jan 2020","5","69.93","0.00","5203.798","0.000"
"USEP","04 Jan 2020","6","69.22","0.00","5154.357","0.000"
"USEP","04 Jan 2020","7","68.72","0.00","5102.480","0.000"
"USEP","04 Jan 2020","8","68.20","0.00","5086.670","0.000"
"USEP","04 Jan 2020","9","68.20","0.00","5075.925","0.000"
"USEP","04 Jan 2020","10","68.64","0.00","5086.233","0.000"
"USEP","04 Jan 2020","11","68.90","0.00","5118.493","0.000"
"USEP","04 Jan 2020","12","70.59","0.00","5182.278","0.000"
"USEP","04 Jan 2020","13","72.53","0.00","5267.196","0.000"
"USEP","04 Jan 2020","14","74.40","0.00","5352.387","0.000"
"USEP","04 Jan 2020","15","74.91","0.00","5439.412","0.000"
"USEP","04 Jan 2020","16","79.71","0.00","5620.334","0.000"
"USEP","04 Jan 2020","17","85.78","0.00","5813.598","0.000"
"USEP","04 Jan 2020","18","84.70","0.00","5953.548","0.000"
"USEP","04 Jan 2020","19","97.77","0.00","6076.466","0.000"
"USEP","04 Jan 2020","20","118.22","0.00","6176.095","0.000"
"USEP","04 Jan 2020","21","137.12","0.00","6234.214","0.000"
"USEP","04 Jan 2020","22","159.67","0.00","6272.532","0.000"
"USEP","04 Jan 2020","23","143.53","0.00","6266.633","0.000"
"USEP","04 Jan 2020","24","118.22","0.00","6219.204","0.000"
"USEP","04 Jan 2020","25","103.19","0.00","6162.695","0.000"
"USEP","04 Jan 2020","26","100.13","0.00","6123.900","0.000"
"USEP","04 Jan 2020","27","99.12","0.00","6122.265","0.000"
"USEP","04 Jan 2020","28","98.15","0.00","6113.194","0.000"
"USEP","04 Jan 2020","29","94.60","0.00","6089.532","0.000"
"USEP","04 Jan 2020","30","86.87","0.00","6039.256","0.000"
"USEP","04 Jan 2020","31","84.67","0.00","6007.179","0.000"
