"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Nov 2020","1","61.80","0.00","5283.632","0.000"
"USEP","01 Nov 2020","2","60.04","0.00","5182.363","0.000"
"USEP","01 Nov 2020","3","59.36","0.00","5128.702","0.000"
"USEP","01 Nov 2020","4","57.79","0.00","5053.551","0.000"
"USEP","01 Nov 2020","5","57.79","0.00","5009.243","0.000"
"USEP","01 Nov 2020","6","57.45","0.00","4963.753","0.000"
"USEP","01 Nov 2020","7","56.49","0.00","4931.343","0.000"
"USEP","01 Nov 2020","8","56.14","0.00","4897.045","0.000"
"USEP","01 Nov 2020","9","55.98","0.00","4889.749","0.000"
"USEP","01 Nov 2020","10","56.14","0.00","4892.528","0.000"
"USEP","01 Nov 2020","11","56.21","0.00","4919.251","0.000"
"USEP","01 Nov 2020","12","56.30","0.00","4958.882","0.000"
"USEP","01 Nov 2020","13","56.28","0.00","4998.309","0.000"
"USEP","01 Nov 2020","14","56.46","0.00","5035.042","0.000"
"USEP","01 Nov 2020","15","55.47","0.00","5077.566","0.000"
"USEP","01 Nov 2020","16","57.43","0.00","5153.686","0.000"
"USEP","01 Nov 2020","17","92.00","0.00","5262.758","0.000"
"USEP","01 Nov 2020","18","100.68","0.00","5364.355","0.000"
"USEP","01 Nov 2020","19","106.52","0.00","5450.246","0.000"
"USEP","01 Nov 2020","20","106.32","0.00","5520.005","0.000"
"USEP","01 Nov 2020","21","118.90","0.00","5596.712","0.000"
"USEP","01 Nov 2020","22","106.40","0.00","5619.415","0.000"
"USEP","01 Nov 2020","23","107.25","0.00","5623.535","0.000"
"USEP","01 Nov 2020","24","94.38","0.00","5614.415","0.000"
"USEP","01 Nov 2020","25","94.38","0.00","5603.158","0.000"
"USEP","01 Nov 2020","26","94.42","0.00","5603.978","0.000"
"USEP","01 Nov 2020","27","94.36","0.00","5631.119","0.000"
"USEP","01 Nov 2020","28","96.38","0.00","5649.990","0.000"
"USEP","01 Nov 2020","29","114.83","0.00","5645.329","0.000"
"USEP","01 Nov 2020","30","117.69","0.00","5659.821","0.000"
"USEP","01 Nov 2020","31","113.70","0.00","5666.078","0.000"
"USEP","01 Nov 2020","32","113.77","0.00","5660.025","0.000"
"USEP","01 Nov 2020","33","113.80","0.00","5668.941","0.000"
"USEP","01 Nov 2020","34","120.90","0.00","5688.085","0.000"
"USEP","01 Nov 2020","35","127.08","0.00","5755.469","0.000"
"USEP","01 Nov 2020","36","127.86","0.00","5761.805","0.000"
"USEP","01 Nov 2020","37","128.93","0.00","5818.975","0.000"
"USEP","01 Nov 2020","38","152.59","0.00","5914.787","0.000"
