"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Aug 2020","1","67.82","0.00","5434.034","0.000"
"USEP","01 Aug 2020","2","60.80","0.00","5355.195","0.000"
"USEP","01 Aug 2020","3","59.84","0.00","5238.196","0.000"
"USEP","01 Aug 2020","4","57.54","0.00","5157.871","0.000"
"USEP","01 Aug 2020","5","57.45","0.00","5085.284","0.000"
"USEP","01 Aug 2020","6","53.42","0.00","5031.717","0.000"
"USEP","01 Aug 2020","7","43.85","0.00","4990.347","0.000"
"USEP","01 Aug 2020","8","41.60","0.00","4962.977","0.000"
"USEP","01 Aug 2020","9","41.55","0.00","4949.638","0.000"
"USEP","01 Aug 2020","10","41.55","0.00","4950.766","0.000"
"USEP","01 Aug 2020","11","41.60","0.00","4982.952","0.000"
"USEP","01 Aug 2020","12","43.84","0.00","5050.072","0.000"
"USEP","01 Aug 2020","13","50.41","0.00","5114.711","0.000"
"USEP","01 Aug 2020","14","55.52","0.00","5181.091","0.000"
"USEP","01 Aug 2020","15","57.54","0.00","5269.328","0.000"
"USEP","01 Aug 2020","16","62.59","0.00","5417.598","0.000"
"USEP","01 Aug 2020","17","67.22","0.00","5570.545","0.000"
"USEP","01 Aug 2020","18","67.76","0.00","5688.578","0.000"
"USEP","01 Aug 2020","19","62.63","0.00","5775.910","0.000"
"USEP","01 Aug 2020","20","67.49","0.00","5865.768","0.000"
"USEP","01 Aug 2020","21","68.77","0.00","5941.302","0.000"
"USEP","01 Aug 2020","22","68.47","0.00","5922.610","0.000"
"USEP","01 Aug 2020","23","67.85","0.00","5883.302","0.000"
"USEP","01 Aug 2020","24","67.83","0.00","5862.040","0.000"
"USEP","01 Aug 2020","25","66.73","0.00","5857.612","0.000"
"USEP","01 Aug 2020","26","65.46","0.00","5827.091","0.000"
"USEP","01 Aug 2020","27","62.62","0.00","5802.117","0.000"
"USEP","01 Aug 2020","28","62.63","0.00","5783.042","0.000"
"USEP","01 Aug 2020","29","62.62","0.00","5730.236","0.000"
"USEP","01 Aug 2020","30","62.63","0.00","5715.162","0.000"
"USEP","01 Aug 2020","31","62.63","0.00","5705.331","0.000"
"USEP","01 Aug 2020","32","62.63","0.00","5714.332","0.000"
"USEP","01 Aug 2020","33","62.64","0.00","5739.987","0.000"
"USEP","01 Aug 2020","34","62.64","0.00","5767.342","0.000"
"USEP","01 Aug 2020","35","62.63","0.00","5773.256","0.000"
"USEP","01 Aug 2020","36","62.64","0.00","5768.928","0.000"
"USEP","01 Aug 2020","37","65.47","0.00","5800.248","0.000"
"USEP","01 Aug 2020","38","67.60","0.00","5854.824","0.000"
"USEP","01 Aug 2020","39","68.56","0.00","5908.038","0.000"
"USEP","01 Aug 2020","40","68.59","0.00","5914.305","0.000"
"USEP","01 Aug 2020","41","68.67","0.00","5925.353","0.000"
"USEP","01 Aug 2020","42","68.59","0.00","5916.909","0.000"
"USEP","01 Aug 2020","43","67.88","0.00","5891.647","0.000"
"USEP","01 Aug 2020","44","65.54","0.00","5813.677","0.000"
"USEP","01 Aug 2020","45","62.67","0.00","5726.484","0.000"
"USEP","01 Aug 2020","46","62.64","0.00","5656.253","0.000"
"USEP","01 Aug 2020","47","61.02","0.00","5583.119","0.000"
"USEP","01 Aug 2020","48","60.09","0.00","5468.411","0.000"
"USEP","02 Aug 2020","1","65.42","0.00","5358.952","0.000"
"USEP","02 Aug 2020","2","63.62","0.00","5287.663","0.000"
"USEP","02 Aug 2020","3","63.62","0.00","5245.646","0.000"
"USEP","02 Aug 2020","4","58.40","0.00","5173.790","0.000"
"USEP","02 Aug 2020","5","58.44","0.00","5098.122","0.000"
"USEP","02 Aug 2020","6","60.15","0.00","5047.000","0.000"
"USEP","02 Aug 2020","7","59.38","0.00","5013.597","0.000"
"USEP","02 Aug 2020","8","59.37","0.00","4982.872","0.000"
"USEP","02 Aug 2020","9","60.57","0.00","4973.370","0.000"
"USEP","02 Aug 2020","10","57.34","0.00","4966.397","0.000"
"USEP","02 Aug 2020","11","57.34","0.00","4989.994","0.000"
"USEP","02 Aug 2020","12","57.17","0.00","5042.154","0.000"
"USEP","02 Aug 2020","13","53.44","0.00","5105.254","0.000"
"USEP","02 Aug 2020","14","53.45","0.00","5138.468","0.000"
"USEP","02 Aug 2020","15","53.49","0.00","5151.818","0.000"
"USEP","02 Aug 2020","16","53.50","0.00","5210.752","0.000"
"USEP","02 Aug 2020","17","57.55","0.00","5291.301","0.000"
"USEP","02 Aug 2020","18","58.54","0.00","5384.081","0.000"
"USEP","02 Aug 2020","19","58.72","0.00","5476.900","0.000"
"USEP","02 Aug 2020","20","60.15","0.00","5564.203","0.000"
"USEP","02 Aug 2020","21","58.74","0.00","5624.450","0.000"
"USEP","02 Aug 2020","22","58.76","0.00","5639.817","0.000"
"USEP","02 Aug 2020","23","58.73","0.00","5638.142","0.000"
"USEP","02 Aug 2020","24","59.57","0.00","5660.999","0.000"
"USEP","02 Aug 2020","25","58.73","0.00","5662.316","0.000"
"USEP","02 Aug 2020","26","58.73","0.00","5663.693","0.000"
