,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
THA,high,0,0.0659384402800728,0.043733593811263405,0.03842448968546356,0.03312303430203265
THA,high,1,0.07759304479854509,0.05146349670063799,0.04521600961232437,0.0389775231798757
THA,high,2,0.08453596306604358,0.056068379165037166,0.04926187557796536,0.0424651780129868
THA,high,3,0.09403510438045157,0.062368673591711214,0.05479733647006234,0.04723690725408779
THA,high,4,0.1044680552808225,0.06928831613999867,0.06087695880503909,0.052477719579593435
THA,high,5,0.11655188639818775,0.07730290307177973,0.067918603135082,0.05854782301092017
THA,high,6,0.13224244008973035,0.0877096445552763,0.07706200288671536,0.06642970110714706
THA,high,7,0.15381080821476606,0.10201483962427776,0.08963059770079629,0.07726419755883748
THA,high,8,0.19254495245053832,0.12770521573021842,0.11220225270721061,0.09672162455789701
THA,high,9,0.27955823101008664,0.18541667151452695,0.16290774119478219,0.14043123913504754
THA,low,0,0.03594520284294175,0.02710971313085786,0.024452526129956704,0.021735019659221512
THA,low,1,0.04229850937690471,0.03190134884149008,0.02877450463463107,0.02557667950518445
THA,low,2,0.046083321459010854,0.034755837387526,0.03134920748827909,0.02786524539172322
THA,low,3,0.05126161442332576,0.0386612830566882,0.034871856799001975,0.030996408675802233
THA,low,4,0.0569489575690143,0.04295065212298743,0.03874079885192688,0.03443537981251792
THA,low,5,0.06353624957635715,0.047918758643585455,0.043221951194813014,0.03841852387505682
THA,low,6,0.07208968415510966,0.05436972120253105,0.04904061588427627,0.0435905372181264
THA,low,7,0.08384730784097083,0.06323726902572845,0.057039001695615626,0.050700030606563265
THA,low,8,0.10496255815002747,0.07916229749381014,0.07140312177524938,0.06346780889903879
THA,low,9,0.15239634540019076,0.11493665021288271,0.10367101374529249,0.09214964171267792
THA,medium,0,0.04507738505872229,0.036444661523972896,0.032020408085807674,0.027602528592807617
THA,medium,1,0.0530448027494463,0.04288624726769669,0.03768000802743621,0.03248126932571917
THA,medium,2,0.05779117829072468,0.04672364932289999,0.041051563000339866,0.03538764835413024
THA,medium,3,0.06428506029548547,0.05197389468056426,0.04566444707918969,0.039364089389501526
THA,medium,4,0.0714173209773759,0.057740263473111175,0.050730799027310966,0.04373143299532035
THA,medium,5,0.07967817012619484,0.06441908591893514,0.05659883597168776,0.04878985252285239
THA,medium,6,0.0904046769639966,0.07309137049198726,0.06421833576818652,0.055358084271558916
THA,medium,7,0.10514942419991755,0.08501236638759468,0.07469216478469345,0.06438683131717995
THA,medium,8,0.13162918209561164,0.10642101315111388,0.0935018772986059,0.08060135382096706
THA,medium,9,0.1911139234117679,0.15451389299062143,0.13575645105750422,0.11702603264552376
