,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
IDN,high,0.14441886679337146,0.0698248046284656,0.05476412195770074,0.0395926377776918
IDN,low,0.06273635553862275,0.033677558499726826,0.025374800629909343,0.016882825563605923
IDN,medium,0.09318035597996674,0.058187337190387996,0.045636768296855784,0.03299386481842764
