,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
KHM,high,0.1307096192574427,0.05895781951678429,0.046552667446510675,0.034014126644298634
KHM,low,0.03846064002346606,0.02400997174891668,0.017874090079749085,0.011671514044612277
KHM,medium,0.05712439139629062,0.04148389563285049,0.032146684397160674,0.022809473161470847
