country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
CO,PE,,,12.497878308232064,1.3057194829391845e-10,RE_PV_Rooftop_Lim_[CO]
CO,PE,,,12.497878308232064,0.17469194659303178,RE_PV_Openfield_Lim_[CO]
CO,PE,,,12.497878308232064,3.3049650316440022,RE_WIND_Onshore_Lim_[CO]
CO,PE,,,12.497878308232064,3.02005347857035e-10,RE_WIND_Offshore_Lim_[CO]
CO,PE,,,12.497878308232064,0.7421180651430056,PP_CO2_[CO]
CO,PE,,,12.497878308232064,0.0721241028509181,BESS_[CO]
CO,PE,,,12.497878308232064,0.14236156945399753,EL_to_HTH_[CO]
CO,PE,,,12.497878308232064,0.006574661497450324,EL_to_NH3_[CO]
CO,PE,,,12.497878308232064,0.009080569753159894,NH3_Storage_[CO]
CO,PE,,,12.497878308232064,0.01443773636166815,NH3_to_EL_[CO]
CO,PE,,,12.497878308232064,0.00021438301972226027,NH3_to_HTH_[CO]
CO,PE,,,12.497878308232064,0.7115902155235715,FF_to_HTH_[CO]
CO,PE,,,12.497878308232064,0.0,EL_Demand_[CO]
CO,PE,,,12.497878308232064,0.0,HTH_Demand_[CO]
CO,PE,,,12.497878308232064,1.3599435730180904e-10,RE_PV_Rooftop_Lim_[PE]
CO,PE,,,12.497878308232064,0.23105360616134904,RE_PV_Openfield_Lim_[PE]
CO,PE,,,12.497878308232064,2.1358086595263317,RE_WIND_Onshore_Lim_[PE]
CO,PE,,,12.497878308232064,7.992083472258495e-10,RE_WIND_Offshore_Lim_[PE]
CO,PE,,,12.497878308232064,0.35972859216763503,PP_CO2_[PE]
CO,PE,,,12.497878308232064,0.2731719371589454,BESS_[PE]
CO,PE,,,12.497878308232064,0.06281583454665376,EL_to_HTH_[PE]
CO,PE,,,12.497878308232064,4.3600423093432786e-06,EL_to_NH3_[PE]
CO,PE,,,12.497878308232064,0.006939204160862949,NH3_Storage_[PE]
CO,PE,,,12.497878308232064,0.011033046704891181,NH3_to_EL_[PE]
CO,PE,,,12.497878308232064,9.047036842966349e-05,NH3_to_HTH_[PE]
CO,PE,,,12.497878308232064,0.472537814216973,FF_to_HTH_[PE]
CO,PE,,,12.497878308232064,0.0,EL_Demand_[PE]
CO,PE,,,12.497878308232064,0.0,HTH_Demand_[PE]
CO,PE,,,12.497878308232064,8.021070014694173e-05,NH3_Transport_[CO-PE]
CO,PE,,,12.497878308232064,0.3660357858592947,EL_Transport_[CO-PE]
CO,PE,,,3.1244695823641035,1.0498957234296448e-10,RE_PV_Rooftop_Lim_[CO]
CO,PE,,,3.1244695823641035,0.30326343279221085,RE_PV_Openfield_Lim_[CO]
CO,PE,,,3.1244695823641035,3.972451818480538,RE_WIND_Onshore_Lim_[CO]
CO,PE,,,3.1244695823641035,2.1730455401648203e-10,RE_WIND_Offshore_Lim_[CO]
CO,PE,,,3.1244695823641035,0.48946852455338524,PP_CO2_[CO]
CO,PE,,,3.1244695823641035,0.05781462138156398,BESS_[CO]
CO,PE,,,3.1244695823641035,0.14117882278129007,EL_to_HTH_[CO]
CO,PE,,,3.1244695823641035,0.08446852074507132,EL_to_NH3_[CO]
CO,PE,,,3.1244695823641035,0.19002721069364492,NH3_Storage_[CO]
CO,PE,,,3.1244695823641035,0.05751505821732661,NH3_to_EL_[CO]
CO,PE,,,3.1244695823641035,0.007952203670729168,NH3_to_HTH_[CO]
CO,PE,,,3.1244695823641035,0.26873936054025654,FF_to_HTH_[CO]
CO,PE,,,3.1244695823641035,0.0,EL_Demand_[CO]
CO,PE,,,3.1244695823641035,0.0,HTH_Demand_[CO]
CO,PE,,,3.1244695823641035,1.161499726325721e-10,RE_PV_Rooftop_Lim_[PE]
CO,PE,,,3.1244695823641035,0.23073124581548374,RE_PV_Openfield_Lim_[PE]
CO,PE,,,3.1244695823641035,2.7406393558822817,RE_WIND_Onshore_Lim_[PE]
CO,PE,,,3.1244695823641035,4.823725873762906e-10,RE_WIND_Offshore_Lim_[PE]
CO,PE,,,3.1244695823641035,6.169127562621063e-07,PP_CO2_[PE]
CO,PE,,,3.1244695823641035,0.4929182661053775,BESS_[PE]
CO,PE,,,3.1244695823641035,0.06281848875333713,EL_to_HTH_[PE]
CO,PE,,,3.1244695823641035,0.1377130017105287,EL_to_NH3_[PE]
CO,PE,,,3.1244695823641035,0.1678433017736424,NH3_Storage_[PE]
CO,PE,,,3.1244695823641035,0.07317382620508228,NH3_to_EL_[PE]
CO,PE,,,3.1244695823641035,0.00995565783942687,NH3_to_HTH_[PE]
CO,PE,,,3.1244695823641035,0.05276304740977041,FF_to_HTH_[PE]
CO,PE,,,3.1244695823641035,0.0,EL_Demand_[PE]
CO,PE,,,3.1244695823641035,0.0,HTH_Demand_[PE]
CO,PE,,,3.1244695823641035,0.0019180961944638406,NH3_Transport_[CO-PE]
CO,PE,,,3.1244695823641035,0.4650396584928142,EL_Transport_[CO-PE]
CO,PE,,,16.708093251804595,2.387016089390666e-10,RE_PV_Rooftop_Lim_[CO]
CO,PE,,,16.708093251804595,0.22151244610785692,RE_PV_Openfield_Lim_[CO]
CO,PE,,,16.708093251804595,2.8880348982140136,RE_WIND_Onshore_Lim_[CO]
CO,PE,,,16.708093251804595,6.250858672956549e-10,RE_WIND_Offshore_Lim_[CO]
CO,PE,,,16.708093251804595,0.8514375398347985,PP_CO2_[CO]
CO,PE,,,16.708093251804595,0.07583415447604856,BESS_[CO]
CO,PE,,,16.708093251804595,0.14117326351432596,EL_to_HTH_[CO]
