,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
MYS,high,0.13808641063152904,0.07494072896465111,0.05808945344099376,0.04123699186963114
MYS,low,0.06776069705280328,0.03677443075572197,0.028505073326042456,0.02023554302192784
MYS,medium,0.08470087129515778,0.04596803844673709,0.03563134165546844,0.025294428771155904
