,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
KHM,high,0,0.4368554275335025,0.21422778808640192,0.2008385513310015,0.18744931457560154
KHM,high,1,0.5182796113131731,0.2541570683207003,0.23827225155065654,0.22238743478061265
KHM,high,2,0.5520140579146788,0.27069996883715347,0.2537812207848314,0.23686247273250935
KHM,high,3,0.5868342841242121,0.28777532047843396,0.2697893629485318,0.2518034054186297
KHM,high,4,0.6114802831683845,0.29986137350110753,0.28112003765728844,0.2623787018134691
KHM,high,5,0.6476494979129874,0.3175982502415577,0.2977483596014603,0.27789846896136294
KHM,high,6,0.6890283184866189,0.33788984477470174,0.31677172947628296,0.2956536141778639
KHM,high,7,0.7469774384098575,0.36630728221573455,0.3434130770772511,0.32051887193876777
KHM,high,8,0.7976733307857383,0.39116783837288227,0.3667198484745767,0.3422718585762715
KHM,high,9,0.8575398485857124,0.4205255408996287,0.3942426945934021,0.3679598482871753
KHM,low,0,0.11740844871834344,0.11428252828559998,0.10421211088634863,0.09414143669164153
KHM,low,1,0.13929186026184598,0.13558330881720598,0.12363589627179337,0.11168817906758376
KHM,low,2,0.14835826711918287,0.1444083287321526,0.1316832677094668,0.11895788219796234
KHM,low,3,0.15771648607588704,0.15351739144694926,0.13998965249063644,0.12646156857723265
KHM,low,4,0.1643402987436789,0.15996484958841065,0.14586896959056916,0.13177273014805063
KHM,low,5,0.17406106933934426,0.16942681125031778,0.15449715635459343,0.1395671207529476
KHM,low,6,0.18518196386679558,0.18025161949255517,0.16436809755432225,0.1484841705865762
KHM,low,7,0.2007562610964181,0.19541126160606692,0.17819189309533956,0.16097208549103612
KHM,low,8,0.21438119443843984,0.20867344032528662,0.19028542707656154,0.171896944933842
KHM,low,9,0.23047080793997976,0.22433467876397123,0.20456661897241343,0.18479805509569935
KHM,medium,0,0.18163889107797518,0.16470129077568646,0.15298819926537494,0.1412121550374623
KHM,medium,1,0.21549402372946164,0.19539947448507838,0.18150321468692285,0.16753226860137554
KHM,medium,2,0.2295203745211242,0.20811788553983254,0.19331712820041014,0.17843682329694352
KHM,medium,3,0.24399817856603073,0.22124565239439858,0.2055112852831924,0.18969235286584898
KHM,medium,4,0.25424566927747205,0.2305375773636041,0.21414239474233926,0.1976590952220759
KHM,medium,5,0.26928436547603785,0.24417393387727526,0.22680897202137545,0.2093506811294216
KHM,medium,6,0.28648914904836154,0.259774392815673,0.24129997029745703,0.2227262558798643
KHM,medium,7,0.3105836508409353,0.28162211233368317,0.2615939415916321,0.2414581282365542
KHM,medium,8,0.3316623535260642,0.30073525225385206,0.2793478088802388,0.25784541740076283
KHM,medium,9,0.35655408479579365,0.323305860593484,0.3003132591808509,0.27719708264354914
