Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,16,16,667
1,RE_PV_Openfield_Lim,16,16,16
2,RE_PV_Rooftop_Lim,16,16,16
3,RE_WIND_Onshore_Lim,16,16,16
4,RE_WIND_Offshore_Lim,16,16,16
5,PP_CO2,16,16,16
6,BESS,16,16,0
7,EL_to_HTH,16,16,16
8,EL_to_NH3,16,16,0
9,NH3_Storage,16,16,0
10,NH3_to_EL,16,16,0
11,NH3_to_HTH,16,16,0
12,FF_to_HTH,16,16,16
13,EL_Demand,16,16,16
14,HTH_Demand,16,16,16
