Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,RE_PV,0,0,0,8760,1,0
1,RE_WIND,0,0,0,8760,1,0
2,BESS,0,0,0,8760,1,0
3,EL_Demand_UM,0,0,0,8760,1,0
