,,,capex,capex,capex,capex
year,,,2021,2030,2040,2050
region,scenario,group,,,,
SGP,high,0,3817.2296738457862,2531.773140692903,2224.4248060271866,1917.5192632474784
SGP,high,1,3817.2296738457862,2531.773140692903,2224.4248060271866,1917.5192632474784
SGP,high,2,3817.2296738457862,2531.773140692903,2224.4248060271866,1917.5192632474784
SGP,low,0,2080.8968841495616,1569.4032338801644,1415.5765278537883,1258.2578789003583
SGP,low,1,2080.8968841495616,1569.4032338801644,1415.5765278537883,1258.2578789003583
SGP,low,2,2080.8968841495616,1569.4032338801644,1415.5765278537883,1258.2578789003583
SGP,medium,0,2609.5663035804155,2109.810951421938,1853.687339200509,1597.9327198233086
SGP,medium,1,2609.5663035804155,2109.810951421938,1853.687339200509,1597.9327198233086
SGP,medium,2,2609.5663035804155,2109.810951421938,1853.687339200509,1597.9327198233086
