,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
IDN,high,0,0.07486006234202647,0.04965084926555938,0.04362341118620229,0.03760465674157942
IDN,high,1,0.11235042331161155,0.07451628756706283,0.06547027292969272,0.056437290742576626
IDN,high,2,0.1324854441381339,0.08787081670770279,0.07720360930797546,0.06655176998528181
IDN,high,3,0.149782404411849,0.0993430054881313,0.08728311481044287,0.07524059862656396
IDN,high,4,0.17327286448178061,0.11492302580366445,0.100971775579944,0.0870406247018262
IDN,high,5,0.19983336681395986,0.1325392480783302,0.1164494505684429,0.10038283337541883
IDN,high,6,0.22552121562746433,0.14957668392187343,0.13141860175830947,0.1132866796566042
IDN,high,7,0.2565798048575011,0.17017625709903522,0.14951745936618588,0.1288884244365775
IDN,high,8,0.3118743037743078,0.20685026918293672,0.18173937566064727,0.1566646590056074
IDN,high,9,0.4832447117846479,0.32051149294499093,0.28160252751892906,0.24274961762412345
IDN,low,0,0.04080867115282121,0.03077771943695537,0.0277610089461239,0.0246758176229748
IDN,low,1,0.06124589447783492,0.046191382950087845,0.041663886043860614,0.03703361270038612
IDN,low,2,0.07222215361866553,0.05446962908652049,0.049130731192101235,0.04367063765342573
IDN,low,3,0.08165129302451188,0.06158104435604279,0.05554511362616014,0.04937216425910657
IDN,low,4,0.09445671196528865,0.07123883472995682,0.06425628553476156,0.05711522899123416
IDN,low,5,0.1089357114667236,0.082158832166633,0.07410594795540276,0.0658702592572921
IDN,low,6,0.12293899896152116,0.09272004971022595,0.08363199667094297,0.07433764029623009
IDN,low,7,0.1398700529134704,0.10548937577707143,0.09514972383405541,0.08457535663642962
IDN,low,8,0.17001289480086296,0.12822297391773424,0.11565506448001342,0.1028018572315122
IDN,low,9,0.26343251545073987,0.19867963896084617,0.17920584551115404,0.159289987240238
IDN,medium,0,0.05117645854797885,0.04137570773786165,0.036352842671730015,0.03133721396014946
IDN,medium,1,0.07680593098072654,0.062096906330741525,0.05455856079960043,0.047031075632070825
IDN,medium,2,0.09057080141301971,0.07322568061906252,0.06433634111929061,0.05545980833669985
IDN,medium,3,0.10239549328155234,0.08278583793991491,0.07273592904183983,0.06270049887314302
IDN,medium,4,0.11845423700192557,0.09576918820805565,0.08414314635495525,0.07253385393863401
IDN,medium,5,0.13661174855202113,0.11044937344281988,0.09704120885124715,0.08365236116976092
IDN,medium,6,0.15417268944444124,0.1246472366514556,0.10951550151515231,0.09440556640711364
IDN,medium,7,0.17540522057736285,0.14181354763929702,0.1245978828619225,0.10740702039408877
IDN,medium,8,0.21320610589880734,0.17237522438811162,0.1514494797862045,0.13055388254147232
IDN,medium,9,0.3303597697819787,0.26709291089441,0.23466877303935124,0.20229134807712545
