"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Feb 2019","1","83.78","0.00","5386.705","0.000"
"USEP","01 Feb 2019","2","80.52","0.00","5271.967","0.000"
"USEP","01 Feb 2019","3","78.66","0.00","5204.087","0.000"
"USEP","01 Feb 2019","4","76.96","0.00","5145.307","0.000"
"USEP","01 Feb 2019","5","74.53","0.00","5088.167","0.000"
"USEP","01 Feb 2019","6","74.52","0.00","5045.783","0.000"
"USEP","01 Feb 2019","7","73.51","0.00","5012.156","0.000"
"USEP","01 Feb 2019","8","73.18","0.00","4981.426","0.000"
"USEP","01 Feb 2019","9","73.18","0.00","4982.132","0.000"
"USEP","01 Feb 2019","10","73.50","0.00","5017.056","0.000"
"USEP","01 Feb 2019","11","74.52","0.00","5086.581","0.000"
"USEP","01 Feb 2019","12","78.56","0.00","5241.118","0.000"
"USEP","01 Feb 2019","13","80.65","0.00","5406.754","0.000"
"USEP","01 Feb 2019","14","82.20","0.00","5594.918","0.000"
"USEP","01 Feb 2019","15","80.68","0.00","5782.620","0.000"
"USEP","01 Feb 2019","16","85.56","0.00","6029.122","0.000"
"USEP","01 Feb 2019","17","87.71","0.00","6264.655","0.000"
"USEP","01 Feb 2019","18","94.13","0.00","6429.018","0.000"
"USEP","01 Feb 2019","19","97.98","0.00","6522.976","0.000"
"USEP","01 Feb 2019","20","99.30","0.00","6594.310","0.000"
"USEP","01 Feb 2019","21","100.52","0.00","6633.250","0.000"
"USEP","01 Feb 2019","22","104.00","0.00","6686.643","0.000"
"USEP","01 Feb 2019","23","103.72","0.00","6667.966","0.000"
"USEP","01 Feb 2019","24","104.56","0.00","6622.575","0.000"
"USEP","01 Feb 2019","25","104.52","0.00","6570.817","0.000"
"USEP","01 Feb 2019","26","104.49","0.00","6574.008","0.000"
"USEP","01 Feb 2019","27","106.68","0.00","6647.067","0.000"
"USEP","01 Feb 2019","28","107.05","0.00","6680.485","0.000"
"USEP","01 Feb 2019","29","108.64","0.00","6690.480","0.000"
"USEP","01 Feb 2019","30","106.68","0.00","6665.004","0.000"
"USEP","01 Feb 2019","31","106.69","0.00","6680.898","0.000"
"USEP","01 Feb 2019","32","106.70","0.00","6678.080","0.000"
"USEP","01 Feb 2019","33","106.70","0.00","6673.214","0.000"
"USEP","01 Feb 2019","34","105.65","0.00","6635.934","0.000"
"USEP","01 Feb 2019","35","104.50","0.00","6574.927","0.000"
"USEP","01 Feb 2019","36","92.54","0.00","6465.488","0.000"
"USEP","01 Feb 2019","37","91.23","0.00","6364.329","0.000"
"USEP","01 Feb 2019","38","91.22","0.00","6355.005","0.000"
"USEP","01 Feb 2019","39","91.02","0.00","6346.650","0.000"
"USEP","01 Feb 2019","40","89.52","0.00","6308.431","0.000"
"USEP","01 Feb 2019","41","86.25","0.00","6230.472","0.000"
"USEP","01 Feb 2019","42","90.18","0.00","6194.424","0.000"
"USEP","01 Feb 2019","43","92.92","0.00","6117.573","0.000"
"USEP","01 Feb 2019","44","93.88","0.00","6009.182","0.000"
"USEP","01 Feb 2019","45","96.76","0.00","5881.453","0.000"
"USEP","01 Feb 2019","46","90.21","0.00","5782.366","0.000"
"USEP","01 Feb 2019","47","98.23","0.00","5651.084","0.000"
"USEP","01 Feb 2019","48","93.84","0.00","5537.529","0.000"
"USEP","02 Feb 2019","1","102.60","0.00","5435.923","0.000"
"USEP","02 Feb 2019","2","104.19","0.00","5337.710","0.000"
"USEP","02 Feb 2019","3","93.81","0.00","5254.185","0.000"
"USEP","02 Feb 2019","4","93.76","0.00","5177.875","0.000"
"USEP","02 Feb 2019","5","89.19","0.00","5103.405","0.000"
"USEP","02 Feb 2019","6","90.57","0.00","5038.193","0.000"
"USEP","02 Feb 2019","7","86.57","0.00","5004.422","0.000"
"USEP","02 Feb 2019","8","83.68","0.00","4973.613","0.000"
"USEP","02 Feb 2019","9","83.42","0.00","4968.539","0.000"
"USEP","02 Feb 2019","10","83.67","0.00","4974.980","0.000"
"USEP","02 Feb 2019","11","83.71","0.00","5008.686","0.000"
"USEP","02 Feb 2019","12","83.72","0.00","5065.399","0.000"
"USEP","02 Feb 2019","13","86.38","0.00","5139.407","0.000"
"USEP","02 Feb 2019","14","86.68","0.00","5220.647","0.000"
"USEP","02 Feb 2019","15","90.48","0.00","5306.146","0.000"
"USEP","02 Feb 2019","16","93.80","0.00","5481.537","0.000"
"USEP","02 Feb 2019","17","104.29","0.00","5692.469","0.000"
"USEP","02 Feb 2019","18","108.36","0.00","5855.505","0.000"
"USEP","02 Feb 2019","19","264.78","0.00","5960.268","0.000"
"USEP","02 Feb 2019","20","257.29","0.00","6015.335","0.000"
"USEP","02 Feb 2019","21","274.36","0.00","6081.267","0.000"
"USEP","02 Feb 2019","22","272.36","0.00","6077.356","0.000"
"USEP","02 Feb 2019","23","272.36","0.00","6066.700","0.000"
"USEP","02 Feb 2019","24","267.12","0.00","6022.308","0.000"
"USEP","02 Feb 2019","25","118.73","0.00","5978.189","0.000"
"USEP","02 Feb 2019","26","268.50","0.00","5952.221","0.000"
"USEP","02 Feb 2019","27","256.69","0.00","5942.699","0.000"
"USEP","02 Feb 2019","28","255.99","0.00","5941.034","0.000"
"USEP","02 Feb 2019","29","116.43","0.00","5900.871","0.000"
"USEP","02 Feb 2019","30","106.38","0.00","5870.629","0.000"
"USEP","02 Feb 2019","31","106.36","0.00","5862.861","0.000"
"USEP","02 Feb 2019","32","106.39","0.00","5861.817","0.000"
"USEP","02 Feb 2019","33","106.04","0.00","5842.081","0.000"
"USEP","02 Feb 2019","34","105.43","0.00","5821.609","0.000"
"USEP","02 Feb 2019","35","104.32","0.00","5787.640","0.000"
"USEP","02 Feb 2019","36","104.31","0.00","5776.671","0.000"
"USEP","02 Feb 2019","37","105.41","0.00","5790.343","0.000"
"USEP","02 Feb 2019","38","108.40","0.00","5857.036","0.000"
"USEP","02 Feb 2019","39","113.64","0.00","5906.413","0.000"
"USEP","02 Feb 2019","40","113.59","0.00","5911.074","0.000"
"USEP","02 Feb 2019","41","113.60","0.00","5917.292","0.000"
"USEP","02 Feb 2019","42","110.12","0.00","5897.397","0.000"
"USEP","02 Feb 2019","43","108.41","0.00","5866.508","0.000"
"USEP","02 Feb 2019","44","106.37","0.00","5788.425","0.000"
"USEP","02 Feb 2019","45","104.31","0.00","5695.436","0.000"
"USEP","02 Feb 2019","46","98.84","0.00","5616.716","0.000"
"USEP","02 Feb 2019","47","98.50","0.00","5542.877","0.000"
"USEP","02 Feb 2019","48","98.86","0.00","5465.728","0.000"
"USEP","03 Feb 2019","1","104.22","0.00","5377.803","0.000"
"USEP","03 Feb 2019","2","97.27","0.00","5296.335","0.000"
"USEP","03 Feb 2019","3","93.79","0.00","5189.281","0.000"
"USEP","03 Feb 2019","4","90.79","0.00","5103.126","0.000"
"USEP","03 Feb 2019","5","89.20","0.00","5051.105","0.000"
"USEP","03 Feb 2019","6","87.45","0.00","4985.934","0.000"
"USEP","03 Feb 2019","7","87.00","0.00","4949.459","0.000"
"USEP","03 Feb 2019","8","85.99","0.00","4921.219","0.000"
"USEP","03 Feb 2019","9","85.65","0.00","4898.830","0.000"
"USEP","03 Feb 2019","10","85.87","0.00","4901.290","0.000"
"USEP","03 Feb 2019","11","85.98","0.00","4932.631","0.000"
"USEP","03 Feb 2019","12","85.99","0.00","4970.184","0.000"
"USEP","03 Feb 2019","13","85.64","0.00","5004.775","0.000"
"USEP","03 Feb 2019","14","85.88","0.00","5043.278","0.000"
