"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Sep 2019","1","69.06","0.00","5595.350","0.000"
"USEP","01 Sep 2019","2","67.32","0.00","5492.640","0.000"
"USEP","01 Sep 2019","3","66.23","0.00","5435.490","0.000"
"USEP","01 Sep 2019","4","40.56","0.00","5357.362","0.000"
"USEP","01 Sep 2019","5","34.53","0.00","5284.268","0.000"
"USEP","01 Sep 2019","6","32.72","0.00","5233.534","0.000"
"USEP","01 Sep 2019","7","32.28","0.00","5183.566","0.000"
"USEP","01 Sep 2019","8","32.27","0.00","5167.910","0.000"
"USEP","01 Sep 2019","9","27.58","0.00","5126.799","0.000"
"USEP","01 Sep 2019","10","30.48","0.00","5140.342","0.000"
"USEP","01 Sep 2019","11","32.26","0.00","5163.741","0.000"
"USEP","01 Sep 2019","12","32.83","0.00","5218.256","0.000"
"USEP","01 Sep 2019","13","32.92","0.00","5245.596","0.000"
"USEP","01 Sep 2019","14","33.21","0.00","5280.784","0.000"
"USEP","01 Sep 2019","15","36.22","0.00","5316.493","0.000"
"USEP","01 Sep 2019","16","40.61","0.00","5384.090","0.000"
"USEP","01 Sep 2019","17","67.30","0.00","5508.246","0.000"
"USEP","01 Sep 2019","18","69.38","0.00","5625.041","0.000"
"USEP","01 Sep 2019","19","70.92","0.00","5743.670","0.000"
"USEP","01 Sep 2019","20","73.65","0.00","5834.412","0.000"
"USEP","01 Sep 2019","21","75.68","0.00","5915.667","0.000"
"USEP","01 Sep 2019","22","74.06","0.00","5915.975","0.000"
"USEP","01 Sep 2019","23","73.91","0.00","5920.562","0.000"
"USEP","01 Sep 2019","24","73.80","0.00","5894.360","0.000"
"USEP","01 Sep 2019","25","73.80","0.00","5897.477","0.000"
"USEP","01 Sep 2019","26","73.80","0.00","5892.646","0.000"
"USEP","01 Sep 2019","27","73.91","0.00","5927.426","0.000"
"USEP","01 Sep 2019","28","74.66","0.00","5944.523","0.000"
"USEP","01 Sep 2019","29","74.66","0.00","5943.777","0.000"
"USEP","01 Sep 2019","30","75.17","0.00","5954.313","0.000"
"USEP","01 Sep 2019","31","74.67","0.00","5949.065","0.000"
"USEP","01 Sep 2019","32","75.19","0.00","5953.702","0.000"
"USEP","01 Sep 2019","33","74.67","0.00","5936.640","0.000"
"USEP","01 Sep 2019","34","77.98","0.00","5949.050","0.000"
"USEP","01 Sep 2019","35","77.98","0.00","5961.267","0.000"
"USEP","01 Sep 2019","36","77.98","0.00","5953.086","0.000"
"USEP","01 Sep 2019","37","79.06","0.00","5992.006","0.000"
"USEP","01 Sep 2019","38","82.41","0.00","6128.427","0.000"
"USEP","01 Sep 2019","39","87.32","0.00","6196.974","0.000"
"USEP","01 Sep 2019","40","93.61","0.00","6238.145","0.000"
"USEP","01 Sep 2019","41","93.60","0.00","6241.192","0.000"
"USEP","01 Sep 2019","42","95.24","0.00","6308.317","0.000"
"USEP","01 Sep 2019","43","97.50","0.00","6317.715","0.000"
"USEP","01 Sep 2019","44","95.25","0.00","6270.743","0.000"
"USEP","01 Sep 2019","45","92.95","0.00","6151.712","0.000"
"USEP","01 Sep 2019","46","87.60","0.00","6058.112","0.000"
"USEP","01 Sep 2019","47","82.10","0.00","5929.339","0.000"
"USEP","01 Sep 2019","48","74.99","0.00","5756.413","0.000"
"USEP","02 Sep 2019","1","69.59","0.00","5580.888","0.000"
"USEP","02 Sep 2019","2","68.85","0.00","5474.639","0.000"
"USEP","02 Sep 2019","3","68.37","0.00","5433.785","0.000"
"USEP","02 Sep 2019","4","58.60","0.00","5366.119","0.000"
"USEP","02 Sep 2019","5","43.32","0.00","5301.236","0.000"
"USEP","02 Sep 2019","6","38.08","0.00","5264.378","0.000"
"USEP","02 Sep 2019","7","32.71","0.00","5224.603","0.000"
"USEP","02 Sep 2019","8","33.22","0.00","5212.804","0.000"
"USEP","02 Sep 2019","9","32.27","0.00","5182.915","0.000"
"USEP","02 Sep 2019","10","26.03","0.00","5206.781","0.000"
"USEP","02 Sep 2019","11","32.35","0.00","5284.845","0.000"
"USEP","02 Sep 2019","12","65.64","0.00","5440.947","0.000"
"USEP","02 Sep 2019","13","69.49","0.00","5631.676","0.000"
"USEP","02 Sep 2019","14","71.67","0.00","5819.731","0.000"
"USEP","02 Sep 2019","15","73.30","0.00","6034.007","0.000"
"USEP","02 Sep 2019","16","81.31","0.00","6315.672","0.000"
"USEP","02 Sep 2019","17","83.97","0.00","6601.338","0.000"
"USEP","02 Sep 2019","18","91.22","0.00","6787.047","0.000"
