"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Dec 2019","1","68.70","0.00","5366.387","0.000"
"USEP","01 Dec 2019","2","65.72","0.00","5256.501","0.000"
"USEP","01 Dec 2019","3","63.62","0.00","5187.910","0.000"
"USEP","01 Dec 2019","4","57.91","0.00","5118.638","0.000"
"USEP","01 Dec 2019","5","56.48","0.00","5052.497","0.000"
"USEP","01 Dec 2019","6","55.89","0.00","5016.440","0.000"
"USEP","01 Dec 2019","7","54.84","0.00","4979.567","0.000"
"USEP","01 Dec 2019","8","54.60","0.00","4951.705","0.000"
"USEP","01 Dec 2019","9","54.84","0.00","4936.920","0.000"
"USEP","01 Dec 2019","10","54.84","0.00","4938.918","0.000"
"USEP","01 Dec 2019","11","55.56","0.00","4978.782","0.000"
"USEP","01 Dec 2019","12","55.56","0.00","5013.825","0.000"
"USEP","01 Dec 2019","13","55.05","0.00","5062.596","0.000"
"USEP","01 Dec 2019","14","55.55","0.00","5091.233","0.000"
"USEP","01 Dec 2019","15","57.96","0.00","5135.118","0.000"
"USEP","01 Dec 2019","16","57.42","0.00","5222.337","0.000"
"USEP","01 Dec 2019","17","59.38","0.00","5350.801","0.000"
"USEP","01 Dec 2019","18","65.78","0.00","5476.806","0.000"
"USEP","01 Dec 2019","19","71.65","0.00","5572.637","0.000"
"USEP","01 Dec 2019","20","73.27","0.00","5644.345","0.000"
"USEP","01 Dec 2019","21","73.81","0.00","5704.864","0.000"
"USEP","01 Dec 2019","22","75.61","0.00","5742.974","0.000"
"USEP","01 Dec 2019","23","75.62","0.00","5737.363","0.000"
"USEP","01 Dec 2019","24","74.69","0.00","5717.985","0.000"
"USEP","01 Dec 2019","25","75.21","0.00","5731.389","0.000"
"USEP","01 Dec 2019","26","77.58","0.00","5752.855","0.000"
"USEP","01 Dec 2019","27","77.58","0.00","5761.955","0.000"
"USEP","01 Dec 2019","28","81.75","0.00","5786.546","0.000"
"USEP","01 Dec 2019","29","81.75","0.00","5788.972","0.000"
"USEP","01 Dec 2019","30","81.75","0.00","5795.462","0.000"
"USEP","01 Dec 2019","31","75.71","0.00","5806.819","0.000"
"USEP","01 Dec 2019","32","75.21","0.00","5795.726","0.000"
"USEP","01 Dec 2019","33","75.62","0.00","5783.107","0.000"
"USEP","01 Dec 2019","34","77.58","0.00","5791.268","0.000"
"USEP","01 Dec 2019","35","75.72","0.00","5796.581","0.000"
"USEP","01 Dec 2019","36","81.77","0.00","5805.810","0.000"
"USEP","01 Dec 2019","37","81.77","0.00","5848.631","0.000"
"USEP","01 Dec 2019","38","91.77","0.00","5947.331","0.000"
"USEP","01 Dec 2019","39","92.45","0.00","6019.550","0.000"
"USEP","01 Dec 2019","40","97.66","0.00","6044.862","0.000"
"USEP","01 Dec 2019","41","101.91","0.00","6062.167","0.000"
"USEP","01 Dec 2019","42","102.13","0.00","6055.031","0.000"
"USEP","01 Dec 2019","43","102.11","0.00","6012.910","0.000"
"USEP","01 Dec 2019","44","81.78","0.00","5905.781","0.000"
"USEP","01 Dec 2019","45","75.22","0.00","5792.446","0.000"
"USEP","01 Dec 2019","46","71.67","0.00","5667.987","0.000"
"USEP","01 Dec 2019","47","68.84","0.00","5547.181","0.000"
"USEP","01 Dec 2019","48","67.31","0.00","5450.907","0.000"
"USEP","02 Dec 2019","1","62.14","0.00","5357.098","0.000"
"USEP","02 Dec 2019","2","60.45","0.00","5252.097","0.000"
"USEP","02 Dec 2019","3","57.46","0.00","5146.753","0.000"
"USEP","02 Dec 2019","4","56.26","0.00","5075.876","0.000"
"USEP","02 Dec 2019","5","55.14","0.00","5027.950","0.000"
"USEP","02 Dec 2019","6","53.98","0.00","4983.429","0.000"
"USEP","02 Dec 2019","7","53.96","0.00","4947.436","0.000"
"USEP","02 Dec 2019","8","50.36","0.00","4936.428","0.000"
"USEP","02 Dec 2019","9","50.36","0.00","4934.206","0.000"
"USEP","02 Dec 2019","10","53.95","0.00","4966.268","0.000"
"USEP","02 Dec 2019","11","55.33","0.00","5050.981","0.000"
"USEP","02 Dec 2019","12","57.45","0.00","5199.137","0.000"
"USEP","02 Dec 2019","13","62.12","0.00","5397.987","0.000"
"USEP","02 Dec 2019","14","62.66","0.00","5582.572","0.000"
"USEP","02 Dec 2019","15","62.96","0.00","5783.793","0.000"
"USEP","02 Dec 2019","16","74.08","0.00","6075.661","0.000"
"USEP","02 Dec 2019","17","81.80","0.00","6343.295","0.000"
"USEP","02 Dec 2019","18","83.00","0.00","6513.483","0.000"
"USEP","02 Dec 2019","19","83.08","0.00","6607.053","0.000"
"USEP","02 Dec 2019","20","83.61","0.00","6676.211","0.000"
"USEP","02 Dec 2019","21","83.64","0.00","6735.657","0.000"
"USEP","02 Dec 2019","22","83.97","0.00","6744.310","0.000"
"USEP","02 Dec 2019","23","84.00","0.00","6735.602","0.000"
"USEP","02 Dec 2019","24","83.45","0.00","6675.053","0.000"
"USEP","02 Dec 2019","25","82.46","0.00","6644.577","0.000"
"USEP","02 Dec 2019","26","83.65","0.00","6681.872","0.000"
"USEP","02 Dec 2019","27","88.50","0.00","6748.052","0.000"
"USEP","02 Dec 2019","28","93.14","0.00","6786.406","0.000"
"USEP","02 Dec 2019","29","93.65","0.00","6805.416","0.000"
"USEP","02 Dec 2019","30","89.00","0.00","6782.718","0.000"
