"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Apr 2019","1","94.28","0.00","5376.879","0.000"
"USEP","01 Apr 2019","2","91.68","0.00","5272.474","0.000"
"USEP","01 Apr 2019","3","89.68","0.00","5201.999","0.000"
"USEP","01 Apr 2019","4","87.66","0.00","5129.427","0.000"
"USEP","01 Apr 2019","5","86.64","0.00","5074.688","0.000"
"USEP","01 Apr 2019","6","85.49","0.00","5011.902","0.000"
"USEP","01 Apr 2019","7","83.48","0.00","4947.505","0.000"
"USEP","01 Apr 2019","8","82.52","0.00","4894.600","0.000"
"USEP","01 Apr 2019","9","82.50","0.00","4884.650","0.000"
"USEP","01 Apr 2019","10","82.49","0.00","4910.911","0.000"
"USEP","01 Apr 2019","11","83.50","0.00","4989.189","0.000"
"USEP","01 Apr 2019","12","86.67","0.00","5145.475","0.000"
"USEP","01 Apr 2019","13","91.03","0.00","5324.932","0.000"
"USEP","01 Apr 2019","14","91.81","0.00","5501.094","0.000"
"USEP","01 Apr 2019","15","88.07","0.00","5697.210","0.000"
"USEP","01 Apr 2019","16","91.81","0.00","5966.390","0.000"
"USEP","01 Apr 2019","17","96.45","0.00","6249.740","0.000"
"USEP","01 Apr 2019","18","96.47","0.00","6462.516","0.000"
"USEP","01 Apr 2019","19","97.69","0.00","6572.293","0.000"
"USEP","01 Apr 2019","20","98.21","0.00","6634.264","0.000"
"USEP","01 Apr 2019","21","109.70","0.00","6699.560","0.000"
"USEP","01 Apr 2019","22","113.10","0.00","6727.108","0.000"
"USEP","01 Apr 2019","23","110.67","0.00","6711.140","0.000"
"USEP","01 Apr 2019","24","98.61","0.00","6637.479","0.000"
"USEP","01 Apr 2019","25","97.60","0.00","6590.433","0.000"
"USEP","01 Apr 2019","26","97.67","0.00","6589.857","0.000"
"USEP","01 Apr 2019","27","99.01","0.00","6638.841","0.000"
"USEP","01 Apr 2019","28","101.07","0.00","6667.707","0.000"
"USEP","01 Apr 2019","29","101.08","0.00","6674.605","0.000"
"USEP","01 Apr 2019","30","108.01","0.00","6690.022","0.000"
"USEP","01 Apr 2019","31","110.65","0.00","6706.155","0.000"
"USEP","01 Apr 2019","32","104.27","0.00","6705.732","0.000"
"USEP","01 Apr 2019","33","101.04","0.00","6701.245","0.000"
"USEP","01 Apr 2019","34","98.97","0.00","6683.248","0.000"
"USEP","01 Apr 2019","35","97.51","0.00","6592.014","0.000"
"USEP","01 Apr 2019","36","94.17","0.00","6430.434","0.000"
"USEP","01 Apr 2019","37","94.17","0.00","6346.098","0.000"
"USEP","01 Apr 2019","38","95.93","0.00","6361.456","0.000"
"USEP","01 Apr 2019","39","96.94","0.00","6388.388","0.000"
"USEP","01 Apr 2019","40","98.03","0.00","6383.507","0.000"
"USEP","01 Apr 2019","41","97.33","0.00","6348.558","0.000"
"USEP","01 Apr 2019","42","101.06","0.00","6314.310","0.000"
"USEP","01 Apr 2019","43","102.42","0.00","6245.396","0.000"
"USEP","01 Apr 2019","44","100.98","0.00","6113.751","0.000"
"USEP","01 Apr 2019","45","97.33","0.00","5949.567","0.000"
"USEP","01 Apr 2019","46","93.89","0.00","5798.737","0.000"
"USEP","01 Apr 2019","47","90.73","0.00","5639.394","0.000"
"USEP","01 Apr 2019","48","89.24","0.00","5500.338","0.000"
"USEP","02 Apr 2019","1","95.80","0.00","5388.861","0.000"
"USEP","02 Apr 2019","2","94.08","0.00","5282.275","0.000"
"USEP","02 Apr 2019","3","90.69","0.00","5170.539","0.000"
"USEP","02 Apr 2019","4","89.33","0.00","5099.940","0.000"
"USEP","02 Apr 2019","5","86.70","0.00","5046.955","0.000"
"USEP","02 Apr 2019","6","86.05","0.00","5004.452","0.000"
"USEP","02 Apr 2019","7","85.99","0.00","4979.532","0.000"
"USEP","02 Apr 2019","8","84.53","0.00","4955.269","0.000"
"USEP","02 Apr 2019","9","84.52","0.00","4951.536","0.000"
"USEP","02 Apr 2019","10","85.55","0.00","4978.439","0.000"
"USEP","02 Apr 2019","11","86.69","0.00","5058.148","0.000"
"USEP","02 Apr 2019","12","90.70","0.00","5208.868","0.000"
"USEP","02 Apr 2019","13","95.25","0.00","5386.923","0.000"
"USEP","02 Apr 2019","14","95.83","0.00","5549.939","0.000"
"USEP","02 Apr 2019","15","90.19","0.00","5732.497","0.000"
"USEP","02 Apr 2019","16","93.87","0.00","5999.331","0.000"
"USEP","02 Apr 2019","17","96.24","0.00","6263.154","0.000"
"USEP","02 Apr 2019","18","95.90","0.00","6440.200","0.000"
"USEP","02 Apr 2019","19","98.69","0.00","6538.417","0.000"
"USEP","02 Apr 2019","20","101.06","0.00","6607.068","0.000"
"USEP","02 Apr 2019","21","100.06","0.00","6659.939","0.000"
"USEP","02 Apr 2019","22","100.01","0.00","6684.779","0.000"
"USEP","02 Apr 2019","23","100.04","0.00","6686.220","0.000"
"USEP","02 Apr 2019","24","99.55","0.00","6640.283","0.000"
"USEP","02 Apr 2019","25","99.20","0.00","6597.943","0.000"
"USEP","02 Apr 2019","26","99.17","0.00","6614.608","0.000"
"USEP","02 Apr 2019","27","99.52","0.00","6662.220","0.000"
"USEP","02 Apr 2019","28","100.02","0.00","6704.137","0.000"
"USEP","02 Apr 2019","29","100.72","0.00","6725.806","0.000"
"USEP","02 Apr 2019","30","101.56","0.00","6725.215","0.000"
"USEP","02 Apr 2019","31","101.60","0.00","6733.723","0.000"
"USEP","02 Apr 2019","32","101.12","0.00","6731.666","0.000"
"USEP","02 Apr 2019","33","101.30","0.00","6719.534","0.000"
"USEP","02 Apr 2019","34","100.47","0.00","6690.962","0.000"
"USEP","02 Apr 2019","35","99.31","0.00","6636.719","0.000"
"USEP","02 Apr 2019","36","95.96","0.00","6524.268","0.000"
"USEP","02 Apr 2019","37","95.92","0.00","6442.258","0.000"
"USEP","02 Apr 2019","38","95.94","0.00","6439.097","0.000"
"USEP","02 Apr 2019","39","99.93","0.00","6455.100","0.000"
"USEP","02 Apr 2019","40","99.97","0.00","6430.822","0.000"
"USEP","02 Apr 2019","41","99.97","0.00","6379.730","0.000"
"USEP","02 Apr 2019","42","108.97","0.00","6333.132","0.000"
"USEP","02 Apr 2019","43","106.07","0.00","6269.605","0.000"
"USEP","02 Apr 2019","44","103.95","0.00","6150.037","0.000"
"USEP","02 Apr 2019","45","99.96","0.00","6006.712","0.000"
"USEP","02 Apr 2019","46","94.93","0.00","5860.947","0.000"
"USEP","02 Apr 2019","47","93.87","0.00","5722.378","0.000"
"USEP","02 Apr 2019","48","91.33","0.00","5626.318","0.000"
"USEP","03 Apr 2019","1","96.78","0.00","5544.646","0.000"
"USEP","03 Apr 2019","2","96.41","0.00","5443.859","0.000"
"USEP","03 Apr 2019","3","94.12","0.00","5287.220","0.000"
"USEP","03 Apr 2019","4","91.84","0.00","5213.719","0.000"
"USEP","03 Apr 2019","5","91.71","0.00","5161.111","0.000"
"USEP","03 Apr 2019","6","90.75","0.00","5109.915","0.000"
"USEP","03 Apr 2019","7","89.20","0.00","5078.803","0.000"
"USEP","03 Apr 2019","8","86.69","0.00","5067.993","0.000"
"USEP","03 Apr 2019","9","86.70","0.00","5078.485","0.000"
"USEP","03 Apr 2019","10","86.70","0.00","5080.140","0.000"
"USEP","03 Apr 2019","11","90.66","0.00","5134.407","0.000"
"USEP","03 Apr 2019","12","91.71","0.00","5237.724","0.000"
"USEP","03 Apr 2019","13","94.11","0.00","5402.882","0.000"
"USEP","03 Apr 2019","14","95.24","0.00","5549.084","0.000"
"USEP","03 Apr 2019","15","91.22","0.00","5740.394","0.000"
"USEP","03 Apr 2019","16","94.16","0.00","5992.493","0.000"
"USEP","03 Apr 2019","17","96.94","0.00","6248.328","0.000"
"USEP","03 Apr 2019","18","96.94","0.00","6434.331","0.000"
"USEP","03 Apr 2019","19","96.96","0.00","6525.585","0.000"
"USEP","03 Apr 2019","20","98.31","0.00","6593.947","0.000"
"USEP","03 Apr 2019","21","99.02","0.00","6633.369","0.000"
"USEP","03 Apr 2019","22","99.74","0.00","6661.768","0.000"
"USEP","03 Apr 2019","23","99.93","0.00","6647.603","0.000"
"USEP","03 Apr 2019","24","94.16","0.00","6417.174","0.000"
"USEP","03 Apr 2019","25","94.16","0.00","6431.269","0.000"
"USEP","03 Apr 2019","26","95.28","0.00","6433.799","0.000"
"USEP","03 Apr 2019","27","96.40","0.00","6517.186","0.000"
"USEP","03 Apr 2019","28","96.98","0.00","6605.244","0.000"
"USEP","03 Apr 2019","29","99.22","0.00","6656.177","0.000"
"USEP","03 Apr 2019","30","96.94","0.00","6604.240","0.000"
"USEP","03 Apr 2019","31","96.93","0.00","6594.529","0.000"
"USEP","03 Apr 2019","32","96.94","0.00","6601.964","0.000"
"USEP","03 Apr 2019","33","96.93","0.00","6594.723","0.000"
"USEP","03 Apr 2019","34","96.85","0.00","6580.434","0.000"
"USEP","03 Apr 2019","35","96.39","0.00","6531.956","0.000"
"USEP","03 Apr 2019","36","95.51","0.00","6432.636","0.000"
"USEP","03 Apr 2019","37","93.84","0.00","6377.345","0.000"
"USEP","03 Apr 2019","38","96.39","0.00","6398.229","0.000"
"USEP","03 Apr 2019","39","98.52","0.00","6423.084","0.000"
"USEP","03 Apr 2019","40","96.90","0.00","6404.372","0.000"
"USEP","03 Apr 2019","41","98.71","0.00","6381.435","0.000"
"USEP","03 Apr 2019","42","105.95","0.00","6346.695","0.000"
"USEP","03 Apr 2019","43","103.99","0.00","6278.954","0.000"
"USEP","03 Apr 2019","44","100.34","0.00","6154.376","0.000"
"USEP","03 Apr 2019","45","96.82","0.00","6010.022","0.000"
"USEP","03 Apr 2019","46","89.90","0.00","5876.205","0.000"
"USEP","03 Apr 2019","47","91.11","0.00","5702.593","0.000"
"USEP","03 Apr 2019","48","90.71","0.00","5559.904","0.000"
"USEP","04 Apr 2019","1","94.68","0.00","5451.538","0.000"
"USEP","04 Apr 2019","2","91.70","0.00","5329.182","0.000"
"USEP","04 Apr 2019","3","89.30","0.00","5209.166","0.000"
"USEP","04 Apr 2019","4","85.43","0.00","5128.583","0.000"
"USEP","04 Apr 2019","5","84.42","0.00","5076.065","0.000"
"USEP","04 Apr 2019","6","82.64","0.00","5025.281","0.000"
"USEP","04 Apr 2019","7","83.50","0.00","4985.024","0.000"
"USEP","04 Apr 2019","8","83.39","0.00","4971.218","0.000"
"USEP","04 Apr 2019","9","81.90","0.00","4962.997","0.000"
"USEP","04 Apr 2019","10","81.74","0.00","4991.282","0.000"
"USEP","04 Apr 2019","11","81.96","0.00","5074.574","0.000"
"USEP","04 Apr 2019","12","85.47","0.00","5218.122","0.000"
"USEP","04 Apr 2019","13","90.47","0.00","5397.256","0.000"
"USEP","04 Apr 2019","14","91.74","0.00","5555.083","0.000"
"USEP","04 Apr 2019","15","86.70","0.00","5743.098","0.000"
"USEP","04 Apr 2019","16","90.53","0.00","5992.965","0.000"
"USEP","04 Apr 2019","17","91.37","0.00","6231.316","0.000"
"USEP","04 Apr 2019","18","90.10","0.00","6433.745","0.000"
