"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","02 Jul 2019","24","104.00","0.00","6905.139","0.000"
"USEP","02 Jul 2019","25","102.78","0.00","6845.603","0.000"
"USEP","02 Jul 2019","26","103.56","0.00","6858.739","0.000"
"USEP","02 Jul 2019","27","104.27","0.00","6914.388","0.000"
"USEP","02 Jul 2019","28","133.97","0.00","6948.437","0.000"
"USEP","02 Jul 2019","29","139.33","0.00","6964.312","0.000"
"USEP","02 Jul 2019","30","136.99","0.00","6955.246","0.000"
"USEP","02 Jul 2019","31","141.57","0.00","6969.411","0.000"
"USEP","02 Jul 2019","32","171.51","0.00","7000.588","0.000"
"USEP","02 Jul 2019","33","303.81","0.00","6997.506","0.000"
"USEP","02 Jul 2019","34","282.67","0.00","6948.661","0.000"
"USEP","02 Jul 2019","35","278.22","0.00","6858.863","0.000"
"USEP","02 Jul 2019","36","192.41","0.00","6743.072","0.000"
"USEP","02 Jul 2019","37","137.19","0.00","6665.247","0.000"
"USEP","02 Jul 2019","38","117.33","0.00","6674.292","0.000"
"USEP","02 Jul 2019","39","117.33","0.00","6675.704","0.000"
"USEP","02 Jul 2019","40","117.29","0.00","6655.118","0.000"
"USEP","02 Jul 2019","41","117.27","0.00","6612.972","0.000"
"USEP","02 Jul 2019","42","108.18","0.00","6593.699","0.000"
"USEP","02 Jul 2019","43","108.18","0.00","6545.862","0.000"
"USEP","02 Jul 2019","44","108.11","0.00","6439.897","0.000"
"USEP","02 Jul 2019","45","105.09","0.00","6311.100","0.000"
"USEP","02 Jul 2019","46","104.74","0.00","6199.593","0.000"
"USEP","02 Jul 2019","47","101.83","0.00","6051.064","0.000"
"USEP","02 Jul 2019","48","99.99","0.00","5902.019","0.000"
"USEP","03 Jul 2019","1","97.74","0.00","5755.468","0.000"
"USEP","03 Jul 2019","2","94.92","0.00","5646.094","0.000"
"USEP","03 Jul 2019","3","93.67","0.00","5557.141","0.000"
"USEP","03 Jul 2019","4","91.71","0.00","5476.035","0.000"
"USEP","03 Jul 2019","5","90.99","0.00","5419.616","0.000"
"USEP","03 Jul 2019","6","90.07","0.00","5378.067","0.000"
"USEP","03 Jul 2019","7","89.72","0.00","5337.064","0.000"
"USEP","03 Jul 2019","8","89.43","0.00","5315.862","0.000"
"USEP","03 Jul 2019","9","89.03","0.00","5312.661","0.000"
"USEP","03 Jul 2019","10","89.72","0.00","5339.097","0.000"
"USEP","03 Jul 2019","11","90.37","0.00","5404.532","0.000"
"USEP","03 Jul 2019","12","91.54","0.00","5546.043","0.000"
"USEP","03 Jul 2019","13","94.85","0.00","5720.385","0.000"
"USEP","03 Jul 2019","14","105.06","0.00","5885.404","0.000"
"USEP","03 Jul 2019","15","105.22","0.00","6067.535","0.000"
"USEP","03 Jul 2019","16","100.03","0.00","6323.564","0.000"
"USEP","03 Jul 2019","17","99.67","0.00","6582.963","0.000"
"USEP","03 Jul 2019","18","108.01","0.00","6747.615","0.000"
"USEP","03 Jul 2019","19","112.28","0.00","6852.710","0.000"
"USEP","03 Jul 2019","20","112.28","0.00","6921.709","0.000"
"USEP","03 Jul 2019","21","119.79","0.00","6954.829","0.000"
"USEP","03 Jul 2019","22","120.07","0.00","6977.174","0.000"
"USEP","03 Jul 2019","23","120.08","0.00","6969.113","0.000"
"USEP","03 Jul 2019","24","111.26","0.00","6896.590","0.000"
"USEP","03 Jul 2019","25","106.25","0.00","6771.436","0.000"
"USEP","03 Jul 2019","26","106.28","0.00","6762.863","0.000"
"USEP","03 Jul 2019","27","108.10","0.00","6822.682","0.000"
"USEP","03 Jul 2019","28","108.04","0.00","6839.749","0.000"
"USEP","03 Jul 2019","29","108.06","0.00","6844.435","0.000"
"USEP","03 Jul 2019","30","108.09","0.00","6850.265","0.000"
"USEP","03 Jul 2019","31","107.99","0.00","6834.167","0.000"
"USEP","03 Jul 2019","32","129.71","0.00","6860.955","0.000"
"USEP","03 Jul 2019","33","121.93","0.00","6889.637","0.000"
"USEP","03 Jul 2019","34","124.37","0.00","6880.870","0.000"
"USEP","03 Jul 2019","35","113.63","0.00","6797.210","0.000"
"USEP","03 Jul 2019","36","111.17","0.00","6699.550","0.000"
"USEP","03 Jul 2019","37","108.03","0.00","6632.122","0.000"
"USEP","03 Jul 2019","38","111.05","0.00","6647.673","0.000"
"USEP","03 Jul 2019","39","107.98","0.00","6655.888","0.000"
"USEP","03 Jul 2019","40","110.43","0.00","6620.318","0.000"
"USEP","03 Jul 2019","41","115.22","0.00","6578.366","0.000"
"USEP","03 Jul 2019","42","111.19","0.00","6544.635","0.000"
"USEP","03 Jul 2019","43","115.16","0.00","6494.170","0.000"
"USEP","03 Jul 2019","44","112.21","0.00","6386.634","0.000"
"USEP","03 Jul 2019","45","110.63","0.00","6239.879","0.000"
"USEP","03 Jul 2019","46","108.03","0.00","6116.325","0.000"
"USEP","03 Jul 2019","47","101.03","0.00","5951.177","0.000"
"USEP","03 Jul 2019","48","99.56","0.00","5770.100","0.000"
"USEP","04 Jul 2019","1","97.49","0.00","5612.755","0.000"
"USEP","04 Jul 2019","2","94.80","0.00","5497.933","0.000"
"USEP","04 Jul 2019","3","92.29","0.00","5439.471","0.000"
"USEP","04 Jul 2019","4","90.18","0.00","5369.931","0.000"
"USEP","04 Jul 2019","5","87.72","0.00","5317.209","0.000"
"USEP","04 Jul 2019","6","87.68","0.00","5279.666","0.000"
"USEP","04 Jul 2019","7","86.70","0.00","5241.988","0.000"
"USEP","04 Jul 2019","8","86.70","0.00","5234.120","0.000"
"USEP","04 Jul 2019","9","86.60","0.00","5227.575","0.000"
"USEP","04 Jul 2019","10","86.71","0.00","5249.309","0.000"
"USEP","04 Jul 2019","11","87.71","0.00","5323.481","0.000"
"USEP","04 Jul 2019","12","92.25","0.00","5461.309","0.000"
"USEP","04 Jul 2019","13","96.23","0.00","5646.312","0.000"
"USEP","04 Jul 2019","14","97.48","0.00","5811.828","0.000"
"USEP","04 Jul 2019","15","99.99","0.00","6011.240","0.000"
"USEP","04 Jul 2019","16","98.09","0.00","6279.341","0.000"
"USEP","04 Jul 2019","17","106.13","0.00","6534.650","0.000"
"USEP","04 Jul 2019","18","111.04","0.00","6720.503","0.000"
"USEP","04 Jul 2019","19","113.59","0.00","6804.049","0.000"
"USEP","04 Jul 2019","20","112.24","0.00","6864.782","0.000"
"USEP","04 Jul 2019","21","202.19","0.00","6905.661","0.000"
"USEP","04 Jul 2019","22","279.15","0.00","6948.860","0.000"
"USEP","04 Jul 2019","23","252.86","0.00","6928.135","0.000"
"USEP","04 Jul 2019","24","113.59","0.00","6855.503","0.000"
"USEP","04 Jul 2019","25","112.34","0.00","6794.959","0.000"
"USEP","04 Jul 2019","26","278.26","0.00","6827.249","0.000"
"USEP","04 Jul 2019","27","282.00","0.00","6904.135","0.000"
"USEP","04 Jul 2019","28","290.40","0.00","6952.672","0.000"
"USEP","04 Jul 2019","29","290.45","0.00","6950.878","0.000"
"USEP","04 Jul 2019","30","290.17","0.00","6933.443","0.000"
"USEP","04 Jul 2019","31","285.58","0.00","6935.058","0.000"
"USEP","04 Jul 2019","32","290.44","0.00","6962.542","0.000"
"USEP","04 Jul 2019","33","290.05","0.00","6951.370","0.000"
"USEP","04 Jul 2019","34","279.57","0.00","6904.766","0.000"
"USEP","04 Jul 2019","35","274.87","0.00","6841.413","0.000"
"USEP","04 Jul 2019","36","113.66","0.00","6709.485","0.000"
"USEP","04 Jul 2019","37","111.19","0.00","6625.064","0.000"
"USEP","04 Jul 2019","38","111.04","0.00","6622.038","0.000"
"USEP","04 Jul 2019","39","111.89","0.00","6651.510","0.000"
"USEP","04 Jul 2019","40","111.20","0.00","6634.055","0.000"
"USEP","04 Jul 2019","41","111.08","0.00","6591.656","0.000"
"USEP","04 Jul 2019","42","108.12","0.00","6563.054","0.000"
"USEP","04 Jul 2019","43","108.12","0.00","6509.273","0.000"
"USEP","04 Jul 2019","44","106.14","0.00","6408.362","0.000"
"USEP","04 Jul 2019","45","106.12","0.00","6273.228","0.000"
"USEP","04 Jul 2019","46","106.07","0.00","6143.024","0.000"
"USEP","04 Jul 2019","47","106.06","0.00","5991.335","0.000"
"USEP","04 Jul 2019","48","105.05","0.00","5881.388","0.000"
"USEP","05 Jul 2019","1","105.04","0.00","5788.444","0.000"
"USEP","05 Jul 2019","2","104.63","0.00","5667.942","0.000"
"USEP","05 Jul 2019","3","99.60","0.00","5537.276","0.000"
"USEP","05 Jul 2019","4","94.74","0.00","5461.975","0.000"
"USEP","05 Jul 2019","5","92.96","0.00","5400.471","0.000"
"USEP","05 Jul 2019","6","91.13","0.00","5354.916","0.000"
"USEP","05 Jul 2019","7","88.48","0.00","5313.228","0.000"
"USEP","05 Jul 2019","8","88.40","0.00","5299.098","0.000"
"USEP","05 Jul 2019","9","88.22","0.00","5285.217","0.000"
"USEP","05 Jul 2019","10","88.40","0.00","5307.413","0.000"
"USEP","05 Jul 2019","11","91.05","0.00","5378.737","0.000"
"USEP","05 Jul 2019","12","94.80","0.00","5505.249","0.000"
"USEP","05 Jul 2019","13","99.85","0.00","5684.308","0.000"
"USEP","05 Jul 2019","14","104.27","0.00","5829.437","0.000"
"USEP","05 Jul 2019","15","105.03","0.00","6033.366","0.000"
"USEP","05 Jul 2019","16","104.91","0.00","6291.239","0.000"
"USEP","05 Jul 2019","17","108.07","0.00","6555.166","0.000"
"USEP","05 Jul 2019","18","241.43","0.00","6727.481","0.000"
"USEP","05 Jul 2019","19","242.66","0.00","6832.641","0.000"
"USEP","05 Jul 2019","20","247.06","0.00","6891.099","0.000"
"USEP","05 Jul 2019","21","282.51","0.00","6924.820","0.000"
"USEP","05 Jul 2019","22","282.53","0.00","6953.790","0.000"
"USEP","05 Jul 2019","23","281.50","0.00","6927.454","0.000"
"USEP","05 Jul 2019","24","278.23","0.00","6871.318","0.000"
"USEP","05 Jul 2019","25","274.87","0.00","6811.340","0.000"
"USEP","05 Jul 2019","26","278.22","0.00","6824.660","0.000"
"USEP","05 Jul 2019","27","277.04","0.00","6870.001","0.000"
"USEP","05 Jul 2019","28","278.25","0.00","6894.617","0.000"
"USEP","05 Jul 2019","29","281.32","0.00","6921.803","0.000"
"USEP","05 Jul 2019","30","281.26","0.00","6915.397","0.000"
"USEP","05 Jul 2019","31","281.27","0.00","6921.222","0.000"
"USEP","05 Jul 2019","32","281.47","0.00","6925.715","0.000"
"USEP","05 Jul 2019","33","276.90","0.00","6896.426","0.000"
"USEP","05 Jul 2019","34","252.69","0.00","6855.096","0.000"
"USEP","05 Jul 2019","35","114.20","0.00","6795.794","0.000"
"USEP","05 Jul 2019","36","114.20","0.00","6689.794","0.000"
"USEP","05 Jul 2019","37","109.95","0.00","6626.531","0.000"
"USEP","05 Jul 2019","38","111.04","0.00","6629.249","0.000"
"USEP","05 Jul 2019","39","109.96","0.00","6603.773","0.000"
"USEP","05 Jul 2019","40","110.76","0.00","6566.016","0.000"
"USEP","05 Jul 2019","41","108.13","0.00","6514.681","0.000"
"USEP","05 Jul 2019","42","111.18","0.00","6474.677","0.000"
"USEP","05 Jul 2019","43","109.54","0.00","6421.816","0.000"
"USEP","05 Jul 2019","44","108.11","0.00","6317.247","0.000"
"USEP","05 Jul 2019","45","106.09","0.00","6200.915","0.000"
"USEP","05 Jul 2019","46","106.06","0.00","6100.516","0.000"
"USEP","05 Jul 2019","47","106.04","0.00","5993.233","0.000"
"USEP","05 Jul 2019","48","106.03","0.00","5884.733","0.000"
"USEP","06 Jul 2019","1","105.02","0.00","5788.554","0.000"
"USEP","06 Jul 2019","2","100.75","0.00","5690.819","0.000"
"USEP","06 Jul 2019","3","99.52","0.00","5593.854","0.000"
"USEP","06 Jul 2019","4","94.86","0.00","5498.206","0.000"
"USEP","06 Jul 2019","5","93.60","0.00","5435.719","0.000"
"USEP","06 Jul 2019","6","92.31","0.00","5374.786","0.000"
"USEP","06 Jul 2019","7","87.25","0.00","5330.832","0.000"
"USEP","06 Jul 2019","8","85.51","0.00","5307.557","0.000"
"USEP","06 Jul 2019","9","84.80","0.00","5284.819","0.000"
"USEP","06 Jul 2019","10","85.10","0.00","5300.013","0.000"
"USEP","06 Jul 2019","11","85.11","0.00","5318.451","0.000"
"USEP","06 Jul 2019","12","85.62","0.00","5373.822","0.000"
"USEP","06 Jul 2019","13","84.79","0.00","5433.094","0.000"
"USEP","06 Jul 2019","14","85.01","0.00","5495.443","0.000"
"USEP","06 Jul 2019","15","89.10","0.00","5583.173","0.000"
"USEP","06 Jul 2019","16","94.94","0.00","5754.996","0.000"
"USEP","06 Jul 2019","17","94.98","0.00","5967.131","0.000"
"USEP","06 Jul 2019","18","105.05","0.00","6131.921","0.000"
"USEP","06 Jul 2019","19","105.10","0.00","6234.149","0.000"
"USEP","06 Jul 2019","20","109.63","0.00","6325.175","0.000"
"USEP","06 Jul 2019","21","145.40","0.00","6388.766","0.000"
"USEP","06 Jul 2019","22","274.88","0.00","6413.168","0.000"
"USEP","06 Jul 2019","23","276.92","0.00","6400.813","0.000"
"USEP","06 Jul 2019","24","115.96","0.00","6334.116","0.000"
"USEP","06 Jul 2019","25","105.47","0.00","6285.206","0.000"
"USEP","06 Jul 2019","26","105.06","0.00","6244.497","0.000"
"USEP","06 Jul 2019","27","105.05","0.00","6218.966","0.000"
"USEP","06 Jul 2019","28","105.00","0.00","6194.747","0.000"
"USEP","06 Jul 2019","29","105.00","0.00","6191.765","0.000"
"USEP","06 Jul 2019","30","104.58","0.00","6175.125","0.000"
"USEP","06 Jul 2019","31","101.09","0.00","6157.457","0.000"
"USEP","06 Jul 2019","32","101.05","0.00","6149.455","0.000"
"USEP","06 Jul 2019","33","99.55","0.00","6138.049","0.000"
"USEP","06 Jul 2019","34","99.02","0.00","6114.760","0.000"
"USEP","06 Jul 2019","35","103.04","0.00","6089.055","0.000"
"USEP","06 Jul 2019","36","105.43","0.00","6073.772","0.000"
"USEP","06 Jul 2019","37","105.47","0.00","6069.483","0.000"
"USEP","06 Jul 2019","38","108.63","0.00","6121.698","0.000"
"USEP","06 Jul 2019","39","271.36","0.00","6174.534","0.000"
"USEP","06 Jul 2019","40","273.03","0.00","6190.055","0.000"
"USEP","06 Jul 2019","41","272.88","0.00","6181.154","0.000"
"USEP","06 Jul 2019","42","276.88","0.00","6177.283","0.000"
"USEP","06 Jul 2019","43","276.82","0.00","6152.989","0.000"
"USEP","06 Jul 2019","44","276.84","0.00","6114.601","0.000"
"USEP","06 Jul 2019","45","111.10","0.00","6024.455","0.000"
"USEP","06 Jul 2019","46","108.60","0.00","5948.300","0.000"
"USEP","06 Jul 2019","47","108.02","0.00","5886.210","0.000"
"USEP","06 Jul 2019","48","109.72","0.00","5781.034","0.000"
"USEP","07 Jul 2019","1","107.31","0.00","5654.463","0.000"
"USEP","07 Jul 2019","2","105.29","0.00","5548.463","0.000"
"USEP","07 Jul 2019","3","100.68","0.00","5471.200","0.000"
"USEP","07 Jul 2019","4","96.74","0.00","5397.519","0.000"
"USEP","07 Jul 2019","5","94.86","0.00","5337.432","0.000"
"USEP","07 Jul 2019","6","94.79","0.00","5291.688","0.000"
"USEP","07 Jul 2019","7","93.80","0.00","5250.715","0.000"
"USEP","07 Jul 2019","8","91.74","0.00","5215.324","0.000"
"USEP","07 Jul 2019","9","91.82","0.00","5191.821","0.000"
"USEP","07 Jul 2019","10","90.93","0.00","5179.147","0.000"
"USEP","07 Jul 2019","11","92.05","0.00","5212.869","0.000"
"USEP","07 Jul 2019","12","92.56","0.00","5255.606","0.000"
"USEP","07 Jul 2019","13","93.50","0.00","5285.649","0.000"
"USEP","07 Jul 2019","14","96.10","0.00","5316.076","0.000"
"USEP","07 Jul 2019","15","98.67","0.00","5352.088","0.000"
"USEP","07 Jul 2019","16","94.85","0.00","5420.645","0.000"
"USEP","07 Jul 2019","17","100.32","0.00","5532.673","0.000"
"USEP","07 Jul 2019","18","105.02","0.00","5633.957","0.000"
"USEP","07 Jul 2019","19","105.47","0.00","5736.006","0.000"
"USEP","07 Jul 2019","20","105.09","0.00","5822.071","0.000"
"USEP","07 Jul 2019","21","105.41","0.00","5898.336","0.000"
"USEP","07 Jul 2019","22","106.63","0.00","5929.950","0.000"
"USEP","07 Jul 2019","23","105.30","0.00","5926.526","0.000"
"USEP","07 Jul 2019","24","105.23","0.00","5900.583","0.000"
"USEP","07 Jul 2019","25","105.05","0.00","5874.570","0.000"
"USEP","07 Jul 2019","26","105.00","0.00","5884.097","0.000"
"USEP","07 Jul 2019","27","105.04","0.00","5903.058","0.000"
"USEP","07 Jul 2019","28","105.02","0.00","5905.224","0.000"
"USEP","07 Jul 2019","29","105.04","0.00","5911.179","0.000"
"USEP","07 Jul 2019","30","105.03","0.00","5911.651","0.000"
"USEP","07 Jul 2019","31","105.00","0.00","5902.362","0.000"
"USEP","07 Jul 2019","32","105.05","0.00","5903.957","0.000"
"USEP","07 Jul 2019","33","105.00","0.00","5872.363","0.000"
"USEP","07 Jul 2019","34","279.24","0.00","5834.675","0.000"
"USEP","07 Jul 2019","35","278.82","0.00","5820.630","0.000"
"USEP","07 Jul 2019","36","133.45","0.00","5823.210","0.000"
"USEP","07 Jul 2019","37","110.98","0.00","5855.037","0.000"
"USEP","07 Jul 2019","38","279.28","0.00","5959.701","0.000"
"USEP","07 Jul 2019","39","279.56","0.00","6045.731","0.000"
"USEP","07 Jul 2019","40","277.84","0.00","6071.645","0.000"
"USEP","07 Jul 2019","41","144.64","0.00","6082.663","0.000"
"USEP","07 Jul 2019","42","144.69","0.00","6127.846","0.000"
"USEP","07 Jul 2019","43","205.84","0.00","6136.141","0.000"
"USEP","07 Jul 2019","44","111.00","0.00","6073.817","0.000"
"USEP","07 Jul 2019","45","105.44","0.00","5972.036","0.000"
"USEP","07 Jul 2019","46","105.07","0.00","5886.632","0.000"
"USEP","07 Jul 2019","47","105.06","0.00","5782.485","0.000"
"USEP","07 Jul 2019","48","105.02","0.00","5705.063","0.000"
"USEP","08 Jul 2019","1","105.01","0.00","5612.670","0.000"
"USEP","08 Jul 2019","2","99.96","0.00","5511.188","0.000"
"USEP","08 Jul 2019","3","95.03","0.00","5386.540","0.000"
"USEP","08 Jul 2019","4","94.67","0.00","5295.281","0.000"
"USEP","08 Jul 2019","5","91.89","0.00","5246.019","0.000"
"USEP","08 Jul 2019","6","90.91","0.00","5198.038","0.000"
"USEP","08 Jul 2019","7","88.79","0.00","5167.244","0.000"
"USEP","08 Jul 2019","8","85.52","0.00","5154.307","0.000"
"USEP","08 Jul 2019","9","87.58","0.00","5159.720","0.000"
"USEP","08 Jul 2019","10","87.54","0.00","5177.408","0.000"
"USEP","08 Jul 2019","11","87.67","0.00","5263.339","0.000"
"USEP","08 Jul 2019","12","90.14","0.00","5397.723","0.000"
"USEP","08 Jul 2019","13","94.87","0.00","5590.763","0.000"
"USEP","08 Jul 2019","14","100.00","0.00","5754.300","0.000"
"USEP","08 Jul 2019","15","100.00","0.00","5949.870","0.000"
"USEP","08 Jul 2019","16","94.97","0.00","6241.539","0.000"
"USEP","08 Jul 2019","17","94.94","0.00","6543.377","0.000"
"USEP","08 Jul 2019","18","100.13","0.00","6740.483","0.000"
"USEP","08 Jul 2019","19","103.72","0.00","6851.512","0.000"
"USEP","08 Jul 2019","20","105.43","0.00","6920.228","0.000"
"USEP","08 Jul 2019","21","108.32","0.00","6956.727","0.000"
"USEP","08 Jul 2019","22","108.57","0.00","6986.806","0.000"
"USEP","08 Jul 2019","23","108.46","0.00","6957.195","0.000"
"USEP","08 Jul 2019","24","105.32","0.00","6892.778","0.000"
"USEP","08 Jul 2019","25","100.51","0.00","6841.717","0.000"
"USEP","08 Jul 2019","26","103.74","0.00","6860.732","0.000"
"USEP","08 Jul 2019","27","105.42","0.00","6914.781","0.000"
"USEP","08 Jul 2019","28","105.41","0.00","6916.296","0.000"
"USEP","08 Jul 2019","29","105.40","0.00","6908.682","0.000"
"USEP","08 Jul 2019","30","103.73","0.00","6884.861","0.000"
"USEP","08 Jul 2019","31","101.00","0.00","6856.815","0.000"
"USEP","08 Jul 2019","32","100.52","0.00","6859.062","0.000"
"USEP","08 Jul 2019","33","103.74","0.00","6885.676","0.000"
"USEP","08 Jul 2019","34","103.73","0.00","6867.357","0.000"
"USEP","08 Jul 2019","35","95.67","0.00","6769.667","0.000"
"USEP","08 Jul 2019","36","94.92","0.00","6609.364","0.000"
"USEP","08 Jul 2019","37","93.43","0.00","6489.677","0.000"
"USEP","08 Jul 2019","38","94.92","0.00","6480.129","0.000"
"USEP","08 Jul 2019","39","96.76","0.00","6488.295","0.000"
"USEP","08 Jul 2019","40","99.86","0.00","6473.917","0.000"
"USEP","08 Jul 2019","41","104.27","0.00","6438.858","0.000"
"USEP","08 Jul 2019","42","104.99","0.00","6419.828","0.000"
"USEP","08 Jul 2019","43","105.02","0.00","6371.704","0.000"
"USEP","08 Jul 2019","44","104.58","0.00","6261.916","0.000"
"USEP","08 Jul 2019","45","99.94","0.00","6116.589","0.000"
"USEP","08 Jul 2019","46","101.28","0.00","5981.772","0.000"
"USEP","08 Jul 2019","47","95.19","0.00","5840.724","0.000"
"USEP","08 Jul 2019","48","90.19","0.00","5676.769","0.000"
"USEP","09 Jul 2019","1","84.65","0.00","5502.823","0.000"
"USEP","09 Jul 2019","2","84.54","0.00","5398.235","0.000"
"USEP","09 Jul 2019","3","84.47","0.00","5354.444","0.000"
"USEP","09 Jul 2019","4","80.50","0.00","5289.576","0.000"
"USEP","09 Jul 2019","5","75.59","0.00","5232.550","0.000"
"USEP","09 Jul 2019","6","75.55","0.00","5185.514","0.000"
"USEP","09 Jul 2019","7","75.54","0.00","5147.429","0.000"
"USEP","09 Jul 2019","8","74.68","0.00","5129.736","0.000"
"USEP","09 Jul 2019","9","74.78","0.00","5131.778","0.000"
"USEP","09 Jul 2019","10","74.78","0.00","5151.743","0.000"
"USEP","09 Jul 2019","11","75.55","0.00","5212.879","0.000"
"USEP","09 Jul 2019","12","76.36","0.00","5322.119","0.000"
"USEP","09 Jul 2019","13","84.63","0.00","5503.306","0.000"
"USEP","09 Jul 2019","14","87.80","0.00","5667.152","0.000"
"USEP","09 Jul 2019","15","89.27","0.00","5869.600","0.000"
"USEP","09 Jul 2019","16","87.82","0.00","6113.090","0.000"
"USEP","09 Jul 2019","17","93.80","0.00","6381.231","0.000"
"USEP","09 Jul 2019","18","109.66","0.00","6543.750","0.000"
"USEP","09 Jul 2019","19","276.16","0.00","6632.579","0.000"
"USEP","09 Jul 2019","20","105.50","0.00","6719.962","0.000"
"USEP","09 Jul 2019","21","105.55","0.00","6765.651","0.000"
"USEP","09 Jul 2019","22","96.19","0.00","6783.583","0.000"
"USEP","09 Jul 2019","23","96.20","0.00","6776.962","0.000"
"USEP","09 Jul 2019","24","108.63","0.00","6733.405","0.000"
