"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Oct 2019","1","87.11","0.00","5574.670","0.000"
"USEP","01 Oct 2019","2","83.66","0.00","5481.885","0.000"
"USEP","01 Oct 2019","3","81.34","0.00","5352.526","0.000"
"USEP","01 Oct 2019","4","81.03","0.00","5265.799","0.000"
"USEP","01 Oct 2019","5","80.97","0.00","5230.826","0.000"
"USEP","01 Oct 2019","6","80.24","0.00","5193.779","0.000"
"USEP","01 Oct 2019","7","78.41","0.00","5157.036","0.000"
"USEP","01 Oct 2019","8","77.40","0.00","5128.821","0.000"
"USEP","01 Oct 2019","9","77.06","0.00","5111.953","0.000"
"USEP","01 Oct 2019","10","77.49","0.00","5132.290","0.000"
"USEP","01 Oct 2019","11","80.45","0.00","5222.839","0.000"
"USEP","01 Oct 2019","12","80.66","0.00","5363.018","0.000"
"USEP","01 Oct 2019","13","80.88","0.00","5557.424","0.000"
"USEP","01 Oct 2019","14","80.80","0.00","5741.409","0.000"
"USEP","01 Oct 2019","15","81.74","0.00","5948.265","0.000"
"USEP","01 Oct 2019","16","89.08","0.00","6216.237","0.000"
"USEP","01 Oct 2019","17","89.86","0.00","6466.134","0.000"
"USEP","01 Oct 2019","18","89.85","0.00","6636.446","0.000"
"USEP","01 Oct 2019","19","94.39","0.00","6733.023","0.000"
"USEP","01 Oct 2019","20","98.33","0.00","6793.548","0.000"
"USEP","01 Oct 2019","21","105.43","0.00","6846.493","0.000"
"USEP","01 Oct 2019","22","105.63","0.00","6891.054","0.000"
"USEP","01 Oct 2019","23","105.70","0.00","6896.148","0.000"
"USEP","01 Oct 2019","24","99.42","0.00","6800.903","0.000"
"USEP","01 Oct 2019","25","93.92","0.00","6736.169","0.000"
"USEP","01 Oct 2019","26","93.91","0.00","6734.782","0.000"
"USEP","01 Oct 2019","27","98.37","0.00","6790.973","0.000"
"USEP","01 Oct 2019","28","98.37","0.00","6808.910","0.000"
"USEP","01 Oct 2019","29","98.36","0.00","6822.249","0.000"
"USEP","01 Oct 2019","30","98.37","0.00","6823.810","0.000"
"USEP","01 Oct 2019","31","98.37","0.00","6821.285","0.000"
"USEP","01 Oct 2019","32","98.37","0.00","6816.340","0.000"
"USEP","01 Oct 2019","33","98.36","0.00","6813.691","0.000"
"USEP","01 Oct 2019","34","99.73","0.00","6823.745","0.000"
"USEP","01 Oct 2019","35","93.93","0.00","6782.107","0.000"
"USEP","01 Oct 2019","36","92.08","0.00","6686.111","0.000"
"USEP","01 Oct 2019","37","93.79","0.00","6627.261","0.000"
"USEP","01 Oct 2019","38","105.47","0.00","6638.066","0.000"
"USEP","01 Oct 2019","39","105.54","0.00","6637.455","0.000"
"USEP","01 Oct 2019","40","105.49","0.00","6609.255","0.000"
"USEP","01 Oct 2019","41","106.20","0.00","6583.481","0.000"
"USEP","01 Oct 2019","42","102.46","0.00","6526.698","0.000"
"USEP","01 Oct 2019","43","104.13","0.00","6439.296","0.000"
"USEP","01 Oct 2019","44","98.42","0.00","6307.989","0.000"
"USEP","01 Oct 2019","45","93.48","0.00","6149.252","0.000"
"USEP","01 Oct 2019","46","92.82","0.00","6015.221","0.000"
"USEP","01 Oct 2019","47","89.38","0.00","5854.958","0.000"
"USEP","01 Oct 2019","48","82.12","0.00","5703.706","0.000"
"USEP","02 Oct 2019","1","80.19","0.00","5563.776","0.000"
"USEP","02 Oct 2019","2","78.61","0.00","5444.068","0.000"
"USEP","02 Oct 2019","3","77.52","0.00","5340.961","0.000"
"USEP","02 Oct 2019","4","77.16","0.00","5271.898","0.000"
"USEP","02 Oct 2019","5","76.65","0.00","5221.060","0.000"
"USEP","02 Oct 2019","6","75.13","0.00","5179.640","0.000"
"USEP","02 Oct 2019","7","73.18","0.00","5148.801","0.000"
"USEP","02 Oct 2019","8","70.47","0.00","5133.265","0.000"
"USEP","02 Oct 2019","9","69.56","0.00","5130.188","0.000"
"USEP","02 Oct 2019","10","75.11","0.00","5156.002","0.000"
"USEP","02 Oct 2019","11","76.53","0.00","5227.426","0.000"
"USEP","02 Oct 2019","12","77.46","0.00","5368.828","0.000"
"USEP","02 Oct 2019","13","79.31","0.00","5552.747","0.000"
"USEP","02 Oct 2019","14","80.22","0.00","5727.184","0.000"
"USEP","02 Oct 2019","15","80.80","0.00","5931.496","0.000"
"USEP","02 Oct 2019","16","83.15","0.00","6192.501","0.000"
"USEP","02 Oct 2019","17","87.23","0.00","6448.063","0.000"
"USEP","02 Oct 2019","18","85.78","0.00","6608.972","0.000"
"USEP","02 Oct 2019","19","88.10","0.00","6708.615","0.000"
"USEP","02 Oct 2019","20","89.16","0.00","6778.335","0.000"
"USEP","02 Oct 2019","21","90.20","0.00","6830.256","0.000"
"USEP","02 Oct 2019","22","90.35","0.00","6861.557","0.000"
"USEP","02 Oct 2019","23","90.35","0.00","6860.036","0.000"
"USEP","02 Oct 2019","24","90.27","0.00","6818.323","0.000"
"USEP","02 Oct 2019","25","89.24","0.00","6773.032","0.000"
"USEP","02 Oct 2019","26","90.26","0.00","6791.684","0.000"
"USEP","02 Oct 2019","27","90.33","0.00","6831.926","0.000"
"USEP","02 Oct 2019","28","90.35","0.00","6858.033","0.000"
"USEP","02 Oct 2019","29","90.34","0.00","6868.605","0.000"
"USEP","02 Oct 2019","30","90.86","0.00","6881.542","0.000"
"USEP","02 Oct 2019","31","90.36","0.00","6867.531","0.000"
"USEP","02 Oct 2019","32","89.42","0.00","6813.457","0.000"
"USEP","02 Oct 2019","33","89.13","0.00","6775.611","0.000"
"USEP","02 Oct 2019","34","89.01","0.00","6745.880","0.000"
"USEP","02 Oct 2019","35","89.00","0.00","6683.611","0.000"
"USEP","02 Oct 2019","36","88.68","0.00","6567.363","0.000"
"USEP","02 Oct 2019","37","89.04","0.00","6482.460","0.000"
"USEP","02 Oct 2019","38","89.16","0.00","6497.415","0.000"
"USEP","02 Oct 2019","39","89.17","0.00","6500.954","0.000"
"USEP","02 Oct 2019","40","89.07","0.00","6455.677","0.000"
"USEP","02 Oct 2019","41","89.09","0.00","6385.829","0.000"
