"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jan 2019","1","82.70","0.00","5201.890","0.000"
"USEP","01 Jan 2019","2","82.71","0.00","5150.461","0.000"
"USEP","01 Jan 2019","3","82.70","0.00","5106.794","0.000"
"USEP","01 Jan 2019","4","82.69","0.00","5075.841","0.000"
"USEP","01 Jan 2019","5","82.67","0.00","5044.147","0.000"
"USEP","01 Jan 2019","6","77.66","0.00","4970.502","0.000"
"USEP","01 Jan 2019","7","77.16","0.00","4892.945","0.000"
"USEP","01 Jan 2019","8","72.58","0.00","4834.399","0.000"
"USEP","01 Jan 2019","9","72.57","0.00","4812.729","0.000"
"USEP","01 Jan 2019","10","72.57","0.00","4815.383","0.000"
"USEP","01 Jan 2019","11","72.57","0.00","4837.485","0.000"
"USEP","01 Jan 2019","12","72.57","0.00","4872.742","0.000"
"USEP","01 Jan 2019","13","72.50","0.00","4887.279","0.000"
"USEP","01 Jan 2019","14","72.50","0.00","4917.074","0.000"
"USEP","01 Jan 2019","15","72.51","0.00","4967.982","0.000"
"USEP","01 Jan 2019","16","72.53","0.00","5039.699","0.000"
"USEP","01 Jan 2019","17","72.53","0.00","5130.263","0.000"
"USEP","01 Jan 2019","18","72.91","0.00","5232.322","0.000"
"USEP","01 Jan 2019","19","77.69","0.00","5335.176","0.000"
"USEP","01 Jan 2019","20","77.69","0.00","5425.128","0.000"
"USEP","01 Jan 2019","21","77.69","0.00","5499.305","0.000"
"USEP","01 Jan 2019","22","74.37","0.00","5539.418","0.000"
"USEP","01 Jan 2019","23","74.38","0.00","5551.629","0.000"
"USEP","01 Jan 2019","24","74.88","0.00","5547.420","0.000"
"USEP","01 Jan 2019","25","74.58","0.00","5539.209","0.000"
"USEP","01 Jan 2019","26","74.93","0.00","5536.366","0.000"
"USEP","01 Jan 2019","27","74.26","0.00","5535.308","0.000"
"USEP","01 Jan 2019","28","74.94","0.00","5538.976","0.000"
"USEP","01 Jan 2019","29","74.75","0.00","5567.956","0.000"
"USEP","01 Jan 2019","30","75.75","0.00","5586.350","0.000"
"USEP","01 Jan 2019","31","77.69","0.00","5605.255","0.000"
"USEP","01 Jan 2019","32","74.51","0.00","5558.677","0.000"
"USEP","01 Jan 2019","33","74.83","0.00","5576.509","0.000"
"USEP","01 Jan 2019","34","77.69","0.00","5619.803","0.000"
"USEP","01 Jan 2019","35","77.71","0.00","5668.429","0.000"
"USEP","01 Jan 2019","36","77.71","0.00","5672.162","0.000"
"USEP","01 Jan 2019","37","77.71","0.00","5676.799","0.000"
"USEP","01 Jan 2019","38","77.72","0.00","5737.497","0.000"
"USEP","01 Jan 2019","39","82.81","0.00","5813.608","0.000"
"USEP","01 Jan 2019","40","82.82","0.00","5840.257","0.000"
"USEP","01 Jan 2019","41","82.82","0.00","5816.406","0.000"
"USEP","01 Jan 2019","42","82.82","0.00","5820.009","0.000"
"USEP","01 Jan 2019","43","88.53","0.00","5826.798","0.000"
"USEP","01 Jan 2019","44","82.82","0.00","5771.572","0.000"
"USEP","01 Jan 2019","45","82.79","0.00","5656.824","0.000"
"USEP","01 Jan 2019","46","82.77","0.00","5574.188","0.000"
"USEP","01 Jan 2019","47","82.77","0.00","5477.422","0.000"
"USEP","01 Jan 2019","48","82.76","0.00","5392.763","0.000"
"USEP","02 Jan 2019","1","75.16","0.00","5283.731","0.000"
"USEP","02 Jan 2019","2","72.99","0.00","5168.358","0.000"
"USEP","02 Jan 2019","3","72.54","0.00","5045.410","0.000"
"USEP","02 Jan 2019","4","72.53","0.00","4989.274","0.000"
"USEP","02 Jan 2019","5","71.82","0.00","4937.273","0.000"
"USEP","02 Jan 2019","6","71.25","0.00","4894.690","0.000"
"USEP","02 Jan 2019","7","71.17","0.00","4864.333","0.000"
"USEP","02 Jan 2019","8","70.82","0.00","4845.218","0.000"
"USEP","02 Jan 2019","9","70.86","0.00","4838.847","0.000"
"USEP","02 Jan 2019","10","71.03","0.00","4862.887","0.000"
"USEP","02 Jan 2019","11","71.49","0.00","4937.128","0.000"
"USEP","02 Jan 2019","12","72.54","0.00","5084.752","0.000"
"USEP","02 Jan 2019","13","72.82","0.00","5271.550","0.000"
"USEP","02 Jan 2019","14","74.97","0.00","5442.438","0.000"
"USEP","02 Jan 2019","15","74.67","0.00","5631.820","0.000"
"USEP","02 Jan 2019","16","77.72","0.00","5864.938","0.000"
"USEP","02 Jan 2019","17","82.69","0.00","6116.947","0.000"
"USEP","02 Jan 2019","18","82.81","0.00","6299.753","0.000"
"USEP","02 Jan 2019","19","83.81","0.00","6433.769","0.000"
"USEP","02 Jan 2019","20","91.13","0.00","6528.552","0.000"
"USEP","02 Jan 2019","21","92.76","0.00","6600.299","0.000"
"USEP","02 Jan 2019","22","94.07","0.00","6630.790","0.000"
"USEP","02 Jan 2019","23","94.10","0.00","6628.459","0.000"
"USEP","02 Jan 2019","24","91.62","0.00","6577.114","0.000"
"USEP","02 Jan 2019","25","88.56","0.00","6537.205","0.000"
"USEP","02 Jan 2019","26","90.25","0.00","6566.995","0.000"
"USEP","02 Jan 2019","27","91.21","0.00","6630.785","0.000"
"USEP","02 Jan 2019","28","91.93","0.00","6672.066","0.000"
"USEP","02 Jan 2019","29","91.83","0.00","6667.886","0.000"
"USEP","02 Jan 2019","30","91.83","0.00","6653.051","0.000"
"USEP","02 Jan 2019","31","91.93","0.00","6661.609","0.000"
"USEP","02 Jan 2019","32","92.43","0.00","6680.863","0.000"
"USEP","02 Jan 2019","33","93.44","0.00","6692.279","0.000"
"USEP","02 Jan 2019","34","91.83","0.00","6648.806","0.000"
"USEP","02 Jan 2019","35","92.56","0.00","6599.936","0.000"
"USEP","02 Jan 2019","36","88.55","0.00","6491.014","0.000"
"USEP","02 Jan 2019","37","87.51","0.00","6413.134","0.000"
"USEP","02 Jan 2019","38","88.33","0.00","6432.959","0.000"
"USEP","02 Jan 2019","39","88.54","0.00","6436.766","0.000"
"USEP","02 Jan 2019","40","88.57","0.00","6400.177","0.000"
"USEP","02 Jan 2019","41","90.78","0.00","6347.227","0.000"
"USEP","02 Jan 2019","42","96.73","0.00","6302.551","0.000"
"USEP","02 Jan 2019","43","94.95","0.00","6232.852","0.000"
"USEP","02 Jan 2019","44","93.41","0.00","6109.860","0.000"
"USEP","02 Jan 2019","45","98.87","0.00","5965.829","0.000"
"USEP","02 Jan 2019","46","93.53","0.00","5832.593","0.000"
"USEP","02 Jan 2019","47","91.44","0.00","5695.918","0.000"
"USEP","02 Jan 2019","48","80.23","0.00","5529.473","0.000"
"USEP","03 Jan 2019","1","92.90","0.00","5371.357","0.000"
"USEP","03 Jan 2019","2","92.86","0.00","5291.832","0.000"
"USEP","03 Jan 2019","3","92.84","0.00","5256.257","0.000"
"USEP","03 Jan 2019","4","88.52","0.00","5169.958","0.000"
"USEP","03 Jan 2019","5","87.78","0.00","5123.349","0.000"
"USEP","03 Jan 2019","6","82.71","0.00","5075.001","0.000"
"USEP","03 Jan 2019","7","81.70","0.00","5050.643","0.000"
"USEP","03 Jan 2019","8","81.58","0.00","5035.947","0.000"
"USEP","03 Jan 2019","9","81.59","0.00","5038.169","0.000"
"USEP","03 Jan 2019","10","82.70","0.00","5083.306","0.000"
"USEP","03 Jan 2019","11","89.48","0.00","5148.204","0.000"
"USEP","03 Jan 2019","12","92.84","0.00","5288.657","0.000"
"USEP","03 Jan 2019","13","94.88","0.00","5466.786","0.000"
"USEP","03 Jan 2019","14","98.76","0.00","5633.599","0.000"
"USEP","03 Jan 2019","15","94.53","0.00","5820.422","0.000"
"USEP","03 Jan 2019","16","98.56","0.00","6040.960","0.000"
"USEP","03 Jan 2019","17","107.68","0.00","6284.068","0.000"
"USEP","03 Jan 2019","18","104.60","0.00","6441.831","0.000"
"USEP","03 Jan 2019","19","97.82","0.00","6574.753","0.000"
"USEP","03 Jan 2019","20","97.84","0.00","6659.840","0.000"
"USEP","03 Jan 2019","21","99.00","0.00","6717.770","0.000"
"USEP","03 Jan 2019","22","99.03","0.00","6743.604","0.000"
"USEP","03 Jan 2019","23","97.87","0.00","6749.210","0.000"
"USEP","03 Jan 2019","24","95.04","0.00","6713.560","0.000"
"USEP","03 Jan 2019","25","93.64","0.00","6655.247","0.000"
"USEP","03 Jan 2019","26","93.92","0.00","6677.528","0.000"
"USEP","03 Jan 2019","27","96.89","0.00","6746.874","0.000"
"USEP","03 Jan 2019","28","99.04","0.00","6779.110","0.000"
"USEP","03 Jan 2019","29","99.04","0.00","6794.537","0.000"
"USEP","03 Jan 2019","30","97.90","0.00","6768.290","0.000"
"USEP","03 Jan 2019","31","99.11","0.00","6767.614","0.000"
"USEP","03 Jan 2019","32","97.90","0.00","6760.254","0.000"
"USEP","03 Jan 2019","33","97.89","0.00","6751.193","0.000"
"USEP","03 Jan 2019","34","96.86","0.00","6732.422","0.000"
"USEP","03 Jan 2019","35","93.65","0.00","6670.818","0.000"
"USEP","03 Jan 2019","36","99.75","0.00","6640.432","0.000"
"USEP","03 Jan 2019","37","102.79","0.00","6629.746","0.000"
"USEP","03 Jan 2019","38","104.81","0.00","6645.506","0.000"
"USEP","03 Jan 2019","39","97.85","0.00","6544.486","0.000"
"USEP","03 Jan 2019","40","104.92","0.00","6511.883","0.000"
"USEP","03 Jan 2019","41","103.92","0.00","6448.739","0.000"
"USEP","03 Jan 2019","42","192.45","0.00","6406.887","0.000"
"USEP","03 Jan 2019","43","171.98","0.00","6336.526","0.000"
"USEP","03 Jan 2019","44","112.27","0.00","6211.521","0.000"
"USEP","03 Jan 2019","45","112.88","0.00","6067.769","0.000"
"USEP","03 Jan 2019","46","102.79","0.00","5917.282","0.000"
"USEP","03 Jan 2019","47","96.58","0.00","5776.030","0.000"
"USEP","03 Jan 2019","48","91.32","0.00","5637.575","0.000"
"USEP","04 Jan 2019","1","92.91","0.00","5494.534","0.000"
"USEP","04 Jan 2019","2","92.53","0.00","5396.953","0.000"
"USEP","04 Jan 2019","3","90.11","0.00","5313.497","0.000"
"USEP","04 Jan 2019","4","90.05","0.00","5245.134","0.000"
"USEP","04 Jan 2019","5","89.14","0.00","5201.284","0.000"
"USEP","04 Jan 2019","6","88.98","0.00","5151.629","0.000"
"USEP","04 Jan 2019","7","87.76","0.00","5117.351","0.000"
"USEP","04 Jan 2019","8","87.42","0.00","5102.083","0.000"
"USEP","04 Jan 2019","9","87.26","0.00","5090.150","0.000"
"USEP","04 Jan 2019","10","87.76","0.00","5120.447","0.000"
"USEP","04 Jan 2019","11","89.08","0.00","5196.642","0.000"
"USEP","04 Jan 2019","12","91.09","0.00","5334.266","0.000"
"USEP","04 Jan 2019","13","92.84","0.00","5523.236","0.000"
"USEP","04 Jan 2019","14","93.91","0.00","5676.242","0.000"
"USEP","04 Jan 2019","15","91.70","0.00","5854.412","0.000"
"USEP","04 Jan 2019","16","95.52","0.00","6096.664","0.000"
"USEP","04 Jan 2019","17","100.72","0.00","6324.578","0.000"
"USEP","04 Jan 2019","18","103.83","0.00","6501.302","0.000"
"USEP","04 Jan 2019","19","106.56","0.00","6600.548","0.000"
"USEP","04 Jan 2019","20","106.70","0.00","6675.928","0.000"
"USEP","04 Jan 2019","21","106.68","0.00","6748.977","0.000"
"USEP","04 Jan 2019","22","110.73","0.00","6781.729","0.000"
"USEP","04 Jan 2019","23","116.03","0.00","6783.975","0.000"
