"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","01 Jun 2019","1","97.88","0.00","5734.172","0.000"
"USEP","01 Jun 2019","2","95.99","0.00","5632.337","0.000"
"USEP","01 Jun 2019","3","93.94","0.00","5505.105","0.000"
"USEP","01 Jun 2019","4","93.73","0.00","5424.427","0.000"
"USEP","01 Jun 2019","5","91.86","0.00","5355.130","0.000"
"USEP","01 Jun 2019","6","90.77","0.00","5304.168","0.000"
"USEP","01 Jun 2019","7","89.28","0.00","5260.278","0.000"
"USEP","01 Jun 2019","8","86.85","0.00","5231.482","0.000"
"USEP","01 Jun 2019","9","83.79","0.00","5209.703","0.000"
"USEP","01 Jun 2019","10","83.80","0.00","5213.242","0.000"
"USEP","01 Jun 2019","11","86.85","0.00","5249.846","0.000"
"USEP","01 Jun 2019","12","89.26","0.00","5307.349","0.000"
"USEP","01 Jun 2019","13","90.59","0.00","5368.450","0.000"
"USEP","01 Jun 2019","14","90.78","0.00","5435.967","0.000"
"USEP","01 Jun 2019","15","91.78","0.00","5513.216","0.000"
"USEP","01 Jun 2019","16","95.01","0.00","5671.481","0.000"
"USEP","01 Jun 2019","17","90.62","0.00","5906.229","0.000"
"USEP","01 Jun 2019","18","93.97","0.00","6068.191","0.000"
"USEP","01 Jun 2019","19","91.60","0.00","6189.583","0.000"
"USEP","01 Jun 2019","20","95.69","0.00","6274.411","0.000"
"USEP","01 Jun 2019","21","97.61","0.00","6343.400","0.000"
"USEP","01 Jun 2019","22","95.06","0.00","6357.395","0.000"
"USEP","01 Jun 2019","23","89.20","0.00","6356.883","0.000"
"USEP","01 Jun 2019","24","88.90","0.00","6295.086","0.000"
"USEP","01 Jun 2019","25","88.91","0.00","6241.033","0.000"
"USEP","01 Jun 2019","26","88.90","0.00","6209.150","0.000"
"USEP","01 Jun 2019","27","88.89","0.00","6191.666","0.000"
"USEP","01 Jun 2019","28","88.88","0.00","6173.674","0.000"
"USEP","01 Jun 2019","29","88.89","0.00","6153.765","0.000"
"USEP","01 Jun 2019","30","88.89","0.00","6127.617","0.000"
"USEP","01 Jun 2019","31","88.88","0.00","6107.549","0.000"
"USEP","01 Jun 2019","32","88.89","0.00","6106.942","0.000"
"USEP","01 Jun 2019","33","88.88","0.00","6079.925","0.000"
"USEP","01 Jun 2019","34","87.90","0.00","6042.809","0.000"
"USEP","01 Jun 2019","35","87.87","0.00","5992.766","0.000"
"USEP","01 Jun 2019","36","87.84","0.00","5950.705","0.000"
"USEP","01 Jun 2019","37","87.88","0.00","5963.021","0.000"
"USEP","01 Jun 2019","38","88.01","0.00","6025.370","0.000"
"USEP","01 Jun 2019","39","88.89","0.00","6093.439","0.000"
"USEP","01 Jun 2019","40","88.90","0.00","6122.553","0.000"
"USEP","01 Jun 2019","41","88.90","0.00","6117.195","0.000"
"USEP","01 Jun 2019","42","88.90","0.00","6112.106","0.000"
"USEP","01 Jun 2019","43","90.93","0.00","6089.493","0.000"
"USEP","01 Jun 2019","44","90.83","0.00","6027.626","0.000"
"USEP","01 Jun 2019","45","89.91","0.00","5944.493","0.000"
"USEP","01 Jun 2019","46","88.94","0.00","5862.672","0.000"
"USEP","01 Jun 2019","47","88.89","0.00","5769.603","0.000"
"USEP","01 Jun 2019","48","91.89","0.00","5708.870","0.000"
"USEP","02 Jun 2019","1","94.56","0.00","5634.564","0.000"
"USEP","02 Jun 2019","2","93.86","0.00","5535.740","0.000"
"USEP","02 Jun 2019","3","90.89","0.00","5403.543","0.000"
"USEP","02 Jun 2019","4","87.72","0.00","5313.939","0.000"
"USEP","02 Jun 2019","5","84.23","0.00","5260.869","0.000"
"USEP","02 Jun 2019","6","84.22","0.00","5202.298","0.000"
"USEP","02 Jun 2019","7","83.18","0.00","5166.872","0.000"
"USEP","02 Jun 2019","8","81.50","0.00","5145.660","0.000"
"USEP","02 Jun 2019","9","81.40","0.00","5115.661","0.000"
"USEP","02 Jun 2019","10","81.40","0.00","5120.710","0.000"
"USEP","02 Jun 2019","11","81.50","0.00","5149.665","0.000"
"USEP","02 Jun 2019","12","83.09","0.00","5192.353","0.000"
"USEP","02 Jun 2019","13","82.02","0.00","5194.321","0.000"
"USEP","02 Jun 2019","14","82.23","0.00","5203.834","0.000"
"USEP","02 Jun 2019","15","82.23","0.00","5236.780","0.000"
"USEP","02 Jun 2019","16","83.23","0.00","5307.711","0.000"
"USEP","02 Jun 2019","17","85.08","0.00","5396.416","0.000"
"USEP","02 Jun 2019","18","87.73","0.00","5511.864","0.000"
"USEP","02 Jun 2019","19","87.85","0.00","5625.061","0.000"
"USEP","02 Jun 2019","20","87.88","0.00","5715.505","0.000"
"USEP","02 Jun 2019","21","88.52","0.00","5780.791","0.000"
"USEP","02 Jun 2019","22","87.75","0.00","5813.320","0.000"
"USEP","02 Jun 2019","23","87.76","0.00","5810.243","0.000"
"USEP","02 Jun 2019","24","87.74","0.00","5789.956","0.000"
"USEP","02 Jun 2019","25","87.74","0.00","5787.237","0.000"
"USEP","02 Jun 2019","26","87.73","0.00","5805.835","0.000"
"USEP","02 Jun 2019","27","86.17","0.00","5832.986","0.000"
"USEP","02 Jun 2019","28","86.51","0.00","5845.625","0.000"
"USEP","02 Jun 2019","29","86.57","0.00","5855.495","0.000"
"USEP","02 Jun 2019","30","86.72","0.00","5860.385","0.000"
"USEP","02 Jun 2019","31","86.76","0.00","5861.543","0.000"
"USEP","02 Jun 2019","32","86.98","0.00","5863.303","0.000"
"USEP","02 Jun 2019","33","87.73","0.00","5880.772","0.000"
"USEP","02 Jun 2019","34","87.76","0.00","5887.144","0.000"
"USEP","02 Jun 2019","35","87.74","0.00","5881.175","0.000"
"USEP","02 Jun 2019","36","87.74","0.00","5882.239","0.000"
"USEP","02 Jun 2019","37","87.86","0.00","5934.523","0.000"
"USEP","02 Jun 2019","38","87.92","0.00","6025.245","0.000"
"USEP","02 Jun 2019","39","88.81","0.00","6104.631","0.000"
"USEP","02 Jun 2019","40","88.89","0.00","6129.680","0.000"
"USEP","02 Jun 2019","41","88.91","0.00","6137.045","0.000"
"USEP","02 Jun 2019","42","88.92","0.00","6179.146","0.000"
"USEP","02 Jun 2019","43","91.93","0.00","6188.540","0.000"
"USEP","02 Jun 2019","44","91.92","0.00","6121.087","0.000"
"USEP","02 Jun 2019","45","90.72","0.00","6001.842","0.000"
"USEP","02 Jun 2019","46","89.91","0.00","5887.189","0.000"
"USEP","02 Jun 2019","47","91.89","0.00","5745.976","0.000"
"USEP","02 Jun 2019","48","89.86","0.00","5621.642","0.000"
"USEP","03 Jun 2019","1","90.77","0.00","5508.331","0.000"
"USEP","03 Jun 2019","2","86.51","0.00","5423.860","0.000"
"USEP","03 Jun 2019","3","81.71","0.00","5327.492","0.000"
"USEP","03 Jun 2019","4","81.08","0.00","5239.463","0.000"
"USEP","03 Jun 2019","5","80.99","0.00","5185.976","0.000"
"USEP","03 Jun 2019","6","80.17","0.00","5150.739","0.000"
"USEP","03 Jun 2019","7","80.15","0.00","5129.621","0.000"
"USEP","03 Jun 2019","8","79.92","0.00","5102.351","0.000"
"USEP","03 Jun 2019","9","79.92","0.00","5093.390","0.000"
"USEP","03 Jun 2019","10","80.12","0.00","5122.847","0.000"
"USEP","03 Jun 2019","11","80.18","0.00","5209.852","0.000"
"USEP","03 Jun 2019","12","81.72","0.00","5356.721","0.000"
"USEP","03 Jun 2019","13","87.72","0.00","5538.797","0.000"
"USEP","03 Jun 2019","14","90.79","0.00","5701.977","0.000"
"USEP","03 Jun 2019","15","85.62","0.00","5897.387","0.000"
"USEP","03 Jun 2019","16","88.23","0.00","6177.596","0.000"
"USEP","03 Jun 2019","17","88.96","0.00","6481.412","0.000"
"USEP","03 Jun 2019","18","91.28","0.00","6684.168","0.000"
"USEP","03 Jun 2019","19","92.45","0.00","6791.237","0.000"
"USEP","03 Jun 2019","20","92.58","0.00","6857.571","0.000"
"USEP","03 Jun 2019","21","94.14","0.00","6919.428","0.000"
"USEP","03 Jun 2019","22","95.33","0.00","6957.707","0.000"
"USEP","03 Jun 2019","23","95.85","0.00","6963.487","0.000"
"USEP","03 Jun 2019","24","94.71","0.00","6926.416","0.000"
"USEP","03 Jun 2019","25","93.87","0.00","6867.337","0.000"
"USEP","03 Jun 2019","26","93.86","0.00","6863.018","0.000"
"USEP","03 Jun 2019","27","94.14","0.00","6890.448","0.000"
"USEP","03 Jun 2019","28","94.07","0.00","6903.116","0.000"
"USEP","03 Jun 2019","29","92.54","0.00","6869.673","0.000"
"USEP","03 Jun 2019","30","92.54","0.00","6823.825","0.000"
"USEP","03 Jun 2019","31","92.03","0.00","6801.679","0.000"
"USEP","03 Jun 2019","32","92.02","0.00","6792.986","0.000"
"USEP","03 Jun 2019","33","90.73","0.00","6761.268","0.000"
"USEP","03 Jun 2019","34","89.14","0.00","6729.385","0.000"
"USEP","03 Jun 2019","35","84.79","0.00","6630.547","0.000"
"USEP","03 Jun 2019","36","83.92","0.00","6508.588","0.000"
"USEP","03 Jun 2019","37","83.89","0.00","6429.038","0.000"
"USEP","03 Jun 2019","38","83.90","0.00","6456.795","0.000"
"USEP","03 Jun 2019","39","84.01","0.00","6493.544","0.000"
"USEP","03 Jun 2019","40","84.99","0.00","6503.280","0.000"
"USEP","03 Jun 2019","41","84.91","0.00","6455.613","0.000"
"USEP","03 Jun 2019","42","85.97","0.00","6425.266","0.000"
"USEP","03 Jun 2019","43","88.69","0.00","6370.765","0.000"
"USEP","03 Jun 2019","44","86.24","0.00","6252.210","0.000"
"USEP","03 Jun 2019","45","85.90","0.00","6110.436","0.000"
"USEP","03 Jun 2019","46","84.89","0.00","5972.330","0.000"
"USEP","03 Jun 2019","47","84.86","0.00","5820.635","0.000"
"USEP","03 Jun 2019","48","83.84","0.00","5660.974","0.000"
"USEP","04 Jun 2019","1","89.77","0.00","5520.139","0.000"
"USEP","04 Jun 2019","2","83.09","0.00","5423.806","0.000"
"USEP","04 Jun 2019","3","81.98","0.00","5352.784","0.000"
"USEP","04 Jun 2019","4","81.62","0.00","5284.015","0.000"
"USEP","04 Jun 2019","5","81.14","0.00","5226.129","0.000"
"USEP","04 Jun 2019","6","80.88","0.00","5184.500","0.000"
"USEP","04 Jun 2019","7","80.72","0.00","5144.745","0.000"
"USEP","04 Jun 2019","8","80.37","0.00","5134.785","0.000"
"USEP","04 Jun 2019","9","80.37","0.00","5128.086","0.000"
"USEP","04 Jun 2019","10","80.73","0.00","5155.565","0.000"
"USEP","04 Jun 2019","11","81.31","0.00","5227.913","0.000"
"USEP","04 Jun 2019","12","82.30","0.00","5364.369","0.000"
"USEP","04 Jun 2019","13","83.99","0.00","5529.130","0.000"
"USEP","04 Jun 2019","14","85.04","0.00","5674.706","0.000"
