Demand,Units
0.6210342,GW
0.617078568,GW
0.622023108,GW
0.635867819,GW
0.655645979,GW
0.676413046,GW
0.676413046,GW
0.696191205,GW
0.710035916,GW
0.716958272,GW
0.71794718,GW
0.713991548,GW
0.708058101,GW
0.704102469,GW
0.702124653,GW
0.705091377,GW
0.711024824,GW
0.723880628,GW
0.77134821,GW
0.8198047,GW
0.825738148,GW
0.778270566,GW
0.707069193,GW
0.661579426,GW
0.643779083,GW
0.629934372,GW
0.624989832,GW
0.629934372,GW
0.642790175,GW
0.660590518,GW
0.681357586,GW
0.699157929,GW
0.712013732,GW
0.718936088,GW
0.71794718,GW
0.71300264,GW
0.707069193,GW
0.701135745,GW
0.699157929,GW
0.701135745,GW
0.706080285,GW
0.718936088,GW
0.767392578,GW
0.813871252,GW
0.817826884,GW
0.767392578,GW
0.695202297,GW
0.649712531,GW
0.629934372,GW
0.61608966,GW
0.610156212,GW
0.614111844,GW
0.62597874,GW
0.643779083,GW
0.663557242,GW
0.681357586,GW
0.694213389,GW
0.700146837,GW
0.700146837,GW
0.695202297,GW
0.688279941,GW
0.683335402,GW
0.681357586,GW
0.683335402,GW
0.688279941,GW
0.702124653,GW
0.749592235,GW
0.797059817,GW
0.800026541,GW
0.750581143,GW
0.67937977,GW
0.633890003,GW
0.614111844,GW
0.600267133,GW
0.595322593,GW
0.584444605,GW
0.598289317,GW
0.618067476,GW
0.637845635,GW
0.654657071,GW
0.663557242,GW
0.663557242,GW
0.656634887,GW
0.643779083,GW
0.63092328,GW
0.6210342,GW
0.617078568,GW
0.6210342,GW
0.631912188,GW
0.651690347,GW
0.707069193,GW
0.763436946,GW
0.777281658,GW
0.734758616,GW
0.666523966,GW
0.622023108,GW
0.603233857,GW
0.589389145,GW
0.584444605,GW
0.589389145,GW
0.604222765,GW
0.624000924,GW
0.643779083,GW
0.660590518,GW
0.670479598,GW
0.670479598,GW
0.662568334,GW
0.649712531,GW
0.636856727,GW
0.62597874,GW
0.623012016,GW
0.626967648,GW
0.637845635,GW
0.657623795,GW
0.713991548,GW
0.77134821,GW
0.784204014,GW
0.740692063,GW
0.672457414,GW
0.627956556,GW
0.608178396,GW
0.594333685,GW
0.589389145,GW
0.594333685,GW
0.622023108,GW
0.640812359,GW
0.661579426,GW
0.67937977,GW
0.693224481,GW
0.700146837,GW
0.700146837,GW
0.696191205,GW
0.689268849,GW
0.684324309,GW
0.683335402,GW
0.685313217,GW
0.691246665,GW
0.705091377,GW
0.753547867,GW
0.802004357,GW
0.806948897,GW
0.757503499,GW
0.687291033,GW
0.641801267,GW
0.623012016,GW
0.610156212,GW
0.605211673,GW
0.610156212,GW
0.624000924,GW
0.642790175,GW
0.663557242,GW
0.682346494,GW
0.696191205,GW
0.703113561,GW
0.704102469,GW
0.700146837,GW
0.695202297,GW
0.690257757,GW
0.689268849,GW
0.692235573,GW
0.699157929,GW
0.711024824,GW
0.757503499,GW
0.806948897,GW
0.813871252,GW
0.767392578,GW
0.697180113,GW
0.652679255,GW
0.634878911,GW
0.622023108,GW
0.618067476,GW
0.623012016,GW
0.636856727,GW
0.656634887,GW
0.677401954,GW
0.696191205,GW
0.711024824,GW
0.71794718,GW
0.718936088,GW
0.714980456,GW
0.709047009,GW
0.705091377,GW
0.704102469,GW
0.707069193,GW
0.71300264,GW
0.724869536,GW
0.770359302,GW
0.8198047,GW
0.826727056,GW
0.779259474,GW
0.708058101,GW
0.662568334,GW
0.643779083,GW
0.629934372,GW
0.624989832,GW
0.629934372,GW
0.642790175,GW
0.660590518,GW
0.681357586,GW
0.699157929,GW
0.712013732,GW
0.718936088,GW
0.718936088,GW
0.714980456,GW
0.708058101,GW
0.703113561,GW
0.701135745,GW
0.703113561,GW
0.708058101,GW
0.719924996,GW
0.76640367,GW
0.813871252,GW
0.817826884,GW
0.767392578,GW
0.696191205,GW
0.649712531,GW
0.629934372,GW
0.61608966,GW
0.610156212,GW
0.614111844,GW
0.62597874,GW
0.643779083,GW
0.663557242,GW
0.681357586,GW
0.694213389,GW
0.700146837,GW
0.700146837,GW
0.695202297,GW
0.689268849,GW
0.683335402,GW
0.681357586,GW
0.683335402,GW
0.688279941,GW
0.699157929,GW
0.743658787,GW
0.792115277,GW
0.799037633,GW
0.750581143,GW
0.67937977,GW
0.633890003,GW
0.614111844,GW
0.600267133,GW
0.595322593,GW
0.585433513,GW
0.599278225,GW
0.618067476,GW
0.638834543,GW
0.654657071,GW
0.663557242,GW
0.66454615,GW
0.657623795,GW
0.644767991,GW
0.631912188,GW
0.623012016,GW
0.619056384,GW
0.624000924,GW
0.634878911,GW
0.652679255,GW
0.705091377,GW
0.762448038,GW
0.777281658,GW
0.735747524,GW
0.667512874,GW
0.623012016,GW
0.602244949,GW
0.589389145,GW
0.584444605,GW
0.589389145,GW
0.603233857,GW
0.623012016,GW
0.643779083,GW
0.660590518,GW
0.66949069,GW
0.670479598,GW
0.662568334,GW
0.650701439,GW
0.636856727,GW
0.626967648,GW
0.624000924,GW
0.627956556,GW
0.638834543,GW
0.658612702,GW
0.713991548,GW
0.770359302,GW
0.783215106,GW
0.740692063,GW
0.672457414,GW
0.626967648,GW
0.608178396,GW
0.593344777,GW
0.588400237,GW
0.593344777,GW
0.6210342,GW
0.639823451,GW
0.660590518,GW
0.67937977,GW
0.692235573,GW
0.699157929,GW
0.699157929,GW
0.695202297,GW
0.689268849,GW
0.684324309,GW
0.682346494,GW
0.685313217,GW
0.691246665,GW
0.702124653,GW
0.746625511,GW
0.796070909,GW
0.803982173,GW
0.757503499,GW
0.686302125,GW
0.641801267,GW
0.622023108,GW
0.609167304,GW
0.604222765,GW
0.609167304,GW
0.623012016,GW
0.641801267,GW
0.662568334,GW
0.681357586,GW
0.695202297,GW
0.702124653,GW
0.703113561,GW
0.699157929,GW
0.694213389,GW
0.689268849,GW
0.688279941,GW
0.691246665,GW
0.698169021,GW
0.708058101,GW
0.751570051,GW
0.802004357,GW
0.811893437,GW
0.76640367,GW
0.697180113,GW
0.651690347,GW
0.634878911,GW
0.622023108,GW
0.618067476,GW
0.623012016,GW
0.636856727,GW
0.655645979,GW
0.677401954,GW
0.696191205,GW
0.710035916,GW
0.716958272,GW
0.71794718,GW
0.713991548,GW
0.709047009,GW
0.704102469,GW
0.703113561,GW
0.706080285,GW
0.712013732,GW
0.723880628,GW
0.769370394,GW
0.818815792,GW
0.825738148,GW
0.778270566,GW
0.708058101,GW
0.662568334,GW
0.644767991,GW
0.63092328,GW
0.62597874,GW
0.63092328,GW
0.642790175,GW
0.661579426,GW
0.682346494,GW
0.700146837,GW
0.71300264,GW
0.718936088,GW
0.718936088,GW
0.714980456,GW
0.708058101,GW
0.703113561,GW
0.700146837,GW
0.702124653,GW
0.707069193,GW
0.716958272,GW
0.760470223,GW
0.808926713,GW
0.815849068,GW
0.768381486,GW
0.697180113,GW
0.650701439,GW
0.63092328,GW
0.617078568,GW
