Demand,Units
0.287411677,GW
0.281140877,GW
0.287411677,GW
0.307269211,GW
0.336532946,GW
0.366841814,GW
0.395060415,GW
0.418053349,GW
0.437910883,GW
0.451497617,GW
0.460903817,GW
0.468219751,GW
0.473445418,GW
0.480761351,GW
0.487032151,GW
0.493302952,GW
0.496438352,GW
0.506889685,GW
0.512115352,GW
0.492257818,GW
0.444181683,GW
0.385654214,GW
0.340713479,GW
0.312494878,GW
0.292637344,GW
0.285321411,GW
0.291592211,GW
0.310404612,GW
0.338623213,GW
0.36893208,GW
0.396105548,GW
0.419098482,GW
0.435820616,GW
0.44627195,GW
0.45254275,GW
0.45567815,GW
0.45881355,GW
0.464039217,GW
0.469264884,GW
0.474490551,GW
0.479716218,GW
0.493302952,GW
0.499573752,GW
0.481806485,GW
0.434775483,GW
0.376248014,GW
0.332352412,GW
0.300998411,GW
0.281140877,GW
0.27277981,GW
0.27905061,GW
0.297863011,GW
0.326081612,GW
0.35639048,GW
0.382518814,GW
0.405511748,GW
0.424324149,GW
0.437910883,GW
0.447317083,GW
0.453587883,GW
0.45881355,GW
0.465084351,GW
0.472400284,GW
0.476580818,GW
0.479716218,GW
0.491212685,GW
0.495393218,GW
0.473445418,GW
0.424324149,GW
0.364751547,GW
0.319810812,GW
0.291592211,GW
0.271734677,GW
0.264418743,GW
0.256057676,GW
0.27591521,GW
0.304133811,GW
0.334442679,GW
0.361616147,GW
0.380428547,GW
0.392970148,GW
0.398195815,GW
0.398195815,GW
0.395060415,GW
0.394015281,GW
0.397150681,GW
0.404466615,GW
0.413872815,GW
0.424324149,GW
0.44313655,GW
0.457768417,GW
0.447317083,GW
0.405511748,GW
0.351164813,GW
0.308314345,GW
0.283231144,GW
0.262328476,GW
0.255012543,GW
0.262328476,GW
0.283231144,GW
0.311449745,GW
0.341758613,GW
0.36893208,GW
0.388789614,GW
0.401331215,GW
0.406556882,GW
0.406556882,GW
0.405511748,GW
0.404466615,GW
0.407602015,GW
0.414917949,GW
0.424324149,GW
0.434775483,GW
0.454633017,GW
0.468219751,GW
0.45567815,GW
0.413872815,GW
0.358480747,GW
0.314585145,GW
0.285321411,GW
0.264418743,GW
0.25710281,GW
0.264418743,GW
0.298908144,GW
0.326081612,GW
0.357435613,GW
0.384609081,GW
0.408647148,GW
0.429549816,GW
0.445226817,GW
0.457768417,GW
0.468219751,GW
0.476580818,GW
0.484941885,GW
0.492257818,GW
0.497483485,GW
0.499573752,GW
0.507934819,GW
0.508979952,GW
0.484941885,GW
0.433730349,GW
0.373112614,GW
0.328171879,GW
0.299953278,GW
0.280095744,GW
0.27277981,GW
0.280095744,GW
0.299953278,GW
0.328171879,GW
0.358480747,GW
0.386699348,GW
0.410737415,GW
0.430594949,GW
0.445226817,GW
0.456723284,GW
0.464039217,GW
0.472400284,GW
0.479716218,GW
0.487032151,GW
0.492257818,GW
0.494348085,GW
0.503754285,GW
0.507934819,GW
0.487032151,GW
0.438956016,GW
0.379383414,GW
0.335487812,GW
0.307269211,GW
0.288456811,GW
0.281140877,GW
0.288456811,GW
0.308314345,GW
0.336532946,GW
0.367886947,GW
0.396105548,GW
0.419098482,GW
0.44000115,GW
0.45567815,GW
0.467174617,GW
0.475535684,GW
0.483896751,GW
0.491212685,GW
0.498528618,GW
0.503754285,GW
0.505844552,GW
0.515250752,GW
0.517341019,GW
0.495393218,GW
0.44627195,GW
0.386699348,GW
0.341758613,GW
0.312494878,GW
0.292637344,GW
0.285321411,GW
0.292637344,GW
0.311449745,GW
0.339668346,GW
0.369977214,GW
0.397150681,GW
0.420143616,GW
0.44000115,GW
0.454633017,GW
0.465084351,GW
0.473445418,GW
0.479716218,GW
0.487032151,GW
0.493302952,GW
0.498528618,GW
0.500618885,GW
0.510025086,GW
0.512115352,GW
0.489122418,GW
0.438956016,GW
0.378338281,GW
0.333397546,GW
0.304133811,GW
0.284276277,GW
0.27591521,GW
0.28218601,GW
0.302043545,GW
0.329217012,GW
0.35952588,GW
0.386699348,GW
0.409692282,GW
0.428504683,GW
0.444181683,GW
0.454633017,GW
0.462994084,GW
0.470310017,GW
0.477625951,GW
0.483896751,GW
0.489122418,GW
0.490167552,GW
0.498528618,GW
0.500618885,GW
0.478671084,GW
0.428504683,GW
0.367886947,GW
0.322946212,GW
0.293682478,GW
0.273824943,GW
0.26650901,GW
0.258147943,GW
0.278005477,GW
0.306224078,GW
0.336532946,GW
0.363706413,GW
0.384609081,GW
0.400286082,GW
0.411782549,GW
0.418053349,GW
0.422233882,GW
0.427459549,GW
0.433730349,GW
0.44313655,GW
0.450452483,GW
0.456723284,GW
0.470310017,GW
0.477625951,GW
0.459858684,GW
0.412827682,GW
0.354300213,GW
0.310404612,GW
0.28218601,GW
0.262328476,GW
0.255012543,GW
0.262328476,GW
0.283231144,GW
0.311449745,GW
0.341758613,GW
0.36893208,GW
0.389834748,GW
0.405511748,GW
0.415963082,GW
0.422233882,GW
0.426414416,GW
0.431640083,GW
0.437910883,GW
0.44627195,GW
0.454633017,GW
0.460903817,GW
0.475535684,GW
0.482851618,GW
0.465084351,GW
0.418053349,GW
