Demand,Unit
17.60294278,GW
18.13323824,GW
17.86092436,GW
17.17870642,GW
16.30156906,GW
13.58416314,GW
13.11692984,GW
12.58950085,GW
12.10793524,GW
11.65503425,GW
11.49164592,GW
10.93555231,GW
10.48551778,GW
10.5141824,GW
11.03014555,GW
11.52317701,GW
12.05633893,GW
12.13086694,GW
12.03054077,GW
11.99327676,GW
11.98754384,GW
11.98467738,GW
11.99327676,GW
12.29712173,GW
14.197586,GW
14.6791516,GW
14.48423219,GW
13.93100504,GW
13.11119692,GW
12.53503807,GW
12.06780477,GW
11.56330747,GW
11.20499973,GW
11.35978867,GW
11.51457762,GW
11.52031054,GW
12.32578635,GW
13.53256683,GW
14.83680701,GW
15.41869878,GW
15.96905948,GW
16.08658442,GW
15.86586685,GW
15.71681083,GW
15.78847237,GW
15.7942053,GW
15.53909019,GW
15.03745935,GW
16.55381771,GW
16.78313467,GW
16.66847619,GW
16.33596661,GW
15.11772028,GW
14.27784693,GW
13.74181855,GW
13.15132739,GW
13.0452683,GW
12.90481166,GW
12.82168426,GW
12.76722149,GW
12.99940491,GW
14.19185307,GW
15.29544092,GW
15.95472717,GW
16.20984228,GW
16.27863737,GW
15.92892901,GW
15.52762434,GW
15.50469264,GW
15.41583232,GW
15.33270493,GW
15.08045627,GW
16.86912853,GW
17.22456981,GW
17.07551379,GW
16.67134265,GW
15.51615849,GW
14.74221377,GW
13.96253612,GW
13.43510712,GW
13.07966584,GW
13.00513783,GW
12.96787382,GW
12.66402886,GW
12.3974479,GW
13.05100122,GW
13.66442408,GW
14.06572875,GW
14.39250541,GW
14.46703342,GW
14.30077863,GW
14.15458907,GW
14.00839951,GW
14.06286229,GW
14.1373903,GW
14.54156143,GW
16.71433958,GW
16.90925899,GW
16.68854142,GW
16.13244781,GW
15.04319227,GW
13.78768194,GW
12.79015318,GW
12.40604728,GW
12.23979249,GW
12.31718696,GW
12.57516854,GW
12.85894827,GW
13.56409791,GW
14.46416696,GW
15.39290063,GW
15.92892901,GW
16.5022214,GW
16.60254757,GW
16.30156906,GW
16.45062508,GW
16.62547926,GW
16.63694511,GW
16.40762815,GW
15.62221758,GW
17.10704487,GW
17.17297349,GW
17.16724057,GW
16.80033344,GW
15.21231352,GW
14.14598968,GW
13.72461978,GW
13.2029237,GW
12.87041412,GW
12.85608181,GW
13.08539876,GW
13.14559446,GW
13.61569422,GW
14.42690295,GW
15.32983846,GW
15.72827667,GW
16.11238257,GW
16.19550997,GW
15.854401,GW
15.91173024,GW
16.12098196,GW
16.15251304,GW
15.94899424,GW
15.0861892,GW
16.51655371,GW
16.74873712,GW
16.71433958,GW
16.3588983,GW
14.87980394,GW
14.08866044,GW
13.17139262,GW
12.79015318,GW
12.45191067,GW
12.44044483,GW
12.61529901,GW
12.80448549,GW
13.35771265,GW
14.38390602,GW
15.24384461,GW
15.6508822,GW
16.05218687,GW
16.19550997,GW
15.94039486,GW
15.89739793,GW
16.03212164,GW
16.14964658,GW
15.9375284,GW
14.97726364,GW
16.41336108,GW
16.70287373,GW
16.65127742,GW
16.24710629,GW
14.83967347,GW
14.0313312,GW
13.23732125,GW
12.77295441,GW
12.52357222,GW
12.47770883,GW
12.6382307,GW
12.89907874,GW
13.54689914,GW
14.65335345,GW
15.64228282,GW
16.14964658,GW
16.5624171,GW
16.6828085,GW
16.49075555,GW
16.47069032,GW
16.5996811,GW
16.68567496,GW
16.47642324,GW
15.43016463,GW
16.84906329,GW
17.05258209,GW
17.0296504,GW
16.61401341,GW
15.17791598,GW
14.40683772,GW
13.7303527,GW
13.25452002,GW
12.9392092,GW
12.91054459,GW
13.10259754,GW
13.31471572,GW
13.98260135,GW
14.96866426,GW
15.84580161,GW
16.25570567,GW
16.71720604,GW
16.79460052,GW
16.56528356,GW
16.53088602,GW
16.67134265,GW
16.76880236,GW
16.57101648,GW
15.5075591,GW
17.00958516,GW
17.18157288,GW
17.16437411,GW
16.65127742,GW
15.45882925,GW
14.6189559,GW
13.68162285,GW
13.29465049,GW
13.02806952,GW
13.00227137,GW
13.0223366,GW
13.19719078,GW
13.54689914,GW
14.47563281,GW
15.44163048,GW
16.15251304,GW
16.49648847,GW
16.46782385,GW
16.00918994,GW
15.74547545,GW
15.65661513,GW
15.60788527,GW
15.40150001,GW
15.37570185,GW
17.01531809,GW
17.46821907,GW
17.39369106,GW
16.68854142,GW
15.51042557,GW
14.63615467,GW
13.78768194,GW
13.21725601,GW
12.97933967,GW
12.85608181,GW
12.72995748,GW
12.46910945,GW
12.17673033,GW
12.86754766,GW
13.32618157,GW
13.7303527,GW
14.07146167,GW
14.15172261,GW
14.09439337,GW
13.89947395,GW
13.75901732,GW
13.84501118,GW
13.73608562,GW
14.18898661,GW
16.29583614,GW
16.46782385,GW
16.27290444,GW
15.69387913,GW
14.49283158,GW
13.28031818,GW
12.68982702,GW
12.35445097,GW
12.15953156,GW
12.21399433,GW
12.43757836,GW
12.80448549,GW
13.46377174,GW
14.4613005,GW
15.39003416,GW
15.93466193,GW
16.48215616,GW
16.5996811,GW
16.29583614,GW
16.43055985,GW
16.65701034,GW
16.67707558,GW
16.39616231,GW
15.73974252,GW
17.09271256,GW
17.20450457,GW
17.11851072,GW
16.7659359,GW
15.43589756,GW
14.20331892,GW
13.94533735,GW
13.45230589,GW
13.1656597,GW
13.15132739,GW
13.31471572,GW
13.51250159,GW
14.19471953,GW
15.16358367,GW
16.12098196,GW
16.61687988,GW
17.05831501,GW
17.14144241,GW
16.91785838,GW
16.90639253,GW
17.03824978,GW
17.13284303,GW
16.91785838,GW
15.80567115,GW
17.29909782,GW
17.49401723,GW
17.45961969,GW
16.90639253,GW
15.74547545,GW
14.91420148,GW
13.95966966,GW
13.51823452,GW
13.20005724,GW
13.17425908,GW
13.39497665,GW
13.56123145,GW
14.1144586,GW
14.89413625,GW
15.90886378,GW
16.50508786,GW
16.946523,GW
17.0067187,GW
16.75160359,GW
16.76306943,GW
16.92932423,GW
16.97518762,GW
16.78026821,GW
15.92032962,GW
17.43095507,GW
17.52841477,GW
17.45961969,GW
16.82326514,GW
15.56488834,GW
14.75941254,GW
13.80201425,GW
13.3233151,GW
13.0223366,GW
12.99367198,GW
13.23158832,GW
13.4064425,GW
14.00839951,GW
