Demand,Units
18.65183662,GW
17.78467689,GW
17.49386756,GW
17.84368169,GW
18.76352427,GW
20.06689801,GW
21.49565693,GW
22.78533313,GW
23.73783907,GW
24.26045296,GW
24.364765,GW
24.16667748,GW
23.84636575,GW
23.59348806,GW
23.54501984,GW
23.74416102,GW
24.13085314,GW
24.99590556,GW
26.91250769,GW
28.42345186,GW
28.12421326,GW
25.82197267,GW
22.70314788,GW
20.44410722,GW
19.23556261,GW
18.3262566,GW
17.99014001,GW
18.29148592,GW
19.16286028,GW
20.41460482,GW
21.7906809,GW
23.02451327,GW
23.92328271,GW
24.39216009,GW
24.44484294,GW
24.19512622,GW
23.82423895,GW
23.51762476,GW
23.41436637,GW
23.55661007,GW
23.88324374,GW
24.76831564,GW
26.67122023,GW
28.09049624,GW
27.6721944,GW
25.27512467,GW
22.09518778,GW
19.78978621,GW
18.43372962,GW
17.48227733,GW
17.10612177,GW
17.37164334,GW
18.20930067,GW
19.43048916,GW
20.78022381,GW
21.99087573,GW
22.871733,GW
23.33323478,GW
23.38591763,GW
23.14252286,GW
22.7811185,GW
22.48609453,GW
22.39337271,GW
22.54404567,GW
22.87805494,GW
23.77682438,GW
25.68710457,GW
27.10743423,GW
26.69018605,GW
24.30259924,GW
21.14268183,GW
18.86678266,GW
17.54022846,GW
16.62670783,GW
16.28953758,GW
15.63416291,GW
16.55716646,GW
17.85948654,GW
19.23450896,GW
20.37245854,GW
21.05312098,GW
21.18904274,GW
20.82553106,GW
20.13854668,GW
19.38623557,GW
18.82990466,GW
18.65921222,GW
18.94159231,GW
19.60012794,GW
20.84555055,GW
23.22049348,GW
25.20452965,GW
25.31410998,GW
23.2984641,GW
20.33347323,GW
18.12711543,GW
16.8406002,GW
15.91338202,GW
15.58358737,GW
15.9334015,GW
16.88063917,GW
18.20403239,GW
19.59907429,GW
20.75282873,GW
21.44718871,GW
21.59153972,GW
21.23224267,GW
20.54736561,GW
19.79400084,GW
19.23450896,GW
19.06065555,GW
19.338821,GW
19.9910347,GW
21.28281821,GW
23.68410257,GW
25.64285097,GW
25.70501674,GW
23.65354651,GW
20.66958982,GW
18.44953448,GW
17.0734584,GW
16.1272744,GW
15.77851392,GW
16.10725491,GW
17.95431567,GW
19.22291873,GW
20.61796063,GW
21.87286614,GW
22.79692335,GW
23.29741044,GW
23.38591763,GW
23.17623988,GW
22.84749889,GW
22.58513829,GW
22.52507984,GW
22.70946982,GW
23.07719612,GW
23.99177042,GW
25.92628471,GW
27.39086797,GW
27.02208802,GW
24.67664748,GW
21.54833978,GW
19.29772838,GW
18.09550572,GW
17.20411187,GW
16.89012208,GW
17.21886307,GW
18.12079348,GW
19.40836237,GW
20.82237009,GW
22.10045606,GW
23.04558641,GW
23.56503932,GW
23.66935137,GW
23.47547848,GW
23.163596,GW
22.92125488,GW
22.88437689,GW
23.0972156,GW
23.49865893,GW
24.33210164,GW
26.23500622,GW
27.78388204,GW
27.5447019,GW
25.29514415,GW
22.21214371,GW
19.98682007,GW
18.76457793,GW
17.89847185,GW
17.60766251,GW
17.95642299,GW
18.87731923,GW
20.18069296,GW
21.60945189,GW
22.89912808,GW
23.85690232,GW
24.39321374,GW
24.51754527,GW
24.34263821,GW
24.04761424,GW
23.81475604,GW
23.77998536,GW
23.98439482,GW
24.36581866,GW
25.18451017,GW
27.05896601,GW
28.55831996,GW
28.26013502,GW
25.95473345,GW
22.82431844,GW
20.55895584,GW
19.28508449,GW
18.37577848,GW
18.03966189,GW
18.34206146,GW
19.21238216,GW
20.4641267,GW
21.84020278,GW
23.07508881,GW
23.97807288,GW
24.46170145,GW
24.53440378,GW
24.30892118,GW
23.96226802,GW
23.67672697,GW
23.58716612,GW
23.7346781,GW
24.05709715,GW
24.88632523,GW
26.74497622,GW
28.15582297,GW
27.74173576,GW
25.34361238,GW
22.15313891,GW
19.8414154,GW
18.53171972,GW
17.58132109,GW
17.20516553,GW
17.4706871,GW
18.30834443,GW
19.53058658,GW
20.87926757,GW
22.08991949,GW
22.97499139,GW
23.44702974,GW
23.51551744,GW
23.29003484,GW
22.94654265,GW
22.66732354,GW
22.58513829,GW
22.74002587,GW
23.06982052,GW
23.80316581,GW
25.60281201,GW
27.06001967,GW
26.73970793,GW
24.41007226,GW
21.25331581,GW
18.96793373,GW
17.65507708,GW
16.74050278,GW
16.40438619,GW
15.74901153,GW
16.67201508,GW
17.97433516,GW
19.34935757,GW
20.48730716,GW
21.17429154,GW
21.32601815,GW
20.98674059,GW
20.32820495,GW
19.60539623,GW
19.07224578,GW
18.91841185,GW
19.20711388,GW
19.85932757,GW
21.03099418,GW
23.33955672,GW
25.3162173,GW
25.44265614,GW
23.4333322,GW
20.45780476,GW
18.24407136,GW
16.92067813,GW
15.99451361,GW
15.66471896,GW
16.01347944,GW
16.96177076,GW
18.28516398,GW
19.67915222,GW
20.83396032,GW
21.53358858,GW
21.69585176,GW
21.36184249,GW
20.70646782,GW
19.98260544,GW
19.44734768,GW
19.29035278,GW
19.57378652,GW
20.22073193,GW
21.47458379,GW
23.83582918,GW
25.77350444,GW
25.82302632,GW
23.7568049,GW
20.75915067,GW
18.53171972,GW
17.20727285,GW
16.2621425,GW
15.91232836,GW
16.24212301,GW
18.08918377,GW
19.35778683,GW
20.75282873,GW
22.00773424,GW
22.93600608,GW
23.45019071,GW
23.55766372,GW
23.37011277,GW
23.06349858,GW
22.82115746,GW
22.77268924,GW
22.96234751,GW
23.32585918,GW
24.08027761,GW
25.90310426,GW
27.39718992,GW
27.11586349,GW
24.82205215,GW
21.69374445,GW
19.43470379,GW
18.12606177,GW
17.23466793,GW
16.92067813,GW
17.24941913,GW
18.15134954,GW
19.43891842,GW
20.8539798,GW
22.13101211,GW
23.08351806,GW
23.62299046,GW
23.75785856,GW
23.59981,GW
23.32375186,GW
23.11091315,GW
23.09510829,GW
23.31532261,GW
23.70939034,GW
24.43957465,GW
26.24870376,GW
27.79020399,GW
27.58368721,GW
25.34888066,GW
22.25428999,GW
20.01948344,GW
18.7161097,GW
17.85000363,GW
17.55919429,GW
17.90900842,GW
18.828851,GW
20.1332784,GW
21.56203732,GW
22.85065986,GW
23.80948775,GW
24.34896015,GW
24.47855996,GW
24.30892118,GW
24.0191655,GW
23.79157558,GW
23.75891222,GW
23.96437533,GW
24.34579918,GW
25.14973949,GW
27.0126051,GW
28.50985173,GW
28.21588142,GW
25.91153351,GW
22.77901118,GW
20.51259493,GW
19.35884049,GW
18.45058813,GW
18.11447154,GW
18.41687111,GW
19.28719181,GW
20.53999001,GW
21.91606608,GW
23.14989846,GW
24.05077521,GW
24.5291355,GW
24.59340858,GW
24.3573894,GW
24.00019967,GW
23.70622936,GW
23.61034657,GW
23.75575124,GW
24.08027761,GW
24.78833513,GW
26.57006915,GW
28.03570607,GW
27.73014554,GW
25.40472449,GW
22.23216319,GW
19.91833237,GW
18.66974879,GW
17.7182965,GW
17.3431946,GW
17.60871617,GW
18.4463735,GW
19.66861565,GW
21.01729664,GW
22.22794856,GW
23.11618143,GW
23.59770269,GW
23.67883428,GW
23.47021019,GW
23.14252286,GW
22.87805494,GW
22.80429895,GW
22.96234751,GW
23.28898118,GW
23.90958517,GW
25.60913395,GW
27.08530744,GW
26.83664438,GW
24.55336961,GW
21.39977414,GW
19.10701646,GW
17.73410136,GW
16.81952706,GW
16.48341047,GW
15.8280358,GW
16.75103935,GW
18.05335943,GW
19.42838185,GW
20.56633144,GW
21.25963776,GW
21.42927654,GW
21.11423309,GW
20.4862535,GW
19.79189352,GW
19.28508449,GW
19.14810908,GW
19.44207939,GW
20.0890248,GW
21.23540364,GW
23.51130281,GW
25.46162196,GW
25.56593401,GW
23.53659058,GW
20.54525829,GW
18.32414929,GW
