Demand,Units
0.951688969,GW
0.957737839,GW
0.977900741,GW
0.987982192,GW
0.949672678,GW
0.85692333,GW
0.744011079,GW
0.657310601,GW
0.602870766,GW
0.564561253,GW
0.550447221,GW
0.562544962,GW
0.598838186,GW
0.653278021,GW
0.711750436,GW
0.764173981,GW
0.808532365,GW
0.840793008,GW
0.86095591,GW
0.873053651,GW
0.879102522,GW
0.885151392,GW
0.895232843,GW
0.905314294,GW
0.915395745,GW
0.925477196,GW
0.951688969,GW
0.96378671,GW
0.929509777,GW
0.838776718,GW
0.725864468,GW
0.64118028,GW
0.580691574,GW
0.54238206,GW
0.526251739,GW
0.53834948,GW
0.574642703,GW
0.629082539,GW
0.687554954,GW
0.737962209,GW
0.782320593,GW
0.818613816,GW
0.844825589,GW
0.8629722,GW
0.875069941,GW
0.885151392,GW
0.897249134,GW
0.911363165,GW
0.919428326,GW
0.925477196,GW
0.947656388,GW
0.955721549,GW
0.913379455,GW
0.818613816,GW
0.703685276,GW
0.616984797,GW
0.562544962,GW
0.524235449,GW
0.510121417,GW
0.493991096,GW
0.53230061,GW
0.586740445,GW
0.64521286,GW
0.697636405,GW
0.733929628,GW
0.758125111,GW
0.768206562,GW
0.768206562,GW
0.762157691,GW
0.760141401,GW
0.766190271,GW
0.780304303,GW
0.798450914,GW
0.818613816,GW
0.85490704,GW
0.883135102,GW
0.8629722,GW
0.782320593,GW
0.677473503,GW
0.594805605,GW
0.546414641,GW
0.506088837,GW
0.491974806,GW
0.506088837,GW
0.546414641,GW
0.600854476,GW
0.659326891,GW
0.711750436,GW
0.75005995,GW
0.774255432,GW
0.784336883,GW
0.784336883,GW
0.782320593,GW
0.780304303,GW
0.786353173,GW
0.800467205,GW
0.818613816,GW
0.838776718,GW
0.877086232,GW
0.903298004,GW
0.879102522,GW
0.798450914,GW
0.691587534,GW
0.606903346,GW
0.550447221,GW
0.510121417,GW
0.496007386,GW
0.510121417,GW
0.576658994,GW
0.629082539,GW
0.689571244,GW
0.741994789,GW
0.788369463,GW
0.828695267,GW
0.85893962,GW
0.883135102,GW
0.903298004,GW
0.919428326,GW
0.935558647,GW
0.949672678,GW
0.959754129,GW
0.96378671,GW
0.979917031,GW
