Demand,Units
8.579147397,GW
8.434548474,GW
8.598971443,GW
9.036266573,GW
9.658974839,GW
10.34115524,GW
10.95570067,GW
11.40698924,GW
11.64837615,GW
11.68335976,GW
11.57257833,GW
11.40232476,GW
11.26822092,GW
11.23440343,GW
11.32536082,GW
11.51194007,GW
11.75099474,GW
12.88213148,GW
14.37709777,GW
14.74325955,GW
13.40222115,GW
11.23673567,GW
9.801241521,GW
9.19136058,GW
8.75523157,GW
8.595473082,GW
8.741238125,GW
9.162207571,GW
9.765091791,GW
10.42861427,GW
11.02333565,GW
11.45596629,GW
11.6798614,GW
11.69968545,GW
11.57374445,GW
11.39066356,GW
11.23906791,GW
11.18892473,GW
11.26005808,GW
11.42331492,GW
11.66353572,GW
12.84364951,GW
14.3047983,GW
14.59166391,GW
13.18765501,GW
10.99534876,GW
9.545861165,GW
8.914990057,GW
8.464867603,GW
8.289949551,GW
8.422887271,GW
8.831029392,GW
9.423418529,GW
10.07644592,GW
10.66417058,GW
11.08863839,GW
11.30553677,GW
11.31953021,GW
11.18892473,GW
11.00117936,GW
10.84841759,GW
10.79827442,GW
10.87057388,GW
11.03849521,GW
11.28687884,GW
12.4821522,GW
13.95146384,GW
14.24299393,GW
12.84481563,GW
10.66300446,GW
9.22517807,GW
8.568652314,GW
8.131357184,GW
7.970432576,GW
7.710387738,GW
8.150015109,GW
8.770391134,GW
9.433913612,GW
9.994817499,GW
10.34815196,GW
10.44843831,GW
10.31666672,GW
10.02980111,GW
9.705619653,GW
9.4619005,GW
9.384936557,GW
9.506213073,GW
9.790746438,GW
10.17090167,GW
11.44547121,GW
13.10835883,GW
13.63078074,GW
12.4016899,GW
10.29217819,GW
8.874175845,GW
8.258464302,GW
7.81650469,GW
7.657912323,GW
7.821169171,GW
8.268959385,GW
8.898664372,GW
9.569183572,GW
10.13475194,GW
10.49041865,GW
10.58604052,GW
10.44260771,GW
10.14058254,GW
9.801241521,GW
9.543528925,GW
9.456069898,GW
9.572681933,GW
9.858381418,GW
10.2583607,GW
11.59473462,GW
13.26695119,GW
13.76721682,GW
12.52063417,GW
10.41112246,GW
8.993120121,GW
8.359916772,GW
7.910960438,GW
7.745371349,GW
7.901631475,GW
8.735407524,GW
9.345288465,GW
10.01464154,GW
10.61752576,GW
11.05715314,GW
11.28571272,GW
11.30903513,GW
11.18659249,GW
11.00584384,GW
10.86124492,GW
10.81926458,GW
10.90322525,GW
11.08514002,GW
11.3416865,GW
12.53695986,GW
14.02609554,GW
14.34677864,GW
12.97308887,GW
10.80643726,GW
9.377939835,GW
8.782052338,GW
8.35292005,GW
8.200158284,GW
8.356418411,GW
8.787882939,GW
9.403594483,GW
10.0811104,GW
10.69215747,GW
11.13994768,GW
11.37667011,GW
11.40815536,GW
11.29387557,GW
11.12245588,GW
10.98718591,GW
10.95570067,GW
11.05015641,GW
11.24256627,GW
11.4792887,GW
12.57427571,GW
14.08323544,GW
14.4937098,GW
13.19115337,GW
11.04315969,GW
9.619326747,GW
9.008279685,GW
8.58731024,GW
8.443877437,GW
8.607134285,GW
9.045595536,GW
9.667137681,GW
10.34931808,GW
10.96502963,GW
11.41748432,GW
11.6623696,GW
11.70434993,GW
11.60056522,GW
11.43964061,GW
11.31136737,GW
11.28221436,GW
11.37433787,GW
11.55975101,GW
11.78597835,GW
12.88096536,GW
14.36893492,GW
14.74792404,GW
13.4162146,GW
11.24956299,GW
9.810570484,GW
9.200689542,GW
8.764560532,GW
8.604802045,GW
8.751733209,GW
9.171536534,GW
9.774420753,GW
10.43794323,GW
11.03383073,GW
11.46529526,GW
11.68685812,GW
11.70434993,GW
11.57607669,GW
11.38833131,GW
11.23556955,GW
11.18309413,GW
11.25306135,GW
11.41865044,GW
11.64721003,GW
12.79583857,GW
14.26398409,GW
14.57883659,GW
13.19465173,GW
11.00700996,GW
9.555190128,GW
8.906827215,GW
8.45553864,GW
8.280620588,GW
8.414724428,GW
8.82286655,GW
9.415255686,GW
10.06828308,GW
10.65484162,GW
11.08164166,GW
11.30087229,GW
11.32069633,GW
11.19592146,GW
11.01400668,GW
10.8659094,GW
10.81809846,GW
10.89273017,GW
11.05831926,GW
11.2612242,GW
12.30723415,GW
13.78004415,GW
14.16602998,GW
12.83781891,GW
10.66417058,GW
9.217015227,GW
8.58731024,GW
8.148848989,GW
7.989090501,GW
7.729045664,GW
8.167506914,GW
8.78904906,GW
9.451405417,GW
10.0123093,GW
10.36564377,GW
10.464764,GW
10.32949404,GW
10.04029619,GW
9.713782495,GW
9.467731102,GW
9.389601039,GW
9.509711434,GW
9.79541092,GW
10.16390495,GW
11.38250071,GW
13.04888669,GW
13.61328894,GW
12.41568334,GW
10.31316835,GW
8.892833771,GW
8.267793264,GW
7.825833653,GW
7.667241285,GW
7.831664254,GW
8.279454468,GW
8.907993335,GW
9.578512535,GW
10.14524702,GW
10.50324597,GW
10.60586456,GW
10.47409296,GW
10.18722736,GW
9.860713659,GW
9.614662266,GW
9.535366082,GW
9.655476478,GW
9.937677602,GW
10.32482956,GW
11.63205047,GW
13.2902736,GW
13.79053923,GW
12.54162434,GW
10.42511591,GW
9.003615204,GW
8.356418411,GW
7.907462077,GW
7.743039108,GW
7.899299234,GW
8.733075283,GW
9.341790104,GW
10.0123093,GW
10.61519352,GW
11.0548209,GW
11.28571272,GW
11.31253349,GW
11.19358922,GW
11.01750504,GW
10.87640448,GW
10.83675639,GW
10.92188318,GW
11.10263183,GW
11.31953021,GW
12.37137077,GW
13.86283869,GW
14.2756453,GW
12.97075663,GW
10.81226786,GW
9.375607595,GW
8.784384578,GW
8.35525229,GW
8.202490525,GW
8.358750651,GW
8.79021518,GW
9.405926724,GW
10.08344265,GW
10.69448971,GW
11.14227992,GW
11.37900235,GW
11.4104876,GW
11.29504169,GW
11.123622,GW
10.98835204,GW
10.95570067,GW
11.05132253,GW
11.24373239,GW
11.46646138,GW
12.470491,GW
13.97945073,GW
14.44823111,GW
13.19115337,GW
11.05132253,GW
9.622825108,GW
9.008279685,GW
8.58847636,GW
8.443877437,GW
8.607134285,GW
9.045595536,GW
9.667137681,GW
10.35048421,GW
10.96502963,GW
11.41865044,GW
11.66353572,GW
11.70784829,GW
11.6052297,GW
11.44430509,GW
11.31719797,GW
11.28921108,GW
11.38250071,GW
11.56674773,GW
11.79180895,GW
12.87630088,GW
14.36310432,GW
14.74675792,GW
13.41854684,GW
11.25072911,GW
9.810570484,GW
9.172702654,GW
8.736573644,GW
8.576815156,GW
8.7225802,GW
9.142383525,GW
9.746433865,GW
10.40995634,GW
11.00467772,GW
11.43730837,GW
11.65770511,GW
11.67519692,GW
11.54575756,GW
11.35801219,GW
11.2040843,GW
11.15160888,GW
11.2215761,GW
11.38716519,GW
11.58540565,GW
12.60692708,GW
14.08206932,GW
14.4820486,GW
13.1643326,GW
10.98485367,GW
9.52720324,GW
8.910325576,GW
8.459037001,GW
8.284118949,GW
8.418222789,GW
8.82519879,GW
9.418754047,GW
10.07178144,GW
10.65833998,GW
11.08280778,GW
11.29504169,GW
11.30203841,GW
11.16443621,GW
10.96852799,GW
10.80993562,GW
10.75396185,GW
10.82626131,GW
10.99534876,GW
11.19125698,GW
