0.569595053,,,,,,
0.364107664,,,,,,
0.261664173,,,,,,
0.365939787,,,,,,
0.321754147,,,,,,
0.160649276,,,,,,
0.038170132,,,,,,
0.02963129,,,,,,
0.104734394,,,,,,
0.301483314,,,,,,
0.148204121,,,,,,
0.295260786,,,,,,
0.165781296,,,,,,
0.165116247,,,,,,
0.193870099,,,,,,1
0.192538857,,,,,,
0.217155217,,,,,,
0.103414607,,,,,,
0.034708668,,,,,,
0.136457006,,,,,,
0.307001556,,,,,,
0.494454002,,,,,,
0.43604194,,,,,,
0.374265396,,,,,,
0.445691752,,,,,,
0.44897266,,,,,,
0.438433077,,,,,,
0.528443626,,,,,,
0.394630087,,,,,,
0.237427974,,,,,,
0.142917727,,,,,,
0.132609579,,,,,,
0.131207274,,,,,,
0.147212725,,,,,,
0.059372316,,,,,,
0.028723322,,,,,,
0.105612662,,,,,,
0.26084843,,,,,,
0.269858079,,,,,,
0.090036823,,,,,,
0.024441996,,,,,,
0.035018082,,,,,,
0.090017003,,,,,,
0.152652207,,,,,,
0.130471842,,,,,,
0.19860729,,,,,,
0.247979288,,,,,,
0.088568612,,,,,,
0.088619751,,,,,,
0.066949195,,,,,,
0.047082598,,,,,,
0.064472323,,,,,,
0.046413209,,,,,,
0.013155079,,,,,,
0.001676988,,,,,,
0.000210299,,,,,,
0.001711619,,,,,,
0.059499227,,,,,,
0.163606711,,,,,,
0.214997511,,,,,,
0.360741269,,,,,,
0.256688855,,,,,,
0.268251751,,,,,,
0.242706998,,,,,,
0.085916063,,,,,,
0.017014685,,,,,,
0.023662701,,,,,,
0.091880905,,,,,,
0.18892092,,,,,,
0.307913744,,,,,,
0.041731259,,,,,,
0.102673818,,,,,,
0.16514573,,,,,,
0.344202978,,,,,,
0.503907021,,,,,,
0.422046484,,,,,,
0.258243376,,,,,,
0.092109498,,,,,,
0.024439203,,,,,,
0.024020224,,,,,,
0.02979231,,,,,,
0.074437092,,,,,,
0.08282303,,,,,,
0.226308247,,,,,,
0.312098361,,,,,,
0.278781898,,,,,,
0.266834783,,,,,,
0.152370385,,,,,,
0.030269397,,,,,,
0.000932654,,,,,,
0.000317047,,,,,,
0.000878749,,,,,,
0.008640433,,,,,,
0.034109429,,,,,,
0.012785123,,,,,,
0.006193572,,,,,,
0.004943563,,,,,,
0.004303748,,,,,,
0.002212863,,,,,,
0.000693569,,,,,,
0.001603244,,,,,,
0.004453146,,,,,,
0.006295708,,,,,,
0.002922351,,,,,,
0.000780192,,,,,,
0.001379449,,,,,,
0.003309698,,,,,,
0.003354277,,,,,,
0.003904644,,,,,,
0.00165767,,,,,,
0.001665259,,,,,,
0.007568265,,,,,,
0.017377352,,,,,,
0.015085,,,,,,
0.007273761,,,,,,
0.001488214,,,,,,
0.000204456,,,,,,
0.000575706,,,,,,
7.24E-05,,,,,,
1.61E-05,,,,,,
5.08E-05,,,,,,
