Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,CO2_Budget,11,11,0,720,1,0
1,RE_PV_Openfield_Lim,11,11,0,720,1,0
2,RE_WIND_Onshore_Lim,11,11,0,720,1,0
3,PP_CO2,11,11,0,720,1,0
4,BESS,11,11,0,720,1,0
5,EL_to_HTH,11,11,0,720,1,0
6,EL_to_NH3,11,11,0,720,1,0
7,NH3_Storage,11,11,0,720,1,0
8,NH3_to_EL,11,11,0,720,1,0
9,NH3_to_HTH,11,11,0,720,1,0
10,FF_to_HTH,11,11,0,720,1,0
11,EL_Demand,11,11,0,720,1,0
12,HTH_Demand,11,11,0,720,1,0
