Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,20,20,5
1,RE_PV_Openfield_Lim,20,20,20
2,RE_PV_Rooftop_Lim,20,20,20
3,RE_WIND_Onshore_Lim,20,20,20
4,RE_WIND_Offshore_Lim,20,20,20
5,PP_CO2,20,20,20
6,BESS,20,20,0
7,EL_to_HTH,20,20,20
8,EL_to_NH3,20,20,0
9,NH3_Storage,20,20,0
10,NH3_to_EL,20,20,0
11,NH3_to_HTH,20,20,0
12,FF_to_HTH,20,20,20
13,EL_Demand,20,20,20
14,HTH_Demand,20,20,20
