,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
PHL,high,0.13688915380065408,0.06174515746762637,0.04875352931267331,0.03562220623132291
PHL,low,0.0402789366027784,0.02514508675152205,0.018719120137244197,0.012223306059767666
PHL,medium,0.059825050704294884,0.04344512210957423,0.033666477261760086,0.02388783241394595
