Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,EL_Demand,1,1,0,192,1,0
1,RE_PV,1,1,0,192,1,0
2,BESS,1,1,0,192,1,0
3,CO2_Budget,1,1,0,192,1,0
4,PP_CO2,1,1,0,192,1,0
