country_1,country_2,country_3,country_4,emissions,cost
BN,,,,4.480923935222426,0.2974314332413758
BN,,,,3.9596387227296383,0.29963975669675985
BN,,,,3.3695194602140583,0.30786804235248966
BN,,,,3.2996985630027,0.30920166610999705
BN,,,,2.6397632407053693,0.3271961347345522
BN,,,,2.2463718015957292,0.3414375127467126
BN,,,,1.9798202183558629,0.35210218951127586
BN,,,,1.3198967579203542,0.3831817023288561
BN,,,,1.123174629857545,0.3986343687679425
BN,,,,0.6599421136985757,0.4675472195696763
BN,,,,0.0002055674666782,0.7026218993549661
BN,TH,,,70.37020591365427,15.58875047076476
BN,TH,,,61.57417311003262,15.647160157677826
BN,TH,,,56.934286126747104,15.708767448286189
BN,TH,,,52.77786384880663,15.78787966707275
BN,TH,,,43.98155327905668,16.037387199614827
BN,TH,,,35.185242688797615,16.436501718805726
BN,TH,,,28.46714399837528,16.873153332505684
BN,TH,,,26.38893198036055,17.065771099800095
BN,TH,,,17.592621317570384,18.27411267346148
BN,TH,,,8.796310661081085,20.203308125761716
BN,TH,,,0.0,25.49428868578038
ID,,,,198.26828890678053,40.214326103612876
ID,,,,173.51073143766027,40.28843342774843
ID,,,,154.99995313829854,40.567020407654326
ID,,,,148.72359505995118,40.703655746266605
ID,,,,123.9363615146944,41.4781673579234
ID,,,,99.14909140768629,42.590476664162296
ID,,,,77.56074400126911,44.12163726537671
ID,,,,74.3618224308128,44.39393866031271
ID,,,,49.57454942806422,47.357213256597184
ID,,,,24.78727480269439,52.85455927983993
ID,,,,0.0,70.02773773732703
ID,BN,,,202.74278986764955,40.512329200956984
ID,BN,,,177.44131445374765,40.58932356376479
ID,BN,,,156.4413564827356,40.91301665168474
ID,BN,,,152.09258296385548,41.01095251520589
ID,BN,,,126.74382262434364,41.79868307152722
ID,BN,,,101.3950603508944,42.92228262192651
ID,BN,,,78.22068385075093,44.55822758951823
ID,BN,,,76.0462965273482,44.74393492384841
ID,BN,,,50.69753111539001,47.75096005523554
ID,BN,,,25.34876551851458,53.311189930860984
ID,BN,,,0.0,70.73120184618514
ID,BN,TH,,267.8003173576227,55.69274051175473
ID,BN,TH,,235.085858309206,55.81477869248565
ID,BN,TH,,212.05696883678033,56.21261751398572
ID,BN,TH,,201.50352117243008,56.44082939293551
ID,BN,TH,,167.92184692603325,57.45830328683884
ID,BN,TH,,134.33592337974312,58.980776476406774
ID,BN,TH,,106.02902453063264,60.99003009105034
ID,BN,TH,,100.75239432005134,61.441803945768385
ID,BN,TH,,67.17217335102443,65.55093414962293
ID,BN,TH,,33.5893113434757,72.74861760771358
ID,BN,TH,,0.0285128035451457,94.67061396699663
ID,MY,,,293.84008063559884,49.49966007304097
ID,MY,,,289.66459781163843,49.501064587124695
ID,MY,,,251.8691927158108,49.60138781939511
ID,MY,,,209.89101065788603,50.10491114801215
ID,MY,,,193.0903894695388,50.43100718671657
ID,MY,,,167.91285083749634,51.146865497384695
ID,MY,,,125.93464206032156,52.935633615374265
ID,MY,,,96.54520604434424,54.99128033453479
ID,MY,,,83.95642807306075,56.125652018394206
ID,MY,,,41.97821408621464,62.06301276762373
ID,MY,,,0.0,85.1753015578888
ID,MY,PH,,346.6640276607939,114.20617982697874
ID,MY,PH,,297.04637761859374,57.23777979656397
ID,MY,PH,,247.5386887306848,57.87037403263443
ID,MY,PH,,230.26041360745623,58.226954874360516
ID,MY,PH,,198.0309605784014,59.186850659380255
ID,MY,PH,,148.52322834437868,61.43369218483516
ID,MY,PH,,115.13021184675476,63.92870338870677
ID,MY,PH,,99.01548507893682,65.50024921723961
ID,MY,PH,,49.50774274050689,72.89529449883443
ID,MY,PH,,0.0,99.29362310537238
ID,MY,PH,KR,458.59719233062145,80.85730253014731
ID,MY,PH,KR,440.233688665923,81.16982436354644
ID,MY,PH,KR,393.0833076650721,82.39164646859516
ID,MY,PH,KR,327.5694229995211,84.73422180665786
ID,MY,PH,KR,293.48912566581214,86.2224035443262
ID,MY,PH,KR,262.0555383998093,87.94992971011555
ID,MY,PH,KR,196.54165379914383,93.43135442159164
ID,MY,PH,KR,146.74456283293037,100.08152464697406
ID,MY,PH,KR,131.02776919957867,102.77171596698034
ID,MY,PH,KR,65.51388459972385,118.61744087649808
ID,MY,PH,KR,1.1554079401722092e-10,156.68941279540152
ID,PH,,,250.96976668235135,47.81736092667414
ID,PH,,,219.62924439018417,47.92309413250411
ID,PH,,,192.3333014771715,48.34944383016917
ID,PH,,,188.25367062931528,48.444124589876985
ID,PH,,,156.8780509120522,49.42808159258494
ID,PH,,,125.502448354858,50.875320600665475
ID,PH,,,96.14574846159373,53.06675924349347
ID,PH,,,94.1268355230116,53.255103803909456
ID,PH,,,62.75122474575627,57.11170708714269
ID,PH,,,31.37561237617844,63.64428149225349
ID,PH,,,0.0,84.14614193776622
KH,,,,8.966666652725886,1.989696206008357
KH,,,,7.69189884907589,2.001561118993361
KH,,,,7.433333332749372,2.0064324531124766
KH,,,,6.4099157113451595,2.038858808354582
KH,,,,5.127932568572309,2.130691214792332
KH,,,,4.950382702055458,2.1478131864349974
KH,,,,3.845949428637147,2.2818653592474023
KH,,,,2.563966285086976,2.5532165385097927
KH,,,,2.475191350741173,2.5789227995733035
KH,,,,1.2819831424388348,2.9502231733102646
KH,,,,0.0,3.8068304421096033
KH,TH,,,74.85241550732866,17.280153868683186
KH,TH,,,65.49588345321507,17.34421447722962
KH,TH,,,60.56479062349441,17.4139662799166
KH,TH,,,56.13933115998221,17.500698669990804
KH,TH,,,46.78277593027405,17.785580948080472
KH,TH,,,37.42622095045797,18.255795018822294
KH,TH,,,30.28239590636679,18.808280568410574
KH,TH,,,28.06966569124843,19.04542709683462
KH,TH,,,18.713110475727472,20.47337160621361
KH,TH,,,9.35655522468082,22.70024691830137
KH,TH,,,0.0,28.597754473870975
KH,TH,LA,,76.87070171208092,17.627973031840924
KH,TH,LA,,67.2619059308658,17.69324001560282
KH,TH,LA,,61.8861228682153,17.77036717745381
KH,TH,LA,,57.65306315141688,17.85415862771658
KH,TH,LA,,48.044219327546315,18.147773041846243
KH,TH,LA,,38.43537544565326,18.631272281635518
KH,TH,LA,,30.94306170725046,19.214433311963507
KH,TH,LA,,28.82653159588177,19.441245535385573
KH,TH,LA,,19.2176877286595,20.890595791690036
KH,TH,LA,,9.608843860175464,23.163159733150565
KH,TH,LA,,0.0,29.15713366038508
KH,TH,VN,,158.57937158426628,31.03998015593439
KH,TH,VN,,138.75743685829065,31.1418051379489
KH,TH,VN,,131.0826849695453,31.225362920621862
KH,TH,VN,,118.9349478044653,31.434153190637566
KH,TH,VN,,99.11245713274818,32.01416548118603
KH,TH,VN,,79.28996570237342,33.00063075041668
KH,TH,VN,,65.54134366736925,34.01682885771635
KH,TH,VN,,59.46747437903422,34.57564782818474
KH,TH,VN,,39.64498292999272,37.0225429111118
KH,TH,VN,,19.822491452331132,41.09337927653644
KH,TH,VN,,0.0,52.847019281061975
KH,TH,VN,LA,160.59764016938794,31.387797109020177
KH,TH,VN,LA,140.52345721011298,31.490854192452332
KH,TH,VN,LA,132.40401803742395,31.579979733643196
KH,TH,VN,LA,120.44868022089348,31.787494375948484
KH,TH,VN,LA,100.3739001664726,32.37634395081902
KH,TH,VN,LA,80.29912040278117,33.37611394235834
KH,TH,VN,LA,66.20200948918254,34.42066685406968
KH,TH,VN,LA,60.2243402824531,34.972036886545474
KH,TH,VN,LA,40.14956019464576,37.44638640178122
KH,TH,VN,LA,20.074780087953595,41.55664630813431
KH,TH,VN,LA,0.0,53.406381069149504
KH,VN,LA,,94.7192198785359,16.097318158935835
KH,VN,LA,,82.87972044374884,16.146653561540454
KH,VN,LA,,76.78960951078277,16.210224626272893
KH,VN,LA,,71.03976065230482,16.30781902961289
KH,VN,LA,,59.1998005817624,16.659538028042483
KH,VN,LA,,47.35984044008787,17.279051346553366
KH,VN,LA,,38.39480496404558,17.989100159736964
KH,VN,LA,,35.51988033803592,18.25328331563508
KH,VN,LA,,23.679920218208927,19.62452103194625
KH,VN,LA,,11.83996011901344,21.839633969843668
KH,VN,LA,,0.0,28.615453516939397
KR,,,,112.04299219868176,26.60801865993785
KR,,,,96.0368504327038,28.11507695943594
KR,,,,94.84305196610104,28.26110602222588
KR,,,,80.03070869917676,30.318418553605433
KR,,,,64.02456696557738,33.245622751289105
