Demand,Units
0.255952768,GW
0.243537149,GW
0.239239435,GW
0.244014673,GW
0.256907816,GW
0.275053721,GW
0.295587245,GW
0.313255627,GW
0.327103818,GW
0.335221723,GW
0.338086866,GW
0.336654294,GW
0.333789151,GW
0.331401532,GW
0.331401532,GW
0.334266675,GW
0.339519437,GW
0.348114866,GW
0.396344772,GW
0.454602678,GW
0.46606325,GW
0.412103058,GW
0.329968961,GW
0.279351436,GW
0.261683054,GW
0.248789911,GW
0.244014673,GW
0.248312387,GW
0.260728006,GW
0.278396388,GW
0.297974865,GW
0.315643246,GW
0.328536389,GW
0.33617677,GW
0.338086866,GW
0.33617677,GW
0.33235658,GW
0.329491437,GW
0.329013913,GW
0.331401532,GW
0.335699246,GW
0.345249723,GW
0.395389724,GW
0.452215059,GW
0.461288011,GW
0.405417724,GW
0.322328579,GW
0.271711054,GW
0.253087625,GW
0.239716958,GW
0.234464196,GW
0.238284387,GW
0.250222482,GW
0.267890864,GW
0.286991817,GW
0.304182674,GW
0.317075817,GW
0.324716199,GW
0.326626294,GW
0.324716199,GW
0.321373532,GW
0.318508389,GW
0.318030865,GW
0.320418484,GW
0.325193722,GW
0.334744199,GW
0.385361724,GW
0.442187059,GW
0.450782487,GW
0.3949122,GW
0.312300579,GW
0.261683054,GW
0.243059625,GW
0.230166482,GW
0.225391244,GW
0.217273339,GW
0.230166482,GW
0.248789911,GW
0.268368388,GW
0.284604198,GW
0.295109722,GW
0.298929912,GW
0.296542293,GW
0.28985696,GW
0.282216578,GW
0.276486293,GW
0.275053721,GW
0.279351436,GW
0.286991817,GW
0.29988496,GW
0.35241258,GW
0.415923248,GW
0.432159058,GW
0.382019057,GW
0.301795055,GW
0.251655054,GW
0.233509149,GW
0.220138482,GW
0.215840767,GW
0.220616005,GW
0.233509149,GW
0.252132578,GW
0.272188578,GW
0.288424388,GW
0.299407436,GW
0.303227627,GW
0.300840007,GW
0.29367715,GW
0.286036769,GW
0.279828959,GW
0.278396388,GW
0.282694102,GW
0.290812007,GW
0.304182674,GW
0.35862039,GW
0.421653534,GW
0.436934297,GW
0.385839248,GW
0.305137722,GW
0.254997721,GW
0.236851815,GW
0.223481148,GW
0.21870591,GW
0.223003625,GW
0.247834863,GW
0.265980769,GW
0.285559245,GW
0.303227627,GW
0.316598294,GW
0.324238675,GW
0.326626294,GW
0.325193722,GW
0.321851056,GW
0.318985913,GW
0.318985913,GW
0.321851056,GW
0.326626294,GW
0.33617677,GW
0.386794295,GW
0.444574678,GW
0.454125154,GW
0.399209915,GW
0.317075817,GW
0.266935816,GW
0.248789911,GW
0.236374292,GW
0.231599053,GW
0.236374292,GW
0.248789911,GW
0.266935816,GW
0.286991817,GW
0.305137722,GW
0.318508389,GW
0.326626294,GW
0.329491437,GW
0.328058865,GW
0.325193722,GW
0.322806103,GW
0.322806103,GW
0.32614877,GW
0.331401532,GW
0.339519437,GW
0.386316772,GW
0.445052202,GW
0.457945345,GW
0.405417724,GW
0.323761151,GW
0.27362115,GW
0.255952768,GW
0.243537149,GW
0.239239435,GW
0.244014673,GW
0.256907816,GW
0.275531245,GW
0.295587245,GW
0.313733151,GW
0.327103818,GW
0.335699246,GW
0.338564389,GW
0.337131818,GW
0.334266675,GW
0.331879056,GW
0.33235658,GW
0.335221723,GW
0.340474485,GW
0.348114866,GW
0.395389724,GW
0.45364763,GW
0.465585726,GW
0.412580582,GW
0.330446484,GW
0.279828959,GW
0.261683054,GW
0.248789911,GW
0.244014673,GW
0.248312387,GW
0.260728006,GW
0.278396388,GW
0.297974865,GW
0.315643246,GW
0.328536389,GW
0.33617677,GW
0.338564389,GW
0.336654294,GW
0.333311627,GW
0.330446484,GW
0.329968961,GW
0.33235658,GW
0.337131818,GW
0.345727247,GW
0.394434676,GW
0.451260011,GW
0.460810488,GW
0.405417724,GW
0.322806103,GW
0.271711054,GW
0.253087625,GW
0.239716958,GW
0.234464196,GW
0.238761911,GW
0.250700006,GW
0.267890864,GW
0.286991817,GW
0.304660198,GW
0.317553341,GW
0.324716199,GW
0.327103818,GW
0.325193722,GW
0.321851056,GW
0.318985913,GW
0.318508389,GW
0.321373532,GW
0.325671246,GW
0.332834104,GW
0.378198867,GW
0.435979249,GW
0.448394868,GW
0.395389724,GW
0.312778103,GW
0.262160578,GW
0.243537149,GW
0.230644006,GW
0.225868768,GW
0.217750863,GW
0.230644006,GW
0.249267435,GW
0.268845911,GW
0.285081721,GW
0.295587245,GW
0.29988496,GW
0.297497341,GW
0.291289531,GW
0.28364915,GW
0.277918864,GW
0.276963816,GW
0.280784007,GW
0.288901912,GW
0.300362484,GW
0.350980009,GW
0.414490677,GW
0.432159058,GW
0.382974105,GW
0.302272579,GW
0.252132578,GW
0.233986672,GW
0.221093529,GW
0.216318291,GW
0.221093529,GW
0.234464196,GW
0.253087625,GW
0.272666102,GW
0.289379436,GW
0.29988496,GW
0.304182674,GW
0.301795055,GW
0.295587245,GW
0.287946864,GW
0.282216578,GW
0.281261531,GW
0.285081721,GW
0.293199626,GW
0.30609277,GW
0.359575438,GW
0.422608582,GW
0.437889344,GW
0.386794295,GW
0.30609277,GW
0.255952768,GW
