Demand,Units
3.882289751,GW
3.816854937,GW
3.891260653,GW
4.089148196,GW
4.370940058,GW
4.679644626,GW
4.957742587,GW
5.161962532,GW
5.271196456,GW
5.287027459,GW
5.236895948,GW
5.159851731,GW
5.099166218,GW
5.083862915,GW
5.125023524,GW
5.209455542,GW
5.317634066,GW
5.829503178,GW
6.506014726,GW
6.671712563,GW
6.06485743,GW
5.084918315,GW
4.435319472,GW
4.159332312,GW
3.961972469,GW
3.889677553,GW
3.955640067,GW
4.146139809,GW
4.418960769,GW
4.719222135,GW
4.988349194,GW
5.184125937,GW
5.285444359,GW
5.294415261,GW
5.237423648,GW
5.15457473,GW
5.085973715,GW
5.06328261,GW
5.095472317,GW
5.169350333,GW
5.278056557,GW
5.812089074,GW
6.473297319,GW
6.603111548,GW
5.967760608,GW
4.975684391,GW
4.319753147,GW
4.034267384,GW
3.83057514,GW
3.751420122,GW
3.811577936,GW
3.996272976,GW
4.264344635,GW
4.5598567,GW
4.825817558,GW
5.0179004,GW
5.116052622,GW
5.122385023,GW
5.06328261,GW
4.978322891,GW
4.909194176,GW
4.886503071,GW
4.919220478,GW
4.995209295,GW
5.10760942,GW
5.648502038,GW
6.313404184,GW
6.445329213,GW
5.812616774,GW
4.825289858,GW
4.174635615,GW
3.87754045,GW
3.679652907,GW
3.606830291,GW
3.489153165,GW
3.688096109,GW
3.96883257,GW
4.269093936,GW
4.522917692,GW
4.682810827,GW
4.728193037,GW
4.668562923,GW
4.538748695,GW
4.392048063,GW
4.281758739,GW
4.246930531,GW
4.301811343,GW
4.430570171,GW
4.602600409,GW
5.179376635,GW
5.931877,GW
6.168286652,GW
5.61209073,GW
4.657481221,GW
4.01579788,GW
3.737172219,GW
3.537173875,GW
3.46540666,GW
3.539284676,GW
3.74192152,GW
4.026879583,GW
4.330307149,GW
4.586241705,GW
4.747190241,GW
4.79046165,GW
4.725554536,GW
4.588880206,GW
4.435319472,GW
4.318697747,GW
4.279120238,GW
4.33189025,GW
4.461176778,GW
4.642177918,GW
5.24692225,GW
6.003644216,GW
6.230027566,GW
5.665916142,GW
4.711306633,GW
4.069623292,GW
3.783082129,GW
3.579917585,GW
3.504984168,GW
3.575695984,GW
3.953001567,GW
4.228988727,GW
4.531888594,GW
4.804709553,GW
5.003652497,GW
5.10708172,GW
5.117635722,GW
5.06222721,GW
4.980433692,GW
4.914998878,GW
4.896001673,GW
4.933996082,GW
5.0163173,GW
5.132411325,GW
5.673303944,GW
6.347176991,GW
6.492294523,GW
5.870663787,GW
4.890196972,GW
4.24376433,GW
3.974109571,GW
3.779915929,GW
3.710787214,GW
3.781499029,GW
3.976748072,GW
4.255373733,GW
4.5619675,GW
4.838482361,GW
5.041119205,GW
5.148242329,GW
5.162490232,GW
5.11077562,GW
5.033203703,GW
4.97199049,GW
4.957742587,GW
5.000486296,GW
5.087556815,GW
5.194679939,GW
5.690190347,GW
6.373034297,GW
6.558784738,GW
5.969343709,GW
4.997320096,GW
4.352998254,GW
4.076483394,GW
3.885983652,GW
3.821076538,GW
3.894954554,GW
4.093369797,GW
4.374633959,GW
4.683338527,GW
4.961964188,GW
5.166711833,GW
5.277528857,GW
5.296526061,GW
5.249560751,GW
5.176738135,GW
5.118691122,GW
5.105498619,GW
5.147186928,GW
5.231091247,GW
5.333465069,GW
5.828975478,GW
6.502320826,GW
6.673823363,GW
6.071189831,GW
5.090723016,GW
4.439541073,GW
4.163553913,GW
3.96619407,GW
3.893899154,GW
3.960389368,GW
4.15036141,GW
4.42318237,GW
4.723443736,GW
4.993098495,GW
5.188347537,GW
5.288610559,GW
5.296526061,GW
5.238479048,GW
5.15351933,GW
5.084390615,GW
5.060644109,GW
5.092306116,GW
5.167239533,GW
5.270668755,GW
5.790453369,GW
6.454827815,GW
6.597306846,GW
5.970926809,GW
4.980961392,GW
4.323974748,GW
4.030573484,GW
3.826353539,GW
3.747198521,GW
3.807884035,GW
3.992579075,GW
4.260650734,GW
4.556162799,GW
4.821595957,GW
5.014734199,GW
5.113941821,GW
5.122912723,GW
5.066448811,GW
4.984127593,GW
4.917109678,GW
4.895473973,GW
4.929246781,GW
5.004180197,GW
5.096000017,GW
5.569347021,GW
6.235832267,GW
6.410501005,GW
5.809450574,GW
4.825817558,GW
4.170941714,GW
3.885983652,GW
3.687568408,GW
3.615273493,GW
3.497596367,GW
3.69601161,GW
3.977275772,GW
4.277009438,GW
4.530833193,GW
4.690726328,GW
4.735580838,GW
4.674367625,GW
4.543497996,GW
4.395741964,GW
4.284397239,GW
