Demand,Units
17.78454488,GW
16.95770721,GW
16.68042022,GW
17.01396834,GW
17.89103916,GW
19.13380733,GW
20.49613039,GW
21.72583793,GW
22.63405331,GW
23.13236617,GW
23.23182781,GW
23.04295116,GW
22.7375336,GW
22.49641447,GW
22.45019998,GW
22.64008129,GW
23.00879262,GW
23.83362096,GW
25.66110301,GW
27.10178978,GW
26.81646549,GW
24.62127677,GW
21.64747422,GW
19.49347669,GW
18.3411282,GW
17.47410401,GW
17.1536165,GW
17.44095013,GW
18.27180645,GW
19.46534613,GW
20.77743604,GW
21.95389644,GW
22.810874,GW
23.25794905,GW
23.3081822,GW
23.07007706,GW
22.71643568,GW
22.42407874,GW
22.32562176,GW
22.46125127,GW
22.77269681,GW
23.61661375,GW
25.43103517,GW
26.78431627,GW
26.38546505,GW
24.09985666,GW
21.06778365,GW
18.86958095,GW
17.57657964,GW
16.66936892,GW
16.31070422,GW
16.56387931,GW
17.36258641,GW
18.52699086,GW
19.8139642,GW
20.96832201,GW
21.8082203,GW
22.24826271,GW
22.29849586,GW
22.0664187,GW
21.72181928,GW
21.44051363,GW
21.35210329,GW
21.4957701,GW
21.81424828,GW
22.67122584,GW
24.49267991,GW
25.84696567,GW
25.44911911,GW
23.17255269,GW
20.15956828,GW
17.98949614,GW
16.72462539,GW
15.85358255,GW
15.53209038,GW
14.90718998,GW
15.78727479,GW
17.02903829,GW
18.34012354,GW
19.4251596,GW
20.07417192,GW
20.20377345,GW
19.85716471,GW
19.20212441,GW
18.48479501,GW
17.95433293,GW
17.79157752,GW
18.06082722,GW
18.68874161,GW
19.8762533,GW
22.14076376,GW
24.03254424,GW
24.1370292,GW
22.21510883,GW
19.38798707,GW
17.2842227,GW
16.05752914,GW
15.17342568,GW
14.85896615,GW
15.19251428,GW
16.09570634,GW
17.3575631,GW
18.68773694,GW
19.78784296,GW
20.44991589,GW
20.58755473,GW
20.24496463,GW
19.59193367,GW
18.8735996,GW
18.34012354,GW
18.17435414,GW
18.43958518,GW
19.06147159,GW
20.29318846,GW
22.58281549,GW
24.45048406,GW
24.50975918,GW
22.55368027,GW
19.70847458,GW
17.59164958,GW
16.27955967,GW
15.37737227,GW
15.04482881,GW
15.35828368,GW
17.11945796,GW
18.32907224,GW
19.65924609,GW
20.85579975,GW
21.73688923,GW
22.21410416,GW
22.29849586,GW
22.09856792,GW
21.78511305,GW
21.53495196,GW
21.47768617,GW
21.6535022,GW
22.00412959,GW
22.8761771,GW
24.72073841,GW
26.11722002,GW
25.76558796,GW
23.52920807,GW
20.54636354,GW
18.40040332,GW
17.25408281,GW
16.40413789,GW
16.1047483,GW
16.41820317,GW
17.27819472,GW
18.50589294,GW
19.85415072,GW
21.07280697,GW
21.9739897,GW
22.46928857,GW
22.56875021,GW
22.38389222,GW
22.08651196,GW
21.85543946,GW
21.82027626,GW
22.02321819,GW
22.4059948,GW
23.20068326,GW
25.01510468,GW
26.49195933,GW
26.26390082,GW
24.11894526,GW
21.17930125,GW
19.05745294,GW
17.89204383,GW
17.06621082,GW
16.78892382,GW
17.12146729,GW
17.99954277,GW
19.24231093,GW
20.604634,GW
21.83434154,GW
22.74758023,GW
23.25895371,GW
23.37750395,GW
23.21072989,GW
22.92942424,GW
22.70739371,GW
22.67423983,GW
22.86914446,GW
23.23283247,GW
24.01345564,GW
25.80075117,GW
27.23038665,GW
26.94606702,GW
24.74786432,GW
21.76301047,GW
19.60298496,GW
18.38834736,GW
17.52132317,GW
17.20083567,GW
17.48917395,GW
18.31902561,GW
19.51256529,GW
20.8246552,GW
22.00212027,GW
22.86311648,GW
23.32425681,GW
23.39357856,GW
23.17858067,GW
22.84804653,GW
22.57578285,GW
22.4903865,GW
22.63103932,GW
22.93846621,GW
23.72913601,GW
25.50136158,GW
26.84660538,GW
26.45177281,GW
24.16515976,GW
21.12304012,GW
18.91880944,GW
17.6700133,GW
16.76380725,GW
16.40514255,GW
16.65831763,GW
17.45702474,GW
18.62243385,GW
19.90840252,GW
21.06276034,GW
21.90667728,GW
22.35676631,GW
22.42206941,GW
22.20707152,GW
21.87955138,GW
21.61331567,GW
21.53495196,GW
21.68263742,GW
21.99709695,GW
22.69634242,GW
24.41230686,GW
25.80175583,GW
25.49633827,GW
23.27502832,GW
20.26505789,GW
18.08594379,GW
16.83413366,GW
15.96208615,GW
15.64159865,GW
15.01669825,GW
15.89678306,GW
17.13854656,GW
18.44963181,GW
19.53466787,GW
20.18970817,GW
20.33437964,GW
20.01087815,GW
19.38296376,GW
18.69376492,GW
18.18540543,GW
18.03872463,GW
18.3140023,GW
18.93588871,GW
20.053074,GW
22.25429069,GW
24.13903852,GW
24.25959808,GW
22.34370569,GW
19.50653731,GW
17.39574029,GW
16.13388353,GW
15.25078473,GW
14.93632521,GW
15.26886867,GW
16.17306539,GW
17.43492215,GW
18.76409133,GW
19.86520201,GW
20.53229826,GW
20.68701636,GW
20.36853819,GW
19.74363778,GW
19.05343428,GW
18.54306547,GW
18.39337068,GW
18.66362503,GW
19.28048813,GW
20.47603713,GW
22.72748697,GW
24.57506227,GW
24.62228144,GW
22.65213724,GW
19.79387094,GW
17.6700133,GW
16.40715187,GW
15.50596914,GW
15.17242102,GW
15.48688054,GW
17.24805483,GW
18.45766911,GW
19.78784296,GW
20.98439662,GW
21.86950475,GW
22.3597803,GW
22.46225593,GW
22.28342591,GW
21.99106897,GW
21.75999648,GW
21.71378198,GW
21.89462132,GW
22.24123007,GW
22.96056879,GW
24.69863583,GW
26.123248,GW
25.85500297,GW
23.66785156,GW
20.68500704,GW
18.53100951,GW
17.28321803,GW
16.43327311,GW
16.13388353,GW
16.4473384,GW
17.30732995,GW
18.53502816,GW
19.88429061,GW
21.10194219,GW
22.01015757,GW
22.52454504,GW
22.65314191,GW
22.50244245,GW
22.23922074,GW
22.03627881,GW
22.02120886,GW
22.23118344,GW
22.60692741,GW
23.30315888,GW
25.0281653,GW
26.49798731,GW
26.30107335,GW
24.17018308,GW
21.21948777,GW
19.08859749,GW
17.84582933,GW
17.01999632,GW
16.74270933,GW
17.07625745,GW
17.95332827,GW
19.1971011,GW
20.55942416,GW
21.78812704,GW
22.70237039,GW
23.21675786,GW
23.34033142,GW
23.17858067,GW
22.90229834,GW
22.68529112,GW
22.65414657,GW
22.85005586,GW
23.21374387,GW
23.98030176,GW
25.75654599,GW
27.18417215,GW
26.90387117,GW
24.70667313,GW
21.71980996,GW
19.55877979,GW
18.45867377,GW
17.59265425,GW
17.27216674,GW
17.56050503,GW
18.39035669,GW
19.58490103,GW
20.89699094,GW
22.07345134,GW
22.93243823,GW
23.38855524,GW
23.44983969,GW
23.22479517,GW
22.8842144,GW
22.60391342,GW
22.51248908,GW
22.65113258,GW
22.96056879,GW
23.63570235,GW
25.33458752,GW
26.73207379,GW
26.44072151,GW
24.22343022,GW
21.19838985,GW
18.99214984,GW
17.80162415,GW
16.89441344,GW
16.53675341,GW
16.78992849,GW
17.58863559,GW
18.7540447,GW
20.04001338,GW
21.19437119,GW
22.04130212,GW
22.50043313,GW
22.57779218,GW
22.3788689,GW
22.0664187,GW
21.81424828,GW
21.74392187,GW
21.89462132,GW
22.20606686,GW
22.79781338,GW
24.41833484,GW
25.82586774,GW
25.58876727,GW
23.41166249,GW
20.40470605,GW
18.21855931,GW
16.90948339,GW
16.03743588,GW
15.71694838,GW
15.09204797,GW
15.97213278,GW
17.21389628,GW
18.52498153,GW
19.6100176,GW
20.27108587,GW
20.43283662,GW
20.13244237,GW
19.53366321,GW
18.87159028,GW
18.38834736,GW
18.25774117,GW
18.53804215,GW
19.15490525,GW
20.24797862,GW
22.41805076,GW
24.27768202,GW
24.37714366,GW
22.44216267,GW
19.58992434,GW
17.47209468,GW
16.2705177,GW
15.3874189,GW
15.07295938,GW
15.40550284,GW
16.30969956,GW
17.57155632,GW
18.90173017,GW
20.00183618,GW
20.67295108,GW
20.83671116,GW
20.5312936,GW
19.92347247,GW
19.24934358,GW
18.75304004,GW
18.61238722,GW
18.88666022,GW
19.50050933,GW
20.58755473,GW
22.75561754,GW
24.62127677,GW
24.72978038,GW
22.79680872,GW
19.93954707,GW
17.8086568,GW
16.49757155,GW
15.59538415,GW
15.26284069,GW
15.57730022,GW
17.3384745,GW
18.54808878,GW
19.87826263,GW
21.07481629,GW
21.9659524,GW
22.47330722,GW
22.60089943,GW
22.45321396,GW
22.19099691,GW
21.98403633,GW
21.95590577,GW
22.14277309,GW
22.48335386,GW
23.07208639,GW
24.68356588,GW
26.11521069,GW
25.91829674,GW
23.77434584,GW
20.78748267,GW
18.62243385,GW
17.43693148,GW
16.58799122,GW
16.28860164,GW
16.6020565,GW
17.46204805,GW
18.68974627,GW
20.03900871,GW
21.25766496,GW
22.16889433,GW
22.69533775,GW
22.84000923,GW
22.70839837,GW
22.46426526,GW
22.2784026,GW
22.27337928,GW
22.48737251,GW
22.86010249,GW
23.53121739,GW
25.22708858,GW
26.68184064,GW
26.47889871,GW
24.33997113,GW
21.38023385,GW
19.24532492,GW
18.08795312,GW
17.26212011,GW
16.98483311,GW
17.31838124,GW
18.19545206,GW
19.43922489,GW
20.80154795,GW
22.03125549,GW
22.95253149,GW
23.49002621,GW
23.64574898,GW
23.52418475,GW
23.28607961,GW
23.10222628,GW
23.09418897,GW
23.29813557,GW
23.65378628,GW
24.32590584,GW
26.01373973,GW
27.42730061,GW
27.16608822,GW
24.97491816,GW
21.9739897,GW
19.8029129,GW
18.61138255,GW
17.74536303,GW
17.42487552,GW
17.71321381,GW
18.54306547,GW
19.73760981,GW
21.04969972,GW
22.22616012,GW
23.0961983,GW
23.58245521,GW
23.68794482,GW
23.51614745,GW
23.22780916,GW
22.99271801,GW
22.93143356,GW
23.08012369,GW
23.37951327,GW
23.90193805,GW
25.44208647,GW
26.82651212,GW
26.59443496,GW
24.40828821,GW
21.3681779,GW
19.14686795,GW
17.85386663,GW
16.94665592,GW
16.58899588,GW
16.84217097,GW
17.64087807,GW
18.80628718,GW
20.09225585,GW
21.24761833,GW
22.10057724,GW
22.57779218,GW
22.68227713,GW
22.51449841,GW
22.23419742,GW
22.00814824,GW
21.95590577,GW
22.11363786,GW
22.41905542,GW
22.96760143,GW
24.53588042,GW
25.92030607,GW
25.67516829,GW
23.48801688,GW
20.4659905,GW
18.27281111,GW
16.97478648,GW
16.10273898,GW
15.78225147,GW
15.15835573,GW
16.03844054,GW
17.28020404,GW
18.59128929,GW
19.67632536,GW
20.3383983,GW
20.50316303,GW
20.20879676,GW
19.61604558,GW
18.96000062,GW
18.48178102,GW
18.35519348,GW
18.63649913,GW
19.25235756,GW
20.29519778,GW
22.42106475,GW
24.28973798,GW
24.42335816,GW
22.51047976,GW
19.65924609,GW
17.53940711,GW
16.22128922,GW
15.33819042,GW
15.02373089,GW
15.35727901,GW
16.26047107,GW
17.5233325,GW
18.85250168,GW
19.95361236,GW
20.62673658,GW
20.79652463,GW
20.50115371,GW
19.9033792,GW
19.24030161,GW
18.7540447,GW
18.61941986,GW
18.89570219,GW
19.50754197,GW
20.46498584,GW
22.50445178,GW
24.39924625,GW
24.61022548,GW
22.74758023,GW
19.89835589,GW
17.76143763,GW
16.48852958,GW
15.58734685,GW
15.25480338,GW
15.56926291,GW
17.3304372,GW
18.54005148,GW
19.87022532,GW
21.06778365,GW
21.95590577,GW
22.45321396,GW
22.56774555,GW
22.40398548,GW
22.12569382,GW
21.90667728,GW
21.86850008,GW
22.05235342,GW
