Demand,Units
0.20089009,GW
0.199610535,GW
0.201209978,GW
0.20568842,GW
0.212086193,GW
0.218803855,GW
0.218803855,GW
0.225201629,GW
0.229680071,GW
0.231919291,GW
0.23223918,GW
0.230959625,GW
0.229040293,GW
0.227760738,GW
0.227120961,GW
0.228080627,GW
0.229999959,GW
0.234158512,GW
0.249513169,GW
0.265187714,GW
0.267107046,GW
0.251752389,GW
0.228720404,GW
0.214005525,GW
0.208247529,GW
0.203769088,GW
0.202169644,GW
0.203769088,GW
0.20792764,GW
0.213685637,GW
0.220403299,GW
0.226161295,GW
0.230319848,GW
0.232559069,GW
0.23223918,GW
0.230639737,GW
0.228720404,GW
0.226801072,GW
0.226161295,GW
0.226801072,GW
0.228400516,GW
0.232559069,GW
0.248233614,GW
0.263268382,GW
0.264547936,GW
0.248233614,GW
0.22488174,GW
0.210166861,GW
0.203769088,GW
0.199290646,GW
0.197371314,GW
0.198650869,GW
0.202489533,GW
0.208247529,GW
0.214645303,GW
0.220403299,GW
0.224561852,GW
0.226481184,GW
0.226481184,GW
0.22488174,GW
0.22264252,GW
0.221043076,GW
0.220403299,GW
0.221043076,GW
0.22264252,GW
0.227120961,GW
0.242475618,GW
0.257830274,GW
0.25878994,GW
0.242795506,GW
0.219763521,GW
0.205048642,GW
0.198650869,GW
0.194172427,GW
0.192572984,GW
0.189054208,GW
0.19353265,GW
0.199930423,GW
0.206328197,GW
0.211766305,GW
0.214645303,GW
0.214645303,GW
0.212406082,GW
0.208247529,GW
0.204088976,GW
0.20089009,GW
0.199610535,GW
0.20089009,GW
0.204408865,GW
0.210806639,GW
0.228720404,GW
0.246954059,GW
0.251432501,GW
0.237677287,GW
0.215604969,GW
0.201209978,GW
0.195132093,GW
0.190653652,GW
0.189054208,GW
0.190653652,GW
0.195451982,GW
0.201849756,GW
0.208247529,GW
0.213685637,GW
0.216884523,GW
0.216884523,GW
0.214325414,GW
0.210166861,GW
0.206008308,GW
0.202489533,GW
0.201529867,GW
0.202809422,GW
0.206328197,GW
0.212725971,GW
0.230959625,GW
0.249513169,GW
0.253671721,GW
0.23959662,GW
0.217524301,GW
0.20312931,GW
0.196731537,GW
0.192253095,GW
0.190653652,GW
0.192253095,GW
0.201209978,GW
0.207287863,GW
0.214005525,GW
0.219763521,GW
0.224241963,GW
0.226481184,GW
0.226481184,GW
0.225201629,GW
0.222962408,GW
0.221362965,GW
0.221043076,GW
0.221682854,GW
0.223602186,GW
0.228080627,GW
0.243755172,GW
0.259429718,GW
0.261029161,GW
0.245034727,GW
0.222322631,GW
0.207607752,GW
0.201529867,GW
0.197371314,GW
0.195771871,GW
0.197371314,GW
0.201849756,GW
0.20792764,GW
0.214645303,GW
0.220723188,GW
0.225201629,GW
0.22744085,GW
0.227760738,GW
0.226481184,GW
0.22488174,GW
0.223282297,GW
0.222962408,GW
0.223922074,GW
0.226161295,GW
0.229999959,GW
0.245034727,GW
0.261029161,GW
0.263268382,GW
0.248233614,GW
0.225521518,GW
0.211126527,GW
0.205368531,GW
0.201209978,GW
0.199930423,GW
0.201529867,GW
0.206008308,GW
0.212406082,GW
0.219123744,GW
0.225201629,GW
0.229999959,GW
0.23223918,GW
0.232559069,GW
0.231279514,GW
0.229360182,GW
0.228080627,GW
0.227760738,GW
0.228720404,GW
0.230639737,GW
0.234478401,GW
0.24919328,GW
0.265187714,GW
0.267426934,GW
0.252072278,GW
0.229040293,GW
0.214325414,GW
0.208247529,GW
0.203769088,GW
0.202169644,GW
0.203769088,GW
0.20792764,GW
0.213685637,GW
0.220403299,GW
0.226161295,GW
0.230319848,GW
0.232559069,GW
0.232559069,GW
0.231279514,GW
0.229040293,GW
0.22744085,GW
0.226801072,GW
0.22744085,GW
0.229040293,GW
0.232878957,GW
0.247913725,GW
0.263268382,GW
0.264547936,GW
0.248233614,GW
0.225201629,GW
0.210166861,GW
0.203769088,GW
0.199290646,GW
0.197371314,GW
0.198650869,GW
0.202489533,GW
0.208247529,GW
0.214645303,GW
0.220403299,GW
0.224561852,GW
0.226481184,GW
0.226481184,GW
0.22488174,GW
0.222962408,GW
0.221043076,GW
0.220403299,GW
0.221043076,GW
0.22264252,GW
0.226161295,GW
0.240556286,GW
0.256230831,GW
0.258470051,GW
0.242795506,GW
0.219763521,GW
0.205048642,GW
0.198650869,GW
0.194172427,GW
0.192572984,GW
0.189374097,GW
0.193852539,GW
0.199930423,GW
0.206648086,GW
0.211766305,GW
0.214645303,GW
0.214965191,GW
0.212725971,GW
0.208567418,GW
0.204408865,GW
0.201529867,GW
0.200250312,GW
0.201849756,GW
0.205368531,GW
0.211126527,GW
0.228080627,GW
0.24663417,GW
0.251432501,GW
0.237997176,GW
0.215924857,GW
0.201529867,GW
0.194812205,GW
0.190653652,GW
0.189054208,GW
0.190653652,GW
0.195132093,GW
0.201529867,GW
0.208247529,GW
0.213685637,GW
0.216564635,GW
0.216884523,GW
0.214325414,GW
0.21048675,GW
0.206008308,GW
0.202809422,GW
0.201849756,GW
0.20312931,GW
0.206648086,GW
0.213045859,GW
0.230959625,GW
0.24919328,GW
0.253351833,GW
0.23959662,GW
0.217524301,GW
0.202809422,GW
0.196731537,GW
0.191933207,GW
0.190333763,GW
0.191933207,GW
0.20089009,GW
0.206967974,GW
0.213685637,GW
0.219763521,GW
0.223922074,GW
0.226161295,GW
0.226161295,GW
0.22488174,GW
0.222962408,GW
0.221362965,GW
0.220723188,GW
0.221682854,GW
0.223602186,GW
0.227120961,GW
0.241515952,GW
0.257510385,GW
0.260069495,GW
0.245034727,GW
0.222002742,GW
0.207607752,GW
0.201209978,GW
0.197051425,GW
0.195451982,GW
0.197051425,GW
0.201529867,GW
0.207607752,GW
0.214325414,GW
0.220403299,GW
0.22488174,GW
0.227120961,GW
0.22744085,GW
0.226161295,GW
0.224561852,GW
0.222962408,GW
0.22264252,GW
0.223602186,GW
0.225841406,GW
0.229040293,GW
0.243115395,GW
0.259429718,GW
0.262628604,GW
0.247913725,GW
0.225521518,GW
0.210806639,GW
0.205368531,GW
0.201209978,GW
0.199930423,GW
0.201529867,GW
0.206008308,GW
0.212086193,GW
0.219123744,GW
0.225201629,GW
0.229680071,GW
0.231919291,GW
0.23223918,GW
0.230959625,GW
0.229360182,GW
0.227760738,GW
