Demand,Units
20.88467824,GW
20.41436401,GW
20.25622937,GW
20.44708152,GW
20.9473868,GW
21.65762945,GW
22.43603358,GW
23.13809685,GW
23.64930797,GW
23.91377452,GW
23.93967588,GW
23.79653677,GW
23.5865994,GW
23.41755893,GW
23.37120912,GW
23.47208811,GW
23.69020486,GW
23.99011538,GW
25.33562304,GW
27.04647625,GW
27.45271869,GW
25.92999117,GW
23.48708364,GW
21.86756681,GW
21.1818623,GW
20.68700994,GW
20.50433716,GW
20.66792472,GW
21.14232864,GW
21.82258023,GW
22.57099331,GW
23.24306553,GW
23.72292237,GW
23.95467141,GW
23.94921849,GW
23.77199863,GW
23.52798053,GW
23.32758577,GW
23.24715522,GW
23.3153167,GW
23.50071593,GW
23.80062646,GW
25.19521039,GW
26.86652994,GW
27.18279922,GW
25.58782053,GW
23.11219548,GW
21.47086699,GW
20.7129113,GW
20.1935208,GW
19.98903636,GW
20.13217547,GW
20.58749417,GW
21.25138701,GW
21.98480456,GW
22.64188125,GW
23.11083225,GW
23.33440192,GW
23.32076962,GW
23.13809685,GW
22.89271551,GW
22.69095752,GW
22.6118902,GW
22.68277814,GW
22.87363029,GW
23.18444665,GW
24.59675257,GW
26.27761473,GW
26.60070016,GW
25.01526407,GW
22.55463456,GW
20.93239127,GW
20.2207854,GW
19.72320657,GW
19.53917057,GW
19.17655148,GW
19.67958323,GW
20.38846264,GW
21.13687572,GW
21.75441875,GW
22.11158492,GW
22.15248181,GW
21.90573724,GW
21.4763199,GW
21.01282182,GW
20.66519826,GW
20.54387082,GW
20.6897364,GW
21.06189809,GW
21.58674151,GW
23.17899374,GW
25.16385611,GW
25.81956957,GW
24.47542513,GW
22.12658045,GW
20.53705467,GW
19.82953849,GW
19.32378029,GW
19.1451972,GW
19.33468612,GW
19.85135016,GW
20.57386188,GW
21.33181756,GW
21.9589032,GW
22.32288552,GW
22.37059855,GW
22.12930691,GW
21.70397926,GW
21.2418444,GW
20.89422084,GW
20.77153017,GW
20.91603252,GW
21.28410452,GW
21.82394346,GW
23.46390873,GW
25.43786527,GW
26.04722892,GW
24.66627728,GW
22.30516353,GW
20.70882161,GW
19.99039959,GW
19.47509878,GW
19.28560986,GW
19.46419294,GW
20.47434611,GW
21.16550354,GW
21.92482246,GW
22.60780051,GW
23.10128965,GW
23.34803421,GW
23.35757682,GW
23.19807895,GW
22.97314606,GW
22.79183652,GW
22.73321764,GW
22.82455403,GW
23.03449139,GW
23.35348713,GW
24.76442982,GW
26.46437719,GW
26.8188169,GW
25.26064541,GW
22.81637465,GW
21.20640043,GW
20.51796946,GW
20.03402293,GW
19.862256,GW
20.04220231,GW
20.53296499,GW
21.23366503,GW
22.00388978,GW
22.6991369,GW
23.20625833,GW
23.46799842,GW
23.49253656,GW
23.34803421,GW
23.13946008,GW
22.97450929,GW
22.9336124,GW
23.04130754,GW
23.26896689,GW
23.56206127,GW
24.86530881,GW
26.59524724,GW
27.05465563,GW
25.57827792,GW
23.15854529,GW
21.55811368,GW
20.87786209,GW
20.40754786,GW
20.24941322,GW
20.44026537,GW
20.94193388,GW
21.65217653,GW
22.43058066,GW
23.13264393,GW
23.64385505,GW
23.9083216,GW
23.93422296,GW
23.79108385,GW
23.58114648,GW
23.41346924,GW
23.3657562,GW
23.46799842,GW
23.68611517,GW
23.97375662,GW
25.28109386,GW
26.99467353,GW
27.42818055,GW
25.92453825,GW
23.48435718,GW
21.86347712,GW
21.18731522,GW
20.69246286,GW
20.50842685,GW
20.67337764,GW
21.14641833,GW
21.82803315,GW
22.57644623,GW
23.24715522,GW
23.72837529,GW
23.96012433,GW
23.95330818,GW
23.77745155,GW
23.53343345,GW
23.33303869,GW
23.25260814,GW
23.32213285,GW
23.50753208,GW
23.78835739,GW
25.14340766,GW
26.8188169,GW
27.16644046,GW
25.59463668,GW
23.12037486,GW
21.4763199,GW
20.74153912,GW
20.22351186,GW
20.01766418,GW
20.16080329,GW
20.61612199,GW
21.28001483,GW
22.01343239,GW
22.67187231,GW
23.14082331,GW
23.36439297,GW
23.35076067,GW
23.16945113,GW
22.92270656,GW
22.72094857,GW
22.64188125,GW
22.71413243,GW
22.90498458,GW
23.15718206,GW
24.40726365,GW
26.10312134,GW
26.54344451,GW
25.0438919,GW
22.59553145,GW
20.96374556,GW
20.2439603,GW
19.74638148,GW
19.5637087,GW
19.20108962,GW
19.70412136,GW
20.41300078,GW
21.16141385,GW
21.77895689,GW
22.13612305,GW
22.17701994,GW
