,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
KHM,high,0.20242336249031267,0.10985855734743719,0.08515432643003291,0.06045009551262867
KHM,low,0.09041404199426993,0.04906884613301245,0.038034709490552016,0.027000572848091594
KHM,medium,0.12416453651698954,0.06738635262745704,0.05223259505482132,0.03707958718572157
