,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
BRN,high,0,0.6081523632204914,0.29822940813125737,0.27959007012305376,0.26095073211485015
BRN,high,1,0.654193690032995,0.3208074304744718,0.30075696606981706,0.2807065016651627
BRN,high,2,0.6842613795374068,0.33555220462496527,0.3145801918359048,0.29360817904684455
BRN,high,3,0.7196050825953777,0.3528842619869192,0.3308289956127367,0.3087737292385544
BRN,high,4,0.7695284750517397,0.37736599499428963,0.35378062030714647,0.33019524562000346
BRN,high,5,0.8024398881780254,0.3935052914124423,0.3689112106991646,0.344317129985887
BRN,high,6,0.8372305727149401,0.41056615623089177,0.38490577146646093,0.35924538670203016
BRN,high,7,0.877855231549505,0.4304879204013191,0.40358242537623623,0.37667693035115424
BRN,high,8,0.9221242313193725,0.4521968183656659,0.42393451721781206,0.3956722160699576
BRN,high,9,1.023753500572613,0.5020343897560073,0.4706572403962572,0.43928009103650667
BRN,low,0,0.16344589319457764,0.1590942569813219,0.14507509239282246,0.13105557031588755
BRN,low,1,0.17581987418987102,0.17113878911284247,0.15605827710962727,0.1409773805536375
BRN,low,2,0.18390081025878835,0.17900457573170525,0.16323094155475382,0.14745690515042514
BRN,low,3,0.19339971787549615,0.18825058136621375,0.17166220203606924,0.1550733997025614
BRN,low,4,0.20681703558207082,0.20131067207567338,0.18357145572180067,0.16583178701824186
BRN,low,5,0.21566224549992047,0.20992038426984172,0.19142249205550824,0.1729241281452685
BRN,low,6,0.22501252489187126,0.2190217188054196,0.19972182965386048,0.18042144835548765
BRN,low,7,0.23593073231900105,0.22964923635411255,0.2094128651414831,0.1891759779017652
BRN,low,8,0.24782838600877732,0.24123012307203506,0.21997326023349864,0.19871585534535635
BRN,low,9,0.27514207858384965,0.2678166070803802,0.24421698025894129,0.22061675164745853
BRN,medium,0,0.2528619627905354,0.22928289978271457,0.21297694629409153,0.1965833554738314
BRN,medium,1,0.27200535673484094,0.24664119609108093,0.22910076950169822,0.21146607083045615
BRN,medium,2,0.28450711689310143,0.2579771826896209,0.23963057268927013,0.2211853577256377
BRN,medium,3,0.29920257590636196,0.2713023084579024,0.25200805307617524,0.23261009955384207
BRN,medium,4,0.3199600830199225,0.2901242038933971,0.26949138836684583,0.24874768052736285
BRN,medium,5,0.33364422703484176,0.3025323185270088,0.2810170728659428,0.25938619221790293
BRN,medium,6,0.3481097480306735,0.31564894771152363,0.293200884358371,0.2706321725332314
BRN,medium,7,0.3650009608119673,0.3309650759445,0.3074277727272782,0.2837639668526478
BRN,medium,8,0.38340744387371906,0.34765517739204677,0.32293092120893874,0.29807378301803467
BRN,medium,9,0.4256635922577468,0.3859709925831374,0.3585218236351582,0.3309251274711878
