MAR
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0138725509606094
0.1397506254727125
0.2900265694189294
0.4330613217191266
0.5271496897803152
0.5649027714711958
0.5428171310021822
0.4994945643187606
0.4309888976614022
0.2617255406459401
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0192027328362413
0.1698594482781658
0.3432025960159118
0.4878563539668084
0.580846469895911
0.6089959799513986
0.5765763487396572
0.5185714341481698
0.4276566158325076
0.2409961858329015
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0186170187346838
0.1665151571241911
0.336789754316721
0.4808943347273758
0.5747130595569885
0.6051784740733575
0.5744388890372059
0.5178507032034998
0.4324767285443102
0.2552298879751591
1.871554978527175e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0175613477408289
0.1569635157463835
0.3191844499343252
0.4616093220589102
0.5610644976452852
0.5935834108559482
0.5654918501378409
0.5110093040044457
0.4285379879494982
0.263577988450295
1.904119764766466e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0167912023462536
0.1510402669726515
0.30809757455142
0.4410906834188624
0.539750789840417
0.5771718353349002
0.5672302076478524
0.5165816482321628
0.4494144256408984
0.2626818253018713
1.9948369668496436e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0079453785324006
0.069074271164735
0.1582895750713599
0.2527881238929251
0.326037006422863
0.3651903571052403
0.3858921982912126
0.3574299032123427
0.3545867250966914
0.2868298375422481
1.4043318749627949e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0086765616741189
0.0929241117846996
0.2096701038133345
0.3130258089642411
0.3936140591367632
0.4502480028589007
0.4314268263970374
0.3985237744671542
0.3557899940232325
0.2946805082508251
6.650845346308573e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.013502203502827
0.1197385867005012
0.2593446865749602
0.3791866094292858
0.4605823808410136
0.4727387562597738
0.4335601851485913
0.3858904082921928
0.3325897440204752
0.2927883739283917
7.559030728815408e-05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0114555553934784
0.1102938498170862
0.2394265861343865
0.3566338552093574
0.4512616845673085
0.4765399510009976
0.4434857427028003
0.4000834766787517
0.346742992570533
0.2815351294920892
9.241389571760996e-05
0.0
0.0
0.0
0.0
