,,lcoe,lcoe,lcoe,lcoe
year,,2021,2030,2040,2050
region,scenario,,,,
MYS,high,0.14405321308784924,0.06497657468742633,0.05130503295455156,0.03748648539659212
MYS,low,0.04238692457578975,0.026461048515241486,0.019698780561346444,0.01286300969490906
MYS,medium,0.06295597962163747,0.04571881160133391,0.03542840384540667,0.02513799608947942
