,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2019-01-01 00:00:00,2019-01-01 02:00:00+02:00,0.0,0.0,0.0,8.267
2019-01-01 01:00:00,2019-01-01 03:00:00+02:00,0.0,0.0,0.0,7.8
2019-01-01 02:00:00,2019-01-01 04:00:00+02:00,0.0,0.0,0.0,7.305
2019-01-01 03:00:00,2019-01-01 05:00:00+02:00,0.0,0.0,0.0,6.704
2019-01-01 04:00:00,2019-01-01 06:00:00+02:00,0.0,0.0,0.001,6.128
2019-01-01 05:00:00,2019-01-01 07:00:00+02:00,0.139,0.116,0.047,7.681
2019-01-01 06:00:00,2019-01-01 08:00:00+02:00,0.398,0.37,0.08,10.596
2019-01-01 07:00:00,2019-01-01 09:00:00+02:00,0.584,0.601,0.089,13.942
2019-01-01 08:00:00,2019-01-01 10:00:00+02:00,0.6920000000000001,0.76,0.094,16.992
2019-01-01 09:00:00,2019-01-01 11:00:00+02:00,0.739,0.8310000000000001,0.097,17.976
2019-01-01 10:00:00,2019-01-01 12:00:00+02:00,0.74,0.839,0.094,18.614
2019-01-01 11:00:00,2019-01-01 13:00:00+02:00,0.6900000000000001,0.773,0.08700000000000001,18.925
2019-01-01 12:00:00,2019-01-01 14:00:00+02:00,0.55,0.577,0.08600000000000001,18.753
2019-01-01 13:00:00,2019-01-01 15:00:00+02:00,0.336,0.314,0.079,18.028
2019-01-01 14:00:00,2019-01-01 16:00:00+02:00,0.096,0.08700000000000001,0.034,15.009
2019-01-01 15:00:00,2019-01-01 17:00:00+02:00,0.0,0.0,0.0,12.444
2019-01-01 16:00:00,2019-01-01 18:00:00+02:00,0.0,0.0,0.0,11.72
2019-01-01 17:00:00,2019-01-01 19:00:00+02:00,0.0,0.0,0.0,11.051
2019-01-01 18:00:00,2019-01-01 20:00:00+02:00,0.0,0.0,0.0,10.338
2019-01-01 19:00:00,2019-01-01 21:00:00+02:00,0.0,0.0,0.0,9.678
2019-01-01 20:00:00,2019-01-01 22:00:00+02:00,0.0,0.0,0.0,8.929
2019-01-01 21:00:00,2019-01-01 23:00:00+02:00,0.0,0.0,0.0,8.105
2019-01-01 22:00:00,2019-01-02 00:00:00+02:00,0.0,0.0,0.0,7.518
2019-01-01 23:00:00,2019-01-02 01:00:00+02:00,0.0,0.0,0.0,7.108
2019-01-02 00:00:00,2019-01-02 02:00:00+02:00,0.0,0.0,0.0,6.728
2019-01-02 01:00:00,2019-01-02 03:00:00+02:00,0.0,0.0,0.0,6.405
2019-01-02 02:00:00,2019-01-02 04:00:00+02:00,0.0,0.0,0.0,6.086
2019-01-02 03:00:00,2019-01-02 05:00:00+02:00,0.0,0.0,0.0,5.834
2019-01-02 04:00:00,2019-01-02 06:00:00+02:00,0.0,0.0,0.001,5.815
2019-01-02 05:00:00,2019-01-02 07:00:00+02:00,0.099,0.069,0.051000000000000004,7.154
2019-01-02 06:00:00,2019-01-02 08:00:00+02:00,0.309,0.23700000000000002,0.11,9.101
2019-01-02 07:00:00,2019-01-02 09:00:00+02:00,0.509,0.459,0.129,12.247
2019-01-02 08:00:00,2019-01-02 10:00:00+02:00,0.595,0.5650000000000001,0.146,15.508000000000001
2019-01-02 09:00:00,2019-01-02 11:00:00+02:00,0.67,0.678,0.14300000000000002,16.942
2019-01-02 10:00:00,2019-01-02 12:00:00+02:00,0.623,0.595,0.162,17.304
2019-01-02 11:00:00,2019-01-02 13:00:00+02:00,0.44,0.322,0.196,17.065
2019-01-02 12:00:00,2019-01-02 14:00:00+02:00,0.317,0.199,0.169,16.799
2019-01-02 13:00:00,2019-01-02 15:00:00+02:00,0.219,0.14300000000000002,0.114,16.479
2019-01-02 14:00:00,2019-01-02 16:00:00+02:00,0.048,0.032,0.036000000000000004,15.15
2019-01-02 15:00:00,2019-01-02 17:00:00+02:00,0.0,0.0,0.0,13.185
2019-01-02 16:00:00,2019-01-02 18:00:00+02:00,0.0,0.0,0.0,12.095
2019-01-02 17:00:00,2019-01-02 19:00:00+02:00,0.0,0.0,0.0,11.629
2019-01-02 18:00:00,2019-01-02 20:00:00+02:00,0.0,0.0,0.0,11.426
2019-01-02 19:00:00,2019-01-02 21:00:00+02:00,0.0,0.0,0.0,11.089
2019-01-02 20:00:00,2019-01-02 22:00:00+02:00,0.0,0.0,0.0,10.815
2019-01-02 21:00:00,2019-01-02 23:00:00+02:00,0.0,0.0,0.0,10.395
2019-01-02 22:00:00,2019-01-03 00:00:00+02:00,0.0,0.0,0.0,9.626
2019-01-02 23:00:00,2019-01-03 01:00:00+02:00,0.0,0.0,0.0,8.935
2019-01-03 00:00:00,2019-01-03 02:00:00+02:00,0.0,0.0,0.0,8.542
2019-01-03 01:00:00,2019-01-03 03:00:00+02:00,0.0,0.0,0.0,7.954
2019-01-03 02:00:00,2019-01-03 04:00:00+02:00,0.0,0.0,0.0,7.646
2019-01-03 03:00:00,2019-01-03 05:00:00+02:00,0.0,0.0,0.0,7.264
2019-01-03 04:00:00,2019-01-03 06:00:00+02:00,0.0,0.0,0.0,6.908
2019-01-03 05:00:00,2019-01-03 07:00:00+02:00,0.064,0.037,0.047,7.358
2019-01-03 06:00:00,2019-01-03 08:00:00+02:00,0.277,0.196,0.115,9.115
2019-01-03 07:00:00,2019-01-03 09:00:00+02:00,0.41100000000000003,0.317,0.15,11.554
2019-01-03 08:00:00,2019-01-03 10:00:00+02:00,0.669,0.6940000000000001,0.114,14.454
2019-01-03 09:00:00,2019-01-03 11:00:00+02:00,0.746,0.8250000000000001,0.10200000000000001,16.129
2019-01-03 10:00:00,2019-01-03 12:00:00+02:00,0.754,0.85,0.096,17.017
2019-01-03 11:00:00,2019-01-03 13:00:00+02:00,0.6900000000000001,0.761,0.092,17.41
2019-01-03 12:00:00,2019-01-03 14:00:00+02:00,0.561,0.585,0.08700000000000001,17.322
2019-01-03 13:00:00,2019-01-03 15:00:00+02:00,0.36,0.342,0.077,16.661
2019-01-03 14:00:00,2019-01-03 16:00:00+02:00,0.10400000000000001,0.094,0.035,14.22
2019-01-03 15:00:00,2019-01-03 17:00:00+02:00,0.0,0.0,0.0,11.117
2019-01-03 16:00:00,2019-01-03 18:00:00+02:00,0.0,0.0,0.0,10.38
2019-01-03 17:00:00,2019-01-03 19:00:00+02:00,0.0,0.0,0.0,9.862
2019-01-03 18:00:00,2019-01-03 20:00:00+02:00,0.0,0.0,0.0,9.443
2019-01-03 19:00:00,2019-01-03 21:00:00+02:00,0.0,0.0,0.0,8.988
2019-01-03 20:00:00,2019-01-03 22:00:00+02:00,0.0,0.0,0.0,8.504
2019-01-03 21:00:00,2019-01-03 23:00:00+02:00,0.0,0.0,0.0,8.035
2019-01-03 22:00:00,2019-01-04 00:00:00+02:00,0.0,0.0,0.0,7.618
2019-01-03 23:00:00,2019-01-04 01:00:00+02:00,0.0,0.0,0.0,7.178
2019-01-04 00:00:00,2019-01-04 02:00:00+02:00,0.0,0.0,0.0,6.764
2019-01-04 01:00:00,2019-01-04 03:00:00+02:00,0.0,0.0,0.0,6.347
2019-01-04 02:00:00,2019-01-04 04:00:00+02:00,0.0,0.0,0.0,5.967
2019-01-04 03:00:00,2019-01-04 05:00:00+02:00,0.0,0.0,0.0,5.607
2019-01-04 04:00:00,2019-01-04 06:00:00+02:00,0.0,0.0,0.001,5.344
2019-01-04 05:00:00,2019-01-04 07:00:00+02:00,0.147,0.122,0.049,7.025
2019-01-04 06:00:00,2019-01-04 08:00:00+02:00,0.41200000000000003,0.385,0.08,9.812
2019-01-04 07:00:00,2019-01-04 09:00:00+02:00,0.599,0.619,0.088,13.284
2019-01-04 08:00:00,2019-01-04 10:00:00+02:00,0.707,0.78,0.092,16.365
2019-01-04 09:00:00,2019-01-04 11:00:00+02:00,0.768,0.88,0.09,17.731
2019-01-04 10:00:00,2019-01-04 12:00:00+02:00,0.759,0.871,0.09,18.419
2019-01-04 11:00:00,2019-01-04 13:00:00+02:00,0.6940000000000001,0.777,0.088,18.701
2019-01-04 12:00:00,2019-01-04 14:00:00+02:00,0.556,0.584,0.08600000000000001,18.528
2019-01-04 13:00:00,2019-01-04 15:00:00+02:00,0.352,0.334,0.078,17.814
2019-01-04 14:00:00,2019-01-04 16:00:00+02:00,0.089,0.075,0.038,15.167
2019-01-04 15:00:00,2019-01-04 17:00:00+02:00,0.0,0.0,0.0,13.631
2019-01-04 16:00:00,2019-01-04 18:00:00+02:00,0.0,0.0,0.0,13.179
2019-01-04 17:00:00,2019-01-04 19:00:00+02:00,0.0,0.0,0.0,13.103
2019-01-04 18:00:00,2019-01-04 20:00:00+02:00,0.0,0.0,0.0,12.735
2019-01-04 19:00:00,2019-01-04 21:00:00+02:00,0.0,0.0,0.0,12.25
2019-01-04 20:00:00,2019-01-04 22:00:00+02:00,0.0,0.0,0.0,11.727
2019-01-04 21:00:00,2019-01-04 23:00:00+02:00,0.0,0.0,0.0,11.265
2019-01-04 22:00:00,2019-01-05 00:00:00+02:00,0.0,0.0,0.0,10.755
2019-01-04 23:00:00,2019-01-05 01:00:00+02:00,0.0,0.0,0.0,10.384
2019-01-05 00:00:00,2019-01-05 02:00:00+02:00,0.0,0.0,0.0,9.933
2019-01-05 01:00:00,2019-01-05 03:00:00+02:00,0.0,0.0,0.0,9.321
2019-01-05 02:00:00,2019-01-05 04:00:00+02:00,0.0,0.0,0.0,8.771
2019-01-05 03:00:00,2019-01-05 05:00:00+02:00,0.0,0.0,0.0,8.07
2019-01-05 04:00:00,2019-01-05 06:00:00+02:00,0.0,0.0,0.001,7.154
2019-01-05 05:00:00,2019-01-05 07:00:00+02:00,0.147,0.12,0.051000000000000004,7.414
2019-01-05 06:00:00,2019-01-05 08:00:00+02:00,0.41100000000000003,0.379,0.08600000000000001,10.234
2019-01-05 07:00:00,2019-01-05 09:00:00+02:00,0.596,0.608,0.096,13.411
2019-01-05 08:00:00,2019-01-05 10:00:00+02:00,0.6910000000000001,0.74,0.109,16.542
2019-01-05 09:00:00,2019-01-05 11:00:00+02:00,0.659,0.667,0.14100000000000001,17.31
2019-01-05 10:00:00,2019-01-05 12:00:00+02:00,0.752,0.84,0.108,17.995
2019-01-05 11:00:00,2019-01-05 13:00:00+02:00,0.5660000000000001,0.524,0.158,17.967
2019-01-05 12:00:00,2019-01-05 14:00:00+02:00,0.199,0.07200000000000001,0.163,17.014
2019-01-05 13:00:00,2019-01-05 15:00:00+02:00,0.128,0.047,0.109,16.26
2019-01-05 14:00:00,2019-01-05 16:00:00+02:00,0.037,0.019,0.036000000000000004,14.061
2019-01-05 15:00:00,2019-01-05 17:00:00+02:00,0.0,0.0,0.0,11.021
2019-01-05 16:00:00,2019-01-05 18:00:00+02:00,0.0,0.0,0.0,10.146
2019-01-05 17:00:00,2019-01-05 19:00:00+02:00,0.0,0.0,0.0,9.527
2019-01-05 18:00:00,2019-01-05 20:00:00+02:00,0.0,0.0,0.0,9.056
2019-01-05 19:00:00,2019-01-05 21:00:00+02:00,0.0,0.0,0.0,8.627
2019-01-05 20:00:00,2019-01-05 22:00:00+02:00,0.0,0.0,0.0,8.195
2019-01-05 21:00:00,2019-01-05 23:00:00+02:00,0.0,0.0,0.0,7.958
2019-01-05 22:00:00,2019-01-06 00:00:00+02:00,0.0,0.0,0.0,8.148
2019-01-05 23:00:00,2019-01-06 01:00:00+02:00,0.0,0.0,0.0,8.077
2019-01-06 00:00:00,2019-01-06 02:00:00+02:00,0.0,0.0,0.0,7.566
2019-01-06 01:00:00,2019-01-06 03:00:00+02:00,0.0,0.0,0.0,6.561
2019-01-06 02:00:00,2019-01-06 04:00:00+02:00,0.0,0.0,0.0,6.018
2019-01-06 03:00:00,2019-01-06 05:00:00+02:00,0.0,0.0,0.0,5.777
2019-01-06 04:00:00,2019-01-06 06:00:00+02:00,0.0,0.0,0.001,5.56
2019-01-06 05:00:00,2019-01-06 07:00:00+02:00,0.131,0.10200000000000001,0.052000000000000005,6.158
2019-01-06 06:00:00,2019-01-06 08:00:00+02:00,0.399,0.357,0.09,8.172
2019-01-06 07:00:00,2019-01-06 09:00:00+02:00,0.596,0.595,0.098,10.327
2019-01-06 08:00:00,2019-01-06 10:00:00+02:00,0.71,0.749,0.10400000000000001,11.851
2019-01-06 09:00:00,2019-01-06 11:00:00+02:00,0.754,0.811,0.11,12.808
2019-01-06 10:00:00,2019-01-06 12:00:00+02:00,0.728,0.768,0.11800000000000001,13.392
2019-01-06 11:00:00,2019-01-06 13:00:00+02:00,0.632,0.625,0.128,13.673
2019-01-06 12:00:00,2019-01-06 14:00:00+02:00,0.439,0.364,0.14100000000000001,13.47
2019-01-06 13:00:00,2019-01-06 15:00:00+02:00,0.2,0.117,0.115,12.844
2019-01-06 14:00:00,2019-01-06 16:00:00+02:00,0.032,0.015,0.034,11.646
2019-01-06 15:00:00,2019-01-06 17:00:00+02:00,0.0,0.0,0.0,9.948
2019-01-06 16:00:00,2019-01-06 18:00:00+02:00,0.0,0.0,0.0,8.892
2019-01-06 17:00:00,2019-01-06 19:00:00+02:00,0.0,0.0,0.0,8.172
2019-01-06 18:00:00,2019-01-06 20:00:00+02:00,0.0,0.0,0.0,7.548
2019-01-06 19:00:00,2019-01-06 21:00:00+02:00,0.0,0.0,0.0,6.849
2019-01-06 20:00:00,2019-01-06 22:00:00+02:00,0.0,0.0,0.0,6.112
2019-01-06 21:00:00,2019-01-06 23:00:00+02:00,0.0,0.0,0.0,5.464
2019-01-06 22:00:00,2019-01-07 00:00:00+02:00,0.0,0.0,0.0,4.961
2019-01-06 23:00:00,2019-01-07 01:00:00+02:00,0.0,0.0,0.0,4.498
2019-01-07 00:00:00,2019-01-07 02:00:00+02:00,0.0,0.0,0.0,4.069
2019-01-07 01:00:00,2019-01-07 03:00:00+02:00,0.0,0.0,0.0,3.696
2019-01-07 02:00:00,2019-01-07 04:00:00+02:00,0.0,0.0,0.0,3.404
2019-01-07 03:00:00,2019-01-07 05:00:00+02:00,0.0,0.0,0.0,3.057
2019-01-07 04:00:00,2019-01-07 06:00:00+02:00,0.0,0.0,0.001,2.64
2019-01-07 05:00:00,2019-01-07 07:00:00+02:00,0.146,0.115,0.051000000000000004,3.081
2019-01-07 06:00:00,2019-01-07 08:00:00+02:00,0.41300000000000003,0.37,0.08600000000000001,5.376
