,local_time,electricity,wind_speed
2019-01-04 10:00:00,2019-01-04 12:00:00+02:00,0.063,4.375
2019-01-04 11:00:00,2019-01-04 13:00:00+02:00,0.053,4.182
2019-01-04 12:00:00,2019-01-04 14:00:00+02:00,0.041,3.884
2019-01-04 13:00:00,2019-01-04 15:00:00+02:00,0.027,3.52
2019-01-04 14:00:00,2019-01-04 16:00:00+02:00,0.019,3.228
2019-01-04 15:00:00,2019-01-04 17:00:00+02:00,0.014,3.054
2019-01-04 16:00:00,2019-01-04 18:00:00+02:00,0.009000000000000001,2.817
2019-01-04 17:00:00,2019-01-04 19:00:00+02:00,0.005,2.489
2019-01-04 18:00:00,2019-01-04 20:00:00+02:00,0.005,2.533
2019-01-04 19:00:00,2019-01-04 21:00:00+02:00,0.013000000000000001,2.975
2019-01-04 20:00:00,2019-01-04 22:00:00+02:00,0.029,3.572
2019-01-04 21:00:00,2019-01-04 23:00:00+02:00,0.051000000000000004,4.126
2019-01-04 22:00:00,2019-01-05 00:00:00+02:00,0.078,4.66
2019-01-04 23:00:00,2019-01-05 01:00:00+02:00,0.105,5.115
2019-01-05 00:00:00,2019-01-05 02:00:00+02:00,0.11800000000000001,5.303
2019-01-05 01:00:00,2019-01-05 03:00:00+02:00,0.10400000000000001,5.107
2019-01-05 02:00:00,2019-01-05 04:00:00+02:00,0.076,4.622
2019-01-05 03:00:00,2019-01-05 05:00:00+02:00,0.041,3.884
2019-01-05 04:00:00,2019-01-05 06:00:00+02:00,0.034,3.728
2019-01-05 05:00:00,2019-01-05 07:00:00+02:00,0.112,5.226
2019-01-05 06:00:00,2019-01-05 08:00:00+02:00,0.258,6.875
2019-01-05 07:00:00,2019-01-05 09:00:00+02:00,0.419,8.23
2019-01-05 08:00:00,2019-01-05 10:00:00+02:00,0.419,8.227
2019-01-05 09:00:00,2019-01-05 11:00:00+02:00,0.34,7.592
2019-01-05 10:00:00,2019-01-05 12:00:00+02:00,0.25,6.804
2019-01-05 11:00:00,2019-01-05 13:00:00+02:00,0.197,6.272
2019-01-05 12:00:00,2019-01-05 14:00:00+02:00,0.17500000000000002,6.023
2019-01-05 13:00:00,2019-01-05 15:00:00+02:00,0.15,5.736
2019-01-05 14:00:00,2019-01-05 16:00:00+02:00,0.112,5.22
2019-01-05 15:00:00,2019-01-05 17:00:00+02:00,0.078,4.681
2019-01-05 16:00:00,2019-01-05 18:00:00+02:00,0.065,4.438
2019-01-05 17:00:00,2019-01-05 19:00:00+02:00,0.088,4.852
2019-01-05 18:00:00,2019-01-05 20:00:00+02:00,0.10400000000000001,5.095
2019-01-05 19:00:00,2019-01-05 21:00:00+02:00,0.101,5.041
2019-01-05 20:00:00,2019-01-05 22:00:00+02:00,0.08,4.705
2019-01-05 21:00:00,2019-01-05 23:00:00+02:00,0.032,3.679
2019-01-05 22:00:00,2019-01-06 00:00:00+02:00,0.002,2.147
2019-01-05 23:00:00,2019-01-06 01:00:00+02:00,0.0,1.179
2019-01-06 00:00:00,2019-01-06 02:00:00+02:00,0.003,2.291
2019-01-06 01:00:00,2019-01-06 03:00:00+02:00,0.045,3.999
2019-01-06 02:00:00,2019-01-06 04:00:00+02:00,0.095,4.959
2019-01-06 03:00:00,2019-01-06 05:00:00+02:00,0.133,5.516
2019-01-06 04:00:00,2019-01-06 06:00:00+02:00,0.117,5.29
2019-01-06 05:00:00,2019-01-06 07:00:00+02:00,0.14,5.609
2019-01-06 06:00:00,2019-01-06 08:00:00+02:00,0.08600000000000001,4.819
2019-01-06 07:00:00,2019-01-06 09:00:00+02:00,0.047,4.034
2019-01-06 08:00:00,2019-01-06 10:00:00+02:00,0.037,3.807
2019-01-06 09:00:00,2019-01-06 11:00:00+02:00,0.048,4.073
2019-01-06 10:00:00,2019-01-06 12:00:00+02:00,0.054,4.21
2019-01-06 11:00:00,2019-01-06 13:00:00+02:00,0.053,4.187
2019-01-06 12:00:00,2019-01-06 14:00:00+02:00,0.046,4.014
2019-01-06 13:00:00,2019-01-06 15:00:00+02:00,0.028,3.541
2019-01-06 14:00:00,2019-01-06 16:00:00+02:00,0.01,2.821
2019-01-06 15:00:00,2019-01-06 17:00:00+02:00,0.001,2.06
2019-01-06 16:00:00,2019-01-06 18:00:00+02:00,0.0,1.703
2019-01-06 17:00:00,2019-01-06 19:00:00+02:00,0.0,1.719
2019-01-06 18:00:00,2019-01-06 20:00:00+02:00,0.0,1.658
2019-01-06 19:00:00,2019-01-06 21:00:00+02:00,0.003,2.315
2019-01-06 20:00:00,2019-01-06 22:00:00+02:00,0.027,3.495
2019-01-06 21:00:00,2019-01-06 23:00:00+02:00,0.136,5.54
2019-01-06 22:00:00,2019-01-07 00:00:00+02:00,0.326,7.475
2019-01-06 23:00:00,2019-01-07 01:00:00+02:00,0.323,7.439
2019-01-07 00:00:00,2019-01-07 02:00:00+02:00,0.245,6.748
2019-01-07 01:00:00,2019-01-07 03:00:00+02:00,0.259,6.885
2019-01-07 02:00:00,2019-01-07 04:00:00+02:00,0.234,6.65
2019-01-07 03:00:00,2019-01-07 05:00:00+02:00,0.187,6.164
2019-01-07 04:00:00,2019-01-07 06:00:00+02:00,0.252,6.82
2019-01-07 05:00:00,2019-01-07 07:00:00+02:00,0.2,6.301
2019-01-07 06:00:00,2019-01-07 08:00:00+02:00,0.11,5.191
2019-01-07 07:00:00,2019-01-07 09:00:00+02:00,0.07100000000000001,4.538
2019-01-07 08:00:00,2019-01-07 10:00:00+02:00,0.053,4.19
2019-01-07 09:00:00,2019-01-07 11:00:00+02:00,0.043000000000000003,3.944
2019-01-07 10:00:00,2019-01-07 12:00:00+02:00,0.04,3.87
2019-01-07 11:00:00,2019-01-07 13:00:00+02:00,0.047,4.041
2019-01-07 12:00:00,2019-01-07 14:00:00+02:00,0.059000000000000004,4.305
2019-01-07 13:00:00,2019-01-07 15:00:00+02:00,0.078,4.665
2019-01-07 14:00:00,2019-01-07 16:00:00+02:00,0.09,4.871
2019-01-07 15:00:00,2019-01-07 17:00:00+02:00,0.09,4.868
2019-01-07 16:00:00,2019-01-07 18:00:00+02:00,0.074,4.601
2019-01-07 17:00:00,2019-01-07 19:00:00+02:00,0.014,3.039
2019-01-07 18:00:00,2019-01-07 20:00:00+02:00,0.002,2.102
2019-01-07 19:00:00,2019-01-07 21:00:00+02:00,0.044,3.963
2019-01-07 20:00:00,2019-01-07 22:00:00+02:00,0.128,5.444
2019-01-07 21:00:00,2019-01-07 23:00:00+02:00,0.124,5.391
2019-01-07 22:00:00,2019-01-08 00:00:00+02:00,0.054,4.206
2019-01-07 23:00:00,2019-01-08 01:00:00+02:00,0.023,3.406
2019-01-08 00:00:00,2019-01-08 02:00:00+02:00,0.045,3.996
2019-01-08 01:00:00,2019-01-08 03:00:00+02:00,0.053,4.185
2019-01-08 02:00:00,2019-01-08 04:00:00+02:00,0.048,4.063
2019-01-08 03:00:00,2019-01-08 05:00:00+02:00,0.055,4.226
2019-01-08 04:00:00,2019-01-08 06:00:00+02:00,0.041,3.901
2019-01-08 05:00:00,2019-01-08 07:00:00+02:00,0.068,4.481
2019-01-08 06:00:00,2019-01-08 08:00:00+02:00,0.098,5.003
2019-01-08 07:00:00,2019-01-08 09:00:00+02:00,0.156,5.8
2019-01-08 08:00:00,2019-01-08 10:00:00+02:00,0.249,6.795
2019-01-08 09:00:00,2019-01-08 11:00:00+02:00,0.34800000000000003,7.646
2019-01-08 10:00:00,2019-01-08 12:00:00+02:00,0.417,8.207
2019-01-08 11:00:00,2019-01-08 13:00:00+02:00,0.443,8.4
2019-01-08 12:00:00,2019-01-08 14:00:00+02:00,0.41100000000000003,8.157
2019-01-08 13:00:00,2019-01-08 15:00:00+02:00,0.339,7.577
2019-01-08 14:00:00,2019-01-08 16:00:00+02:00,0.242,6.721
2019-01-08 15:00:00,2019-01-08 17:00:00+02:00,0.10300000000000001,5.085
2019-01-08 16:00:00,2019-01-08 18:00:00+02:00,0.019,3.227
2019-01-08 17:00:00,2019-01-08 19:00:00+02:00,0.0,1.552
2019-01-08 18:00:00,2019-01-08 20:00:00+02:00,0.0,1.484
2019-01-08 19:00:00,2019-01-08 21:00:00+02:00,0.016,3.115
2019-01-08 20:00:00,2019-01-08 22:00:00+02:00,0.061,4.345
2019-01-08 21:00:00,2019-01-08 23:00:00+02:00,0.05,4.116
2019-01-08 22:00:00,2019-01-09 00:00:00+02:00,0.01,2.837
2019-01-08 23:00:00,2019-01-09 01:00:00+02:00,0.0,1.434
2019-01-09 00:00:00,2019-01-09 02:00:00+02:00,0.0,1.439
2019-01-09 01:00:00,2019-01-09 03:00:00+02:00,0.001,1.939
2019-01-09 02:00:00,2019-01-09 04:00:00+02:00,0.0,1.727
2019-01-09 03:00:00,2019-01-09 05:00:00+02:00,0.0,0.988
2019-01-09 04:00:00,2019-01-09 06:00:00+02:00,0.0,0.833
2019-01-09 05:00:00,2019-01-09 07:00:00+02:00,0.001,1.972
2019-01-09 06:00:00,2019-01-09 08:00:00+02:00,0.006,2.612
2019-01-09 07:00:00,2019-01-09 09:00:00+02:00,0.007,2.652
2019-01-09 08:00:00,2019-01-09 10:00:00+02:00,0.007,2.671
2019-01-09 09:00:00,2019-01-09 11:00:00+02:00,0.016,3.1270000000000002
2019-01-09 10:00:00,2019-01-09 12:00:00+02:00,0.027,3.522
2019-01-09 11:00:00,2019-01-09 13:00:00+02:00,0.031,3.618
2019-01-09 12:00:00,2019-01-09 14:00:00+02:00,0.03,3.6
2019-01-09 13:00:00,2019-01-09 15:00:00+02:00,0.028,3.538
2019-01-09 14:00:00,2019-01-09 16:00:00+02:00,0.023,3.404
2019-01-09 15:00:00,2019-01-09 17:00:00+02:00,0.017,3.186
2019-01-09 16:00:00,2019-01-09 18:00:00+02:00,0.01,2.863
2019-01-09 17:00:00,2019-01-09 19:00:00+02:00,0.005,2.482
2019-01-09 18:00:00,2019-01-09 20:00:00+02:00,0.003,2.282
2019-01-09 19:00:00,2019-01-09 21:00:00+02:00,0.005,2.498
2019-01-09 20:00:00,2019-01-09 22:00:00+02:00,0.028,3.541
2019-01-09 21:00:00,2019-01-09 23:00:00+02:00,0.12,5.328
2019-01-09 22:00:00,2019-01-10 00:00:00+02:00,0.289,7.154
2019-01-09 23:00:00,2019-01-10 01:00:00+02:00,0.428,8.295
2019-01-10 00:00:00,2019-01-10 02:00:00+02:00,0.462,8.559
2019-01-10 01:00:00,2019-01-10 03:00:00+02:00,0.418,8.217
2019-01-10 02:00:00,2019-01-10 04:00:00+02:00,0.361,7.756
2019-01-10 03:00:00,2019-01-10 05:00:00+02:00,0.312,7.359
2019-01-10 04:00:00,2019-01-10 06:00:00+02:00,0.304,7.287
2019-01-10 05:00:00,2019-01-10 07:00:00+02:00,0.45,8.465
2019-01-10 06:00:00,2019-01-10 08:00:00+02:00,0.444,8.416
2019-01-10 07:00:00,2019-01-10 09:00:00+02:00,0.39,7.993
2019-01-10 08:00:00,2019-01-10 10:00:00+02:00,0.364,7.781
2019-01-10 09:00:00,2019-01-10 11:00:00+02:00,0.337,7.565
2019-01-10 10:00:00,2019-01-10 12:00:00+02:00,0.304,7.29
2019-01-10 11:00:00,2019-01-10 13:00:00+02:00,0.274,7.021
2019-01-10 12:00:00,2019-01-10 14:00:00+02:00,0.231,6.617
2019-01-10 13:00:00,2019-01-10 15:00:00+02:00,0.178,6.063
2019-01-10 14:00:00,2019-01-10 16:00:00+02:00,0.124,5.392
2019-01-10 15:00:00,2019-01-10 17:00:00+02:00,0.052000000000000005,4.17
2019-01-10 16:00:00,2019-01-10 18:00:00+02:00,0.006,2.561
2019-01-10 17:00:00,2019-01-10 19:00:00+02:00,0.0,1.481
2019-01-10 18:00:00,2019-01-10 20:00:00+02:00,0.001,1.968
2019-01-10 19:00:00,2019-01-10 21:00:00+02:00,0.012,2.942
2019-01-10 20:00:00,2019-01-10 22:00:00+02:00,0.026000000000000002,3.485
2019-01-10 21:00:00,2019-01-10 23:00:00+02:00,0.035,3.742
2019-01-10 22:00:00,2019-01-11 00:00:00+02:00,0.039,3.847
2019-01-10 23:00:00,2019-01-11 01:00:00+02:00,0.032,3.677
2019-01-11 00:00:00,2019-01-11 02:00:00+02:00,0.025,3.448
2019-01-11 01:00:00,2019-01-11 03:00:00+02:00,0.026000000000000002,3.489
2019-01-11 02:00:00,2019-01-11 04:00:00+02:00,0.043000000000000003,3.953
2019-01-11 03:00:00,2019-01-11 05:00:00+02:00,0.054,4.197
2019-01-11 04:00:00,2019-01-11 06:00:00+02:00,0.033,3.687
2019-01-11 05:00:00,2019-01-11 07:00:00+02:00,0.16,5.855
2019-01-11 06:00:00,2019-01-11 08:00:00+02:00,0.28600000000000003,7.119
2019-01-11 07:00:00,2019-01-11 09:00:00+02:00,0.299,7.241
2019-01-11 08:00:00,2019-01-11 10:00:00+02:00,0.296,7.222
2019-01-11 09:00:00,2019-01-11 11:00:00+02:00,0.302,7.264
2019-01-11 10:00:00,2019-01-11 12:00:00+02:00,0.32,7.416
2019-01-11 11:00:00,2019-01-11 13:00:00+02:00,0.334,7.536
2019-01-11 12:00:00,2019-01-11 14:00:00+02:00,0.34500000000000003,7.632
2019-01-11 13:00:00,2019-01-11 15:00:00+02:00,0.34800000000000003,7.645
2019-01-11 14:00:00,2019-01-11 16:00:00+02:00,0.321,7.424
2019-01-11 15:00:00,2019-01-11 17:00:00+02:00,0.212,6.42
2019-01-11 16:00:00,2019-01-11 18:00:00+02:00,0.128,5.441
2019-01-11 17:00:00,2019-01-11 19:00:00+02:00,0.121,5.351
2019-01-11 18:00:00,2019-01-11 20:00:00+02:00,0.12,5.339
2019-01-11 19:00:00,2019-01-11 21:00:00+02:00,0.107,5.145
2019-01-11 20:00:00,2019-01-11 22:00:00+02:00,0.079,4.687
2019-01-11 21:00:00,2019-01-11 23:00:00+02:00,0.048,4.079
2019-01-11 22:00:00,2019-01-12 00:00:00+02:00,0.024,3.406
2019-01-11 23:00:00,2019-01-12 01:00:00+02:00,0.004,2.39
2019-01-12 00:00:00,2019-01-12 02:00:00+02:00,0.0,1.465
2019-01-12 01:00:00,2019-01-12 03:00:00+02:00,0.0,1.079
2019-01-12 02:00:00,2019-01-12 04:00:00+02:00,0.0,0.725
2019-01-12 03:00:00,2019-01-12 05:00:00+02:00,0.0,1.732
2019-01-12 04:00:00,2019-01-12 06:00:00+02:00,0.015,3.065
2019-01-12 05:00:00,2019-01-12 07:00:00+02:00,0.008,2.728
2019-01-12 06:00:00,2019-01-12 08:00:00+02:00,0.0,1.597
2019-01-12 07:00:00,2019-01-12 09:00:00+02:00,0.001,2.035
2019-01-12 08:00:00,2019-01-12 10:00:00+02:00,0.022,3.365
2019-01-12 09:00:00,2019-01-12 11:00:00+02:00,0.047,4.06
2019-01-12 10:00:00,2019-01-12 12:00:00+02:00,0.058,4.296
2019-01-12 11:00:00,2019-01-12 13:00:00+02:00,0.057,4.272
2019-01-12 12:00:00,2019-01-12 14:00:00+02:00,0.048,4.078
2019-01-12 13:00:00,2019-01-12 15:00:00+02:00,0.035,3.757
2019-01-12 14:00:00,2019-01-12 16:00:00+02:00,0.021,3.306
2019-01-12 15:00:00,2019-01-12 17:00:00+02:00,0.006,2.57
2019-01-12 16:00:00,2019-01-12 18:00:00+02:00,0.001,1.802
2019-01-12 17:00:00,2019-01-12 19:00:00+02:00,0.001,1.8780000000000001
2019-01-12 18:00:00,2019-01-12 20:00:00+02:00,0.004,2.369
2019-01-12 19:00:00,2019-01-12 21:00:00+02:00,0.01,2.859
2019-01-12 20:00:00,2019-01-12 22:00:00+02:00,0.02,3.267
2019-01-12 21:00:00,2019-01-12 23:00:00+02:00,0.027,3.494
2019-01-12 22:00:00,2019-01-13 00:00:00+02:00,0.066,4.456
2019-01-12 23:00:00,2019-01-13 01:00:00+02:00,0.259,6.884
2019-01-13 00:00:00,2019-01-13 02:00:00+02:00,0.509,8.919
2019-01-13 01:00:00,2019-01-13 03:00:00+02:00,0.518,8.987
2019-01-13 02:00:00,2019-01-13 04:00:00+02:00,0.364,7.787
2019-01-13 03:00:00,2019-01-13 05:00:00+02:00,0.22,6.5120000000000005
2019-01-13 04:00:00,2019-01-13 06:00:00+02:00,0.209,6.402
2019-01-13 05:00:00,2019-01-13 07:00:00+02:00,0.249,6.792
2019-01-13 06:00:00,2019-01-13 08:00:00+02:00,0.21,6.411
2019-01-13 07:00:00,2019-01-13 09:00:00+02:00,0.159,5.837
2019-01-13 08:00:00,2019-01-13 10:00:00+02:00,0.149,5.707
2019-01-13 09:00:00,2019-01-13 11:00:00+02:00,0.137,5.553
2019-01-13 10:00:00,2019-01-13 12:00:00+02:00,0.113,5.238
2019-01-13 11:00:00,2019-01-13 13:00:00+02:00,0.10200000000000001,5.073
2019-01-13 12:00:00,2019-01-13 14:00:00+02:00,0.101,5.048
2019-01-13 13:00:00,2019-01-13 15:00:00+02:00,0.108,5.164
2019-01-13 14:00:00,2019-01-13 16:00:00+02:00,0.126,5.421
2019-01-13 15:00:00,2019-01-13 17:00:00+02:00,0.138,5.571
2019-01-13 16:00:00,2019-01-13 18:00:00+02:00,0.181,6.092
2019-01-13 17:00:00,2019-01-13 19:00:00+02:00,0.228,6.592
2019-01-13 18:00:00,2019-01-13 20:00:00+02:00,0.178,6.055
2019-01-13 19:00:00,2019-01-13 21:00:00+02:00,0.10200000000000001,5.061
2019-01-13 20:00:00,2019-01-13 22:00:00+02:00,0.055,4.231
2019-01-13 21:00:00,2019-01-13 23:00:00+02:00,0.049,4.102
2019-01-13 22:00:00,2019-01-14 00:00:00+02:00,0.058,4.283
2019-01-13 23:00:00,2019-01-14 01:00:00+02:00,0.065,4.427
2019-01-14 00:00:00,2019-01-14 02:00:00+02:00,0.07100000000000001,4.545
2019-01-14 01:00:00,2019-01-14 03:00:00+02:00,0.09,4.878
2019-01-14 02:00:00,2019-01-14 04:00:00+02:00,0.122,5.37
2019-01-14 03:00:00,2019-01-14 05:00:00+02:00,0.129,5.457
2019-01-14 04:00:00,2019-01-14 06:00:00+02:00,0.053,4.193
2019-01-14 05:00:00,2019-01-14 07:00:00+02:00,0.026000000000000002,3.493
2019-01-14 06:00:00,2019-01-14 08:00:00+02:00,0.055,4.226
2019-01-14 07:00:00,2019-01-14 09:00:00+02:00,0.041,3.912
2019-01-14 08:00:00,2019-01-14 10:00:00+02:00,0.027,3.513
2019-01-14 09:00:00,2019-01-14 11:00:00+02:00,0.018000000000000002,3.197
2019-01-14 10:00:00,2019-01-14 12:00:00+02:00,0.018000000000000002,3.214
2019-01-14 11:00:00,2019-01-14 13:00:00+02:00,0.021,3.319
2019-01-14 12:00:00,2019-01-14 14:00:00+02:00,0.021,3.326
2019-01-14 13:00:00,2019-01-14 15:00:00+02:00,0.019,3.226
2019-01-14 14:00:00,2019-01-14 16:00:00+02:00,0.017,3.173
2019-01-14 15:00:00,2019-01-14 17:00:00+02:00,0.022,3.35
2019-01-14 16:00:00,2019-01-14 18:00:00+02:00,0.056,4.247
2019-01-14 17:00:00,2019-01-14 19:00:00+02:00,0.136,5.548
2019-01-14 18:00:00,2019-01-14 20:00:00+02:00,0.17200000000000001,5.987
2019-01-14 19:00:00,2019-01-14 21:00:00+02:00,0.152,5.758
2019-01-14 20:00:00,2019-01-14 22:00:00+02:00,0.139,5.585
2019-01-14 21:00:00,2019-01-14 23:00:00+02:00,0.167,5.938
2019-01-14 22:00:00,2019-01-15 00:00:00+02:00,0.226,6.567
2019-01-14 23:00:00,2019-01-15 01:00:00+02:00,0.217,6.477
2019-01-15 00:00:00,2019-01-15 02:00:00+02:00,0.197,6.275
2019-01-15 01:00:00,2019-01-15 03:00:00+02:00,0.16,5.853
2019-01-15 02:00:00,2019-01-15 04:00:00+02:00,0.107,5.145
2019-01-15 03:00:00,2019-01-15 05:00:00+02:00,0.074,4.598
2019-01-15 04:00:00,2019-01-15 06:00:00+02:00,0.032,3.678
2019-01-15 05:00:00,2019-01-15 07:00:00+02:00,0.018000000000000002,3.206
2019-01-15 06:00:00,2019-01-15 08:00:00+02:00,0.016,3.136
2019-01-15 07:00:00,2019-01-15 09:00:00+02:00,0.022,3.342
2019-01-15 08:00:00,2019-01-15 10:00:00+02:00,0.022,3.355
2019-01-15 09:00:00,2019-01-15 11:00:00+02:00,0.023,3.393
2019-01-15 10:00:00,2019-01-15 12:00:00+02:00,0.015,3.073
2019-01-15 11:00:00,2019-01-15 13:00:00+02:00,0.008,2.7560000000000002
2019-01-15 12:00:00,2019-01-15 14:00:00+02:00,0.01,2.847
2019-01-15 13:00:00,2019-01-15 15:00:00+02:00,0.021,3.312
2019-01-15 14:00:00,2019-01-15 16:00:00+02:00,0.064,4.399
2019-01-15 15:00:00,2019-01-15 17:00:00+02:00,0.186,6.15
2019-01-15 16:00:00,2019-01-15 18:00:00+02:00,0.313,7.362
2019-01-15 17:00:00,2019-01-15 19:00:00+02:00,0.247,6.763
2019-01-15 18:00:00,2019-01-15 20:00:00+02:00,0.093,4.934
2019-01-15 19:00:00,2019-01-15 21:00:00+02:00,0.067,4.479
2019-01-15 20:00:00,2019-01-15 22:00:00+02:00,0.147,5.693
2019-01-15 21:00:00,2019-01-15 23:00:00+02:00,0.177,6.047
2019-01-15 22:00:00,2019-01-16 00:00:00+02:00,0.167,5.938
2019-01-15 23:00:00,2019-01-16 01:00:00+02:00,0.09,4.876
2019-01-16 00:00:00,2019-01-16 02:00:00+02:00,0.042,3.931
