HDR,ROLLING SYSTEM DEMAND
VD,20190105005500,30639
VD,20190105010000,30584
VD,20190105010500,30583
VD,20190105011000,30602
VD,20190105011500,30504
VD,20190105012000,30320
VD,20190105012500,30162
VD,20190105013000,29995
VD,20190105013500,29874
VD,20190105014000,29750
VD,20190105014500,29601
VD,20190105015000,29472
VD,20190105015500,29357
VD,20190105020000,29375
VD,20190105020500,29562
VD,20190105021000,29666
VD,20190105021500,29717
VD,20190105022000,29749
VD,20190105022500,29912
VD,20190105023000,29921
VD,20190105023500,29983
VD,20190105024000,29983
VD,20190105024500,29940
VD,20190105025000,29857
VD,20190105025500,29789
VD,20190105030000,29825
VD,20190105030500,29902
VD,20190105031000,29795
VD,20190105031500,29675
VD,20190105032000,29657
VD,20190105032500,29659
VD,20190105033000,29639
VD,20190105033500,29590
VD,20190105034000,29480
VD,20190105034500,29406
VD,20190105035000,29318
VD,20190105035500,29191
VD,20190105040000,29096
VD,20190105040500,29046
VD,20190105041000,28997
VD,20190105041500,29106
VD,20190105042000,29104
VD,20190105042500,29100
VD,20190105043000,29095
VD,20190105043500,29051
VD,20190105044000,29038
VD,20190105044500,28992
VD,20190105045000,28876
VD,20190105045500,28841
VD,20190105050000,28716
VD,20190105050500,28763
VD,20190105051000,28786
VD,20190105051500,28800
VD,20190105052000,28808
VD,20190105052500,28925
VD,20190105053000,28986
VD,20190105053500,28991
VD,20190105054000,28959
VD,20190105054500,28988
VD,20190105055000,29123
VD,20190105055500,29272
VD,20190105060000,29374
VD,20190105060500,29405
VD,20190105061000,29600
VD,20190105061500,29713
VD,20190105062000,29707
VD,20190105062500,29732
VD,20190105063000,29851
VD,20190105063500,30100
VD,20190105064000,30299
VD,20190105064500,30226
VD,20190105065000,30182
VD,20190105065500,30111
VD,20190105070000,30110
VD,20190105070500,30333
VD,20190105071000,30628
VD,20190105071500,30716
VD,20190105072000,30839
VD,20190105072500,31069
VD,20190105073000,31284
VD,20190105073500,31541
VD,20190105074000,31596
VD,20190105074500,31741
VD,20190105075000,31866
VD,20190105075500,32071
VD,20190105080000,32324
VD,20190105080500,32790
VD,20190105081000,33073
VD,20190105081500,33371
VD,20190105082000,33775
VD,20190105082500,34126
VD,20190105083000,34362
VD,20190105083500,34604
VD,20190105084000,34856
VD,20190105084500,35066
VD,20190105085000,35284
VD,20190105085500,35485
VD,20190105090000,35894
VD,20190105090500,36423
VD,20190105091000,36776
VD,20190105091500,37014
VD,20190105092000,37245
VD,20190105092500,37494
VD,20190105093000,37608
VD,20190105093500,37774
VD,20190105094000,37913
VD,20190105094500,38039
VD,20190105095000,38159
VD,20190105095500,38269
VD,20190105100000,38266
VD,20190105100500,38411
VD,20190105101000,38532
VD,20190105101500,38657
VD,20190105102000,38737
VD,20190105102500,38763
VD,20190105103000,38817
VD,20190105103500,38918
VD,20190105104000,38911
VD,20190105104500,38797
VD,20190105105000,38890
VD,20190105105500,38974
VD,20190105110000,38926
VD,20190105110500,39094
VD,20190105111000,39160
VD,20190105111500,39165
VD,20190105112000,39263
VD,20190105112500,39289
VD,20190105113000,39293
VD,20190105113500,39364
VD,20190105114000,39384
VD,20190105114500,39385
VD,20190105115000,39416
VD,20190105115500,39492
VD,20190105120000,39492
VD,20190105120500,39555
VD,20190105121000,39622
VD,20190105121500,39600
VD,20190105122000,39586
VD,20190105122500,39572
VD,20190105123000,39548
VD,20190105123500,39631
VD,20190105124000,39733
VD,20190105124500,39754
VD,20190105125000,39869
VD,20190105125500,39882
VD,20190105130000,39939
VD,20190105130500,40001
VD,20190105131000,40021
VD,20190105131500,40037
VD,20190105132000,40059
VD,20190105132500,40121
VD,20190105133000,40011
VD,20190105133500,40037
VD,20190105134000,40068
VD,20190105134500,40055
VD,20190105135000,40037
VD,20190105135500,40073
VD,20190105140000,40059
VD,20190105140500,40108
VD,20190105141000,40070
VD,20190105141500,39992
VD,20190105142000,39961
VD,20190105142500,40023
VD,20190105143000,40002
VD,20190105143500,39989
VD,20190105144000,40026
VD,20190105144500,40040
VD,20190105145000,39993
VD,20190105145500,40041
VD,20190105150000,40036
VD,20190105150500,40152
VD,20190105151000,40173
VD,20190105151500,40149
VD,20190105152000,40263
VD,20190105152500,40299
VD,20190105153000,40378
VD,20190105153500,40461
VD,20190105154000,40522
VD,20190105154500,40572
VD,20190105155000,40778
VD,20190105155500,40986
VD,20190105160000,41032
VD,20190105160500,41354
VD,20190105161000,41486
VD,20190105161500,41760
VD,20190105162000,42153
VD,20190105162500,42610
VD,20190105163000,42974
VD,20190105163500,43255
VD,20190105164000,43464
VD,20190105164500,43652
VD,20190105165000,43849
VD,20190105165500,43971
VD,20190105170000,44014
VD,20190105170500,44181
VD,20190105171000,44198
VD,20190105171500,44291
VD,20190105172000,44364
VD,20190105172500,44380
VD,20190105173000,44311
VD,20190105173500,44192
VD,20190105174000,44257
VD,20190105174500,44272
VD,20190105175000,44166
VD,20190105175500,44121
VD,20190105180000,43970
VD,20190105180500,43908
VD,20190105181000,43891
VD,20190105181500,43852
VD,20190105182000,43728
VD,20190105182500,43632
VD,20190105183000,43421
VD,20190105183500,43230
VD,20190105184000,43146
VD,20190105184500,42952
VD,20190105185000,42779
VD,20190105185500,42641
VD,20190105190000,42460
VD,20190105190500,42323
VD,20190105191000,42209
VD,20190105191500,41976
VD,20190105192000,41766
VD,20190105192500,41547
VD,20190105193000,41210
VD,20190105193500,40979
VD,20190105194000,40736
VD,20190105194500,40474
VD,20190105195000,40223
VD,20190105195500,39967
VD,20190105200000,39781
VD,20190105200500,39892
VD,20190105201000,39648
VD,20190105201500,39284
VD,20190105202000,39046
VD,20190105202500,38879
VD,20190105203000,38444
VD,20190105203500,38064
VD,20190105204000,37822
VD,20190105204500,37550
VD,20190105205000,37420
VD,20190105205500,37309
VD,20190105210000,37185
VD,20190105210500,36946
VD,20190105211000,36518
VD,20190105211500,36491
VD,20190105212000,36136
VD,20190105212500,35942
VD,20190105213000,35619
VD,20190105213500,35278
VD,20190105214000,35172
VD,20190105214500,34910
VD,20190105215000,34598
VD,20190105215500,34410
VD,20190105220000,34177
VD,20190105220500,34084
VD,20190105221000,33703
VD,20190105221500,33469
VD,20190105222000,33280
VD,20190105222500,32967
VD,20190105223000,32830
VD,20190105223500,32829
VD,20190105224000,32656
VD,20190105224500,32392
VD,20190105225000,32140
VD,20190105225500,31857
VD,20190105230000,31630
VD,20190105230500,31396
VD,20190105231000,31056
VD,20190105231500,30708
VD,20190105232000,30546
VD,20190105232500,30346
VD,20190105233000,30190
VD,20190105233500,30152
VD,20190105234000,30090
VD,20190105234500,29931
VD,20190105235000,29760
VD,20190105235500,29578
VD,20190106000000,29422
VD,20190106000500,29587
VD,20190106001000,29567
VD,20190106001500,29504
VD,20190106002000,29392
VD,20190106002500,29309
VD,20190106003000,29353
VD,20190106003500,29655
VD,20190106004000,29789
VD,20190106004500,29752
VD,20190106005000,29727
VD,20190106005500,29662
VD,20190106010000,29620
VD,20190106010500,29460
VD,20190106011000,29284
VD,20190106011500,29182
VD,20190106012000,29173
VD,20190106012500,29060
VD,20190106013000,28961
VD,20190106013500,28793
VD,20190106014000,28608
VD,20190106014500,28472
VD,20190106015000,28316
VD,20190106015500,28377
VD,20190106020000,28358
VD,20190106020500,28405
VD,20190106021000,28374
VD,20190106021500,28305
VD,20190106022000,28318
VD,20190106022500,28289
VD,20190106023000,28255
VD,20190106023500,28344
VD,20190106024000,28340
VD,20190106024500,28302
VD,20190106025000,28290
VD,20190106025500,28311
VD,20190106030000,28382
VD,20190106030500,28440
VD,20190106031000,28429
VD,20190106031500,28470
VD,20190106032000,28452
VD,20190106032500,28360
VD,20190106033000,28292
VD,20190106033500,28291
VD,20190106034000,28217
VD,20190106034500,28050
VD,20190106035000,27873
VD,20190106035500,27757
VD,20190106040000,27760
VD,20190106040500,27805
VD,20190106041000,27607
VD,20190106041500,27534
VD,20190106042000,27468
VD,20190106042500,27525
VD,20190106043000,27588
VD,20190106043500,27614
VD,20190106044000,27527
VD,20190106044500,27489
VD,20190106045000,27406
VD,20190106045500,27367
VD,20190106050000,27300
VD,20190106050500,27260
VD,20190106051000,27298
VD,20190106051500,27330
VD,20190106052000,27321
VD,20190106052500,27350
VD,20190106053000,27577
VD,20190106053500,27662
VD,20190106054000,27754
VD,20190106054500,27885
VD,20190106055000,27986
VD,20190106055500,27997
VD,20190106060000,27997
VD,20190106060500,28180
VD,20190106061000,28407
VD,20190106061500,28507
VD,20190106062000,28577
VD,20190106062500,28661
VD,20190106063000,28712
VD,20190106063500,28656
VD,20190106064000,28648
VD,20190106064500,28791
VD,20190106065000,28902
VD,20190106065500,29075
VD,20190106070000,29110
VD,20190106070500,28915
VD,20190106071000,28806
VD,20190106071500,28945
VD,20190106072000,28942
VD,20190106072500,28811
VD,20190106073000,28811
VD,20190106073500,28797
VD,20190106074000,28916
VD,20190106074500,29035
VD,20190106075000,29285
VD,20190106075500,29418
VD,20190106080000,29622
VD,20190106080500,29983
VD,20190106081000,30045
VD,20190106081500,30274
VD,20190106082000,30527
VD,20190106082500,30813
VD,20190106083000,31108
VD,20190106083500,31353
VD,20190106084000,31512
VD,20190106084500,31717
VD,20190106085000,31926
VD,20190106085500,32240
VD,20190106090000,32449
VD,20190106090500,32865
VD,20190106091000,33230
VD,20190106091500,33408
VD,20190106092000,33633
VD,20190106092500,33911
VD,20190106093000,34242
VD,20190106093500,34478
VD,20190106094000,34747
VD,20190106094500,35013
VD,20190106095000,35232
VD,20190106095500,35393
VD,20190106100000,35625
VD,20190106100500,36067
VD,20190106101000,36273
VD,20190106101500,36378
VD,20190106102000,36476
VD,20190106102500,36504
VD,20190106103000,36593
VD,20190106103500,36774
VD,20190106104000,36975
VD,20190106104500,37146
VD,20190106105000,37142
VD,20190106105500,37139
VD,20190106110000,37011
VD,20190106110500,37070
VD,20190106111000,37140
VD,20190106111500,37240
VD,20190106112000,37253
VD,20190106112500,37265
VD,20190106113000,37355
VD,20190106113500,37543
VD,20190106114000,37743
VD,20190106114500,37931
VD,20190106115000,37981
VD,20190106115500,38092
VD,20190106120000,38146
VD,20190106120500,38319
VD,20190106121000,38442
VD,20190106121500,38478
VD,20190106122000,38512
VD,20190106122500,38548
VD,20190106123000,38544
VD,20190106123500,38571
VD,20190106124000,38650
VD,20190106124500,38568
VD,20190106125000,38678
VD,20190106125500,38749
VD,20190106130000,38751
VD,20190106130500,38771
VD,20190106131000,38779
VD,20190106131500,38818
VD,20190106132000,38962
VD,20190106132500,38888
VD,20190106133000,38769
VD,20190106133500,38843
VD,20190106134000,38896
VD,20190106134500,38823
VD,20190106135000,38870
VD,20190106135500,38913
VD,20190106140000,38942
VD,20190106140500,39073
VD,20190106141000,39145
VD,20190106141500,39150
VD,20190106142000,39032
VD,20190106142500,38992
VD,20190106143000,39095
VD,20190106143500,39002
VD,20190106144000,39038
VD,20190106144500,39100
VD,20190106145000,39150
VD,20190106145500,39293
VD,20190106150000,39415
VD,20190106150500,39633
VD,20190106151000,39752
VD,20190106151500,39907
VD,20190106152000,39960
VD,20190106152500,40081
VD,20190106153000,40217
VD,20190106153500,40377
VD,20190106154000,40474
VD,20190106154500,40615
VD,20190106155000,40785
VD,20190106155500,41042
VD,20190106160000,41243
VD,20190106160500,41282
VD,20190106161000,41574
VD,20190106161500,42136
VD,20190106162000,42438
VD,20190106162500,42852
VD,20190106163000,43092
VD,20190106163500,43159
VD,20190106164000,43325
VD,20190106164500,43585
VD,20190106165000,43525
VD,20190106165500,43686
VD,20190106170000,43906
VD,20190106170500,44028
VD,20190106171000,44149
VD,20190106171500,44077
VD,20190106172000,44138
VD,20190106172500,44117
VD,20190106173000,44051
VD,20190106173500,43993
VD,20190106174000,43986
VD,20190106174500,43852
VD,20190106175000,43672
VD,20190106175500,43618
VD,20190106180000,43485
VD,20190106180500,43445
VD,20190106181000,43487
VD,20190106181500,43451
VD,20190106182000,43431
VD,20190106182500,43347
VD,20190106183000,43311
VD,20190106183500,43326
VD,20190106184000,43336
VD,20190106184500,43137
VD,20190106185000,42846
VD,20190106185500,42662
VD,20190106190000,42541
VD,20190106190500,42312
VD,20190106191000,42142
VD,20190106191500,41855
VD,20190106192000,41579
VD,20190106192500,41316
VD,20190106193000,41152
VD,20190106193500,40843
VD,20190106194000,40676
VD,20190106194500,40559
VD,20190106195000,40194
VD,20190106195500,39874
VD,20190106200000,39659
VD,20190106200500,39655
VD,20190106201000,39515
VD,20190106201500,39240
VD,20190106202000,38955
VD,20190106202500,38602
VD,20190106203000,38340
VD,20190106203500,38273
VD,20190106204000,38075
VD,20190106204500,37701
VD,20190106205000,37427
VD,20190106205500,37197
VD,20190106210000,36866
VD,20190106210500,36588
VD,20190106211000,36097
VD,20190106211500,35714
VD,20190106212000,35423
VD,20190106212500,35080
VD,20190106213000,34761
VD,20190106213500,34519
VD,20190106214000,34179
VD,20190106214500,33995
VD,20190106215000,33829
VD,20190106215500,33581
VD,20190106220000,33189
VD,20190106220500,33065
VD,20190106221000,32871
VD,20190106221500,32484
VD,20190106222000,32114
VD,20190106222500,31744
VD,20190106223000,31465
VD,20190106223500,31291
VD,20190106224000,30887
VD,20190106224500,30546
VD,20190106225000,30252
VD,20190106225500,29993
VD,20190106230000,29664
VD,20190106230500,29400
VD,20190106231000,29101
VD,20190106231500,28730
VD,20190106232000,28337
VD,20190106232500,28021
VD,20190106233000,27866
VD,20190106233500,27864
VD,20190106234000,27826
VD,20190106234500,27537
VD,20190106235000,27332
VD,20190106235500,27267
VD,20190107000000,27244
VD,20190107000500,27407
VD,20190107001000,27605
VD,20190107001500,27719
VD,20190107002000,27862
VD,20190107002500,27734
VD,20190107003000,27765
VD,20190107003500,28005
VD,20190107004000,27907
VD,20190107004500,28149
VD,20190107005000,28259
VD,20190107005500,28259
VD,20190107010000,28327
VD,20190107010500,28459
VD,20190107011000,28573
VD,20190107011500,28432
VD,20190107012000,28267
VD,20190107012500,28225
VD,20190107013000,28186
VD,20190107013500,28043
VD,20190107014000,27929
VD,20190107014500,27812
VD,20190107015000,27739
VD,20190107015500,27624
VD,20190107020000,27540
VD,20190107020500,27521
VD,20190107021000,27404
VD,20190107021500,27304
VD,20190107022000,27162
VD,20190107022500,27018
VD,20190107023000,27015
VD,20190107023500,27124
VD,20190107024000,27135
VD,20190107024500,27086
VD,20190107025000,26989
VD,20190107025500,27017
VD,20190107030000,26976
VD,20190107030500,26970
VD,20190107031000,26868
VD,20190107031500,26750
VD,20190107032000,26607
VD,20190107032500,26375
VD,20190107033000,26283
VD,20190107033500,26225
VD,20190107034000,26090
VD,20190107034500,25929
VD,20190107035000,25853
VD,20190107035500,25816
VD,20190107040000,25831
VD,20190107040500,25679
VD,20190107041000,25652
VD,20190107041500,25649
VD,20190107042000,25654
VD,20190107042500,25675
VD,20190107043000,25733
VD,20190107043500,25925
VD,20190107044000,25927
VD,20190107044500,25804
VD,20190107045000,25776
VD,20190107045500,25865
VD,20190107050000,25777
VD,20190107050500,25758
VD,20190107051000,26313
VD,20190107051500,26701
VD,20190107052000,26588
VD,20190107052500,26663
VD,20190107053000,26845
VD,20190107053500,26874
VD,20190107054000,26933
VD,20190107054500,27050
VD,20190107055000,27144
VD,20190107055500,27270
VD,20190107060000,27668
VD,20190107060500,28375
VD,20190107061000,29252
VD,20190107061500,29664
VD,20190107062000,30178
VD,20190107062500,30758
VD,20190107063000,31310
VD,20190107063500,31939
VD,20190107064000,32527
VD,20190107064500,32981
VD,20190107065000,33283
VD,20190107065500,33617
VD,20190107070000,33773
VD,20190107070500,33910
VD,20190107071000,34772
VD,20190107071500,35384
VD,20190107072000,35815
VD,20190107072500,36098
VD,20190107073000,36371
VD,20190107073500,36666
VD,20190107074000,36896
VD,20190107074500,37121
VD,20190107075000,37325
VD,20190107075500,37495
VD,20190107080000,37708
VD,20190107080500,38068
VD,20190107081000,38231
VD,20190107081500,38232
VD,20190107082000,38284
VD,20190107082500,38429
VD,20190107083000,38417
VD,20190107083500,38422
VD,20190107084000,38371
VD,20190107084500,38385
VD,20190107085000,38536
VD,20190107085500,38628
VD,20190107090000,38746
VD,20190107090500,38981
VD,20190107091000,39158
VD,20190107091500,39241
VD,20190107092000,39289
VD,20190107092500,39354
VD,20190107093000,39467
VD,20190107093500,39556
VD,20190107094000,39545
VD,20190107094500,39496
VD,20190107095000,39397
VD,20190107095500,39413
VD,20190107100000,39389
VD,20190107100500,39143
VD,20190107101000,38802
VD,20190107101500,38700
VD,20190107102000,38656
VD,20190107102500,38592
VD,20190107103000,38598
VD,20190107103500,38689
VD,20190107104000,38877
VD,20190107104500,38887
VD,20190107105000,38782
VD,20190107105500,38672
VD,20190107110000,38674
VD,20190107110500,38679
VD,20190107111000,38763
VD,20190107111500,38722
VD,20190107112000,38619
VD,20190107112500,38553
VD,20190107113000,38607
VD,20190107113500,38634
VD,20190107114000,38445
VD,20190107114500,38452
VD,20190107115000,38367
VD,20190107115500,38384
VD,20190107120000,38478
VD,20190107120500,38538
VD,20190107121000,38685
VD,20190107121500,38725
VD,20190107122000,38712
VD,20190107122500,38566
VD,20190107123000,38455
VD,20190107123500,38668
VD,20190107124000,38580
VD,20190107124500,38547
VD,20190107125000,38440
VD,20190107125500,38567
VD,20190107130000,38749
VD,20190107130500,39225
VD,20190107131000,39516
VD,20190107131500,39708
VD,20190107132000,39756
VD,20190107132500,39699
VD,20190107133000,39674
VD,20190107133500,39654
VD,20190107134000,39704
VD,20190107134500,39676
VD,20190107135000,39449
VD,20190107135500,39332
VD,20190107140000,39310
VD,20190107140500,39487
VD,20190107141000,39574
VD,20190107141500,39581
VD,20190107142000,39527
VD,20190107142500,39510
VD,20190107143000,39450
VD,20190107143500,39241
VD,20190107144000,39221
VD,20190107144500,39281
VD,20190107145000,39304
VD,20190107145500,39331
VD,20190107150000,39331
VD,20190107150500,39151
VD,20190107151000,39200
VD,20190107151500,39221
VD,20190107152000,39209
VD,20190107152500,39227
VD,20190107153000,39351
VD,20190107153500,39645
VD,20190107154000,39905
VD,20190107154500,40170
VD,20190107155000,40357
VD,20190107155500,40296
VD,20190107160000,40582
VD,20190107160500,41150
VD,20190107161000,41792
VD,20190107161500,42226
VD,20190107162000,42622
VD,20190107162500,42891
VD,20190107163000,43093
VD,20190107163500,43416
VD,20190107164000,43685
VD,20190107164500,43824
VD,20190107165000,44021
VD,20190107165500,44120
VD,20190107170000,44251
VD,20190107170500,44373
VD,20190107171000,44338
VD,20190107171500,44357
VD,20190107172000,44467
VD,20190107172500,44488
VD,20190107173000,44468
VD,20190107173500,44521
VD,20190107174000,44506
VD,20190107174500,44418
VD,20190107175000,44273
VD,20190107175500,44096
VD,20190107180000,44090
VD,20190107180500,44146
VD,20190107181000,44095
VD,20190107181500,43979
VD,20190107182000,43754
VD,20190107182500,43558
VD,20190107183000,43508
VD,20190107183500,43475
VD,20190107184000,43370
VD,20190107184500,43238
VD,20190107185000,43083
VD,20190107185500,42851
VD,20190107190000,42534
VD,20190107190500,42421
VD,20190107191000,42279
VD,20190107191500,42191
VD,20190107192000,41990
VD,20190107192500,41674
VD,20190107193000,41352
VD,20190107193500,41270
VD,20190107194000,41154
VD,20190107194500,40955
VD,20190107195000,40562
VD,20190107195500,40248
VD,20190107200000,40003
VD,20190107200500,39953
VD,20190107201000,39696
VD,20190107201500,39506
VD,20190107202000,39257
VD,20190107202500,39052
VD,20190107203000,38821
VD,20190107203500,38489
VD,20190107204000,38149
VD,20190107204500,37741
VD,20190107205000,37415
VD,20190107205500,37090
VD,20190107210000,36912
VD,20190107210500,36545
VD,20190107211000,35866
VD,20190107211500,35487
VD,20190107212000,35221
VD,20190107212500,34806
VD,20190107213000,34543
VD,20190107213500,34234
VD,20190107214000,33849
VD,20190107214500,33593
VD,20190107215000,33230
VD,20190107215500,32735
VD,20190107220000,32297
VD,20190107220500,32077
VD,20190107221000,31771
VD,20190107221500,31390
VD,20190107222000,31002
VD,20190107222500,30623
VD,20190107223000,30282
VD,20190107223500,30104
FTR,2000
