HDR,ROLLING SYSTEM DEMAND
VD,20200105002500,25612
VD,20200105003000,25559
VD,20200105003500,25783
VD,20200105004000,25782
VD,20200105004500,25810
VD,20200105005000,25866
VD,20200105005500,25777
VD,20200105010000,25697
VD,20200105010500,25602
VD,20200105011000,25738
VD,20200105011500,25702
VD,20200105012000,25642
VD,20200105012500,25470
VD,20200105013000,25343
VD,20200105013500,25307
VD,20200105014000,25230
VD,20200105014500,25151
VD,20200105015000,25087
VD,20200105015500,25015
VD,20200105020000,24949
VD,20200105020500,24973
VD,20200105021000,25014
VD,20200105021500,24883
VD,20200105022000,24675
VD,20200105022500,24609
VD,20200105023000,24388
VD,20200105023500,24352
VD,20200105024000,24392
VD,20200105024500,24366
VD,20200105025000,24299
VD,20200105025500,24247
VD,20200105030000,24073
VD,20200105030500,23694
VD,20200105031000,23520
VD,20200105031500,23519
VD,20200105032000,23460
VD,20200105032500,23426
VD,20200105033000,23320
VD,20200105033500,23212
VD,20200105034000,23203
VD,20200105034500,23207
VD,20200105035000,23248
VD,20200105035500,23244
VD,20200105040000,23310
VD,20200105040500,23520
VD,20200105041000,23632
VD,20200105041500,23480
VD,20200105042000,23477
VD,20200105042500,23453
VD,20200105043000,23368
VD,20200105043500,23545
VD,20200105044000,23577
VD,20200105044500,23654
VD,20200105045000,23679
VD,20200105045500,23658
VD,20200105050000,23615
VD,20200105050500,23569
VD,20200105051000,23570
VD,20200105051500,23562
VD,20200105052000,23568
VD,20200105052500,23549
VD,20200105053000,23562
VD,20200105053500,23635
VD,20200105054000,23664
VD,20200105054500,23711
VD,20200105055000,23787
VD,20200105055500,23801
VD,20200105060000,23855
VD,20200105060500,24065
VD,20200105061000,24295
VD,20200105061500,24409
VD,20200105062000,24380
VD,20200105062500,24369
VD,20200105063000,24480
VD,20200105063500,24672
VD,20200105064000,24864
VD,20200105064500,24989
VD,20200105065000,25082
VD,20200105065500,25148
VD,20200105070000,25200
VD,20200105070500,25193
VD,20200105071000,25289
VD,20200105071500,25315
VD,20200105072000,25469
VD,20200105072500,25580
VD,20200105073000,25664
VD,20200105073500,25694
VD,20200105074000,25841
VD,20200105074500,26036
VD,20200105075000,26306
VD,20200105075500,26514
VD,20200105080000,26497
VD,20200105080500,26780
VD,20200105081000,27080
VD,20200105081500,27192
VD,20200105082000,27432
VD,20200105082500,27642
VD,20200105083000,27782
VD,20200105083500,27914
VD,20200105084000,27967
VD,20200105084500,28184
VD,20200105085000,28397
VD,20200105085500,28660
VD,20200105090000,28917
VD,20200105090500,29071
VD,20200105091000,29302
VD,20200105091500,29497
VD,20200105092000,29682
VD,20200105092500,29829
VD,20200105093000,30040
VD,20200105093500,30290
VD,20200105094000,30462
VD,20200105094500,30621
VD,20200105095000,30796
VD,20200105095500,30994
VD,20200105100000,31018
VD,20200105100500,31274
VD,20200105101000,31433
VD,20200105101500,31493
VD,20200105102000,31639
VD,20200105102500,31651
VD,20200105103000,31787
VD,20200105103500,31889
VD,20200105104000,32007
VD,20200105104500,32147
VD,20200105105000,32279
VD,20200105105500,32315
VD,20200105110000,32325
VD,20200105110500,32440
VD,20200105111000,32587
VD,20200105111500,32627
VD,20200105112000,32717
VD,20200105112500,32954
VD,20200105113000,33081
VD,20200105113500,33065
VD,20200105114000,33312
VD,20200105114500,33329
VD,20200105115000,33400
VD,20200105115500,33440
VD,20200105120000,33483
VD,20200105120500,33685
VD,20200105121000,33788
VD,20200105121500,33927
VD,20200105122000,34029
VD,20200105122500,34063
VD,20200105123000,34126
VD,20200105123500,34205
VD,20200105124000,34337
VD,20200105124500,34277
VD,20200105125000,34304
VD,20200105125500,34339
VD,20200105130000,34343
VD,20200105130500,34168
VD,20200105131000,34182
VD,20200105131500,34116
VD,20200105132000,34106
VD,20200105132500,34077
VD,20200105133000,34234
VD,20200105133500,34386
VD,20200105134000,34383
VD,20200105134500,34360
VD,20200105135000,34330
VD,20200105135500,34214
VD,20200105140000,34233
VD,20200105140500,34567
VD,20200105141000,34571
VD,20200105141500,34642
VD,20200105142000,34686
VD,20200105142500,34634
VD,20200105143000,34684
VD,20200105143500,34676
VD,20200105144000,34727
VD,20200105144500,34799
VD,20200105145000,34889
VD,20200105145500,34957
VD,20200105150000,35034
VD,20200105150500,35308
VD,20200105151000,35368
VD,20200105151500,35494
VD,20200105152000,35587
VD,20200105152500,35488
VD,20200105153000,35511
VD,20200105153500,35682
VD,20200105154000,35909
VD,20200105154500,36111
VD,20200105155000,36366
VD,20200105155500,36626
VD,20200105160000,36712
VD,20200105160500,37108
VD,20200105161000,37287
VD,20200105161500,37706
VD,20200105162000,38060
VD,20200105162500,38442
VD,20200105163000,38663
VD,20200105163500,38916
VD,20200105164000,39097
VD,20200105164500,39265
VD,20200105165000,39529
VD,20200105165500,39821
VD,20200105170000,39969
VD,20200105170500,40052
VD,20200105171000,40108
VD,20200105171500,40129
VD,20200105172000,40217
VD,20200105172500,40359
VD,20200105173000,40324
VD,20200105173500,40250
VD,20200105174000,40108
VD,20200105174500,39820
VD,20200105175000,39535
VD,20200105175500,39537
VD,20200105180000,39522
VD,20200105180500,39468
VD,20200105181000,39547
VD,20200105181500,39355
VD,20200105182000,39187
VD,20200105182500,39001
VD,20200105183000,38765
VD,20200105183500,38749
VD,20200105184000,38560
VD,20200105184500,38297
VD,20200105185000,38102
VD,20200105185500,38095
VD,20200105190000,37827
VD,20200105190500,37809
VD,20200105191000,37724
VD,20200105191500,37568
VD,20200105192000,37416
VD,20200105192500,37093
VD,20200105193000,36849
VD,20200105193500,36616
VD,20200105194000,36226
VD,20200105194500,36148
VD,20200105195000,35922
VD,20200105195500,35703
VD,20200105200000,35513
VD,20200105200500,35476
VD,20200105201000,35263
VD,20200105201500,34968
VD,20200105202000,34738
VD,20200105202500,34495
VD,20200105203000,34368
VD,20200105203500,34283
VD,20200105204000,34088
VD,20200105204500,33712
VD,20200105205000,33415
VD,20200105205500,33165
VD,20200105210000,32988
VD,20200105210500,32617
VD,20200105211000,32390
VD,20200105211500,32223
VD,20200105212000,32063
VD,20200105212500,31767
VD,20200105213000,31461
VD,20200105213500,31158
VD,20200105214000,30920
VD,20200105214500,30631
VD,20200105215000,30385
VD,20200105215500,30131
VD,20200105220000,29829
VD,20200105220500,29250
VD,20200105221000,28949
VD,20200105221500,28896
VD,20200105222000,28626
VD,20200105222500,28325
VD,20200105223000,28080
VD,20200105223500,28021
VD,20200105224000,27828
VD,20200105224500,27563
VD,20200105225000,27312
VD,20200105225500,27149
VD,20200105230000,26392
VD,20200105230500,25585
VD,20200105231000,25823
VD,20200105231500,25807
VD,20200105232000,25659
VD,20200105232500,25495
VD,20200105233000,25487
VD,20200105233500,25355
VD,20200105234000,25277
VD,20200105234500,25144
VD,20200105235000,25028
VD,20200105235500,24849
VD,20200106000000,24811
VD,20200106000500,25143
VD,20200106001000,25235
VD,20200106001500,25281
VD,20200106002000,25295
VD,20200106002500,25337
VD,20200106003000,25310
VD,20200106003500,25364
VD,20200106004000,25436
VD,20200106004500,25474
VD,20200106005000,25532
VD,20200106005500,25554
VD,20200106010000,25458
VD,20200106010500,25410
VD,20200106011000,25400
VD,20200106011500,25409
VD,20200106012000,25415
VD,20200106012500,25339
VD,20200106013000,25256
VD,20200106013500,25357
VD,20200106014000,25368
VD,20200106014500,25397
VD,20200106015000,25383
VD,20200106015500,25333
VD,20200106020000,25375
VD,20200106020500,25531
VD,20200106021000,25639
VD,20200106021500,25658
VD,20200106022000,25687
VD,20200106022500,25666
VD,20200106023000,25655
VD,20200106023500,25834
VD,20200106024000,25946
VD,20200106024500,25939
VD,20200106025000,25861
VD,20200106025500,25882
VD,20200106030000,25945
VD,20200106030500,25878
VD,20200106031000,25739
VD,20200106031500,25688
VD,20200106032000,25558
VD,20200106032500,25373
VD,20200106033000,25178
VD,20200106033500,25208
VD,20200106034000,25324
VD,20200106034500,25291
VD,20200106035000,25260
VD,20200106035500,25302
VD,20200106040000,25368
VD,20200106040500,25560
VD,20200106041000,25718
VD,20200106041500,25619
VD,20200106042000,25642
VD,20200106042500,25663
VD,20200106043000,25727
VD,20200106043500,25932
VD,20200106044000,26002
VD,20200106044500,25976
VD,20200106045000,26062
VD,20200106045500,26185
VD,20200106050000,26289
VD,20200106050500,26446
VD,20200106051000,26584
VD,20200106051500,26616
VD,20200106052000,26744
VD,20200106052500,26824
VD,20200106053000,26898
VD,20200106053500,27066
VD,20200106054000,27070
VD,20200106054500,27039
VD,20200106055000,27251
VD,20200106055500,27468
VD,20200106060000,27861
VD,20200106060500,28329
VD,20200106061000,29007
VD,20200106061500,29536
VD,20200106062000,29924
VD,20200106062500,30285
VD,20200106063000,30543
VD,20200106063500,31000
VD,20200106064000,31646
VD,20200106064500,32129
VD,20200106065000,32521
VD,20200106065500,32993
VD,20200106070000,33201
VD,20200106070500,33037
VD,20200106071000,33140
VD,20200106071500,33676
VD,20200106072000,34190
VD,20200106072500,34583
VD,20200106073000,35018
VD,20200106073500,35184
VD,20200106074000,35249
VD,20200106074500,35526
VD,20200106075000,35823
VD,20200106075500,36102
VD,20200106080000,36236
VD,20200106080500,36283
VD,20200106081000,36546
VD,20200106081500,36774
VD,20200106082000,36924
VD,20200106082500,36995
VD,20200106083000,37016
VD,20200106083500,37045
VD,20200106084000,37098
VD,20200106084500,37156
VD,20200106085000,37207
VD,20200106085500,37260
VD,20200106090000,37414
VD,20200106090500,37781
VD,20200106091000,37903
VD,20200106091500,37996
VD,20200106092000,38092
VD,20200106092500,38111
VD,20200106093000,38126
VD,20200106093500,38193
VD,20200106094000,38201
VD,20200106094500,38223
VD,20200106095000,38192
VD,20200106095500,38106
VD,20200106100000,38063
VD,20200106100500,38095
VD,20200106101000,38132
VD,20200106101500,38135
VD,20200106102000,38078
VD,20200106102500,37988
VD,20200106103000,38081
VD,20200106103500,38126
VD,20200106104000,38180
VD,20200106104500,38222
VD,20200106105000,38258
VD,20200106105500,38172
VD,20200106110000,38074
VD,20200106110500,38289
VD,20200106111000,38217
VD,20200106111500,38142
VD,20200106112000,38257
VD,20200106112500,38303
VD,20200106113000,38240
VD,20200106113500,38224
VD,20200106114000,38219
VD,20200106114500,38332
VD,20200106115000,38296
VD,20200106115500,38221
VD,20200106120000,38326
VD,20200106120500,38556
VD,20200106121000,38756
VD,20200106121500,38701
VD,20200106122000,38655
VD,20200106122500,36895
VD,20200106123000,36963
VD,20200106123500,36949
VD,20200106124000,36990
VD,20200106124500,37017
VD,20200106125000,36997
VD,20200106125500,36978
VD,20200106130000,36973
VD,20200106130500,38830
VD,20200106131000,38873
VD,20200106131500,38845
VD,20200106132000,38829
VD,20200106132500,38847
VD,20200106133000,38869
VD,20200106133500,38714
VD,20200106134000,38680
VD,20200106134500,38661
VD,20200106135000,38628
VD,20200106135500,38612
VD,20200106140000,38637
VD,20200106140500,38679
VD,20200106141000,38684
VD,20200106141500,38674
VD,20200106142000,38607
VD,20200106142500,38590
VD,20200106143000,38602
VD,20200106143500,38681
VD,20200106144000,38823
VD,20200106144500,38754
VD,20200106145000,38705
VD,20200106145500,38739
VD,20200106150000,38750
VD,20200106150500,38877
VD,20200106151000,38888
VD,20200106151500,38884
VD,20200106152000,38922
VD,20200106152500,39002
VD,20200106153000,39151
VD,20200106153500,39184
VD,20200106154000,39307
VD,20200106154500,39526
VD,20200106155000,39766
VD,20200106155500,39861
VD,20200106160000,40051
VD,20200106160500,40405
VD,20200106161000,40678
VD,20200106161500,40973
VD,20200106162000,41243
VD,20200106162500,41659
VD,20200106163000,41991
VD,20200106163500,42267
VD,20200106164000,42480
VD,20200106164500,42715
VD,20200106165000,42962
VD,20200106165500,43104
VD,20200106170000,43226
VD,20200106170500,43397
VD,20200106171000,43507
VD,20200106171500,43525
VD,20200106172000,43690
VD,20200106172500,43769
VD,20200106173000,43810
VD,20200106173500,43800
VD,20200106174000,43762
VD,20200106174500,43668
VD,20200106175000,43559
VD,20200106175500,43451
VD,20200106180000,43467
VD,20200106180500,43538
VD,20200106181000,43434
VD,20200106181500,43388
VD,20200106182000,43451
VD,20200106182500,43279
VD,20200106183000,43232
VD,20200106183500,43061
VD,20200106184000,42879
VD,20200106184500,42703
VD,20200106185000,42517
VD,20200106185500,42282
VD,20200106190000,42171
VD,20200106190500,42053
VD,20200106191000,41860
VD,20200106191500,41709
VD,20200106192000,41578
VD,20200106192500,41274
VD,20200106193000,41114
VD,20200106193500,41301
VD,20200106194000,41178
VD,20200106194500,41016
VD,20200106195000,40786
VD,20200106195500,40490
VD,20200106200000,40205
VD,20200106200500,39939
VD,20200106201000,39756
VD,20200106201500,39510
VD,20200106202000,39242
VD,20200106202500,39014
VD,20200106203000,38745
VD,20200106203500,38577
VD,20200106204000,38265
VD,20200106204500,37974
VD,20200106205000,37591
VD,20200106205500,37187
VD,20200106210000,36907
VD,20200106210500,36498
VD,20200106211000,36019
VD,20200106211500,35609
VD,20200106212000,35414
VD,20200106212500,35032
VD,20200106213000,34681
VD,20200106213500,34348
VD,20200106214000,34067
VD,20200106214500,33718
VD,20200106215000,33394
VD,20200106215500,32986
VD,20200106220000,32533
VD,20200106220500,32002
VD,20200106221000,31553
VD,20200106221500,31196
VD,20200106222000,30837
VD,20200106222500,30484
VD,20200106223000,30141
VD,20200106223500,29955
VD,20200106224000,29734
VD,20200106224500,29441
VD,20200106225000,29159
VD,20200106225500,28815
VD,20200106230000,28704
VD,20200106230500,28355
VD,20200106231000,28094
VD,20200106231500,27647
VD,20200106232000,27292
VD,20200106232500,27009
VD,20200106233000,26763
VD,20200106233500,26613
VD,20200106234000,26540
VD,20200106234500,26474
VD,20200106235000,26235
VD,20200106235500,25988
VD,20200107000000,25948
VD,20200107000500,26022
VD,20200107001000,26062
VD,20200107001500,25944
VD,20200107002000,25934
VD,20200107002500,26033
VD,20200107003000,26123
VD,20200107003500,26413
VD,20200107004000,26536
VD,20200107004500,26588
VD,20200107005000,26726
VD,20200107005500,26724
VD,20200107010000,26599
VD,20200107010500,26689
VD,20200107011000,26717
VD,20200107011500,26666
VD,20200107012000,26673
VD,20200107012500,26682
VD,20200107013000,26623
VD,20200107013500,26558
VD,20200107014000,26415
VD,20200107014500,26328
VD,20200107015000,26395
VD,20200107015500,26298
VD,20200107020000,26196
VD,20200107020500,26300
VD,20200107021000,26348
VD,20200107021500,26478
VD,20200107022000,26473
VD,20200107022500,26495
VD,20200107023000,26332
VD,20200107023500,26289
VD,20200107024000,26227
VD,20200107024500,26234
VD,20200107025000,26353
VD,20200107025500,26277
VD,20200107030000,26160
VD,20200107030500,26119
VD,20200107031000,26141
VD,20200107031500,26126
VD,20200107032000,26111
VD,20200107032500,26029
VD,20200107033000,25931
VD,20200107033500,25869
VD,20200107034000,25833
VD,20200107034500,25699
VD,20200107035000,25549
VD,20200107035500,25279
VD,20200107040000,25055
VD,20200107040500,24999
VD,20200107041000,25127
VD,20200107041500,25061
VD,20200107042000,25012
VD,20200107042500,25001
VD,20200107043000,24800
VD,20200107043500,24919
VD,20200107044000,25014
VD,20200107044500,25006
VD,20200107045000,25025
VD,20200107045500,25022
VD,20200107050000,24945
VD,20200107050500,24917
VD,20200107051000,24908
VD,20200107051500,24876
VD,20200107052000,24879
VD,20200107052500,24913
VD,20200107053000,25083
VD,20200107053500,25440
VD,20200107054000,25700
VD,20200107054500,26038
VD,20200107055000,26304
VD,20200107055500,26402
VD,20200107060000,26842
VD,20200107060500,27787
VD,20200107061000,28594
VD,20200107061500,29030
VD,20200107062000,29523
VD,20200107062500,29987
VD,20200107063000,30291
VD,20200107063500,30694
VD,20200107064000,31202
VD,20200107064500,31629
VD,20200107065000,32181
VD,20200107065500,32740
VD,20200107070000,33142
VD,20200107070500,33504
VD,20200107071000,34414
VD,20200107071500,35023
VD,20200107072000,35397
VD,20200107072500,35778
VD,20200107073000,36049
VD,20200107073500,36193
VD,20200107074000,36437
VD,20200107074500,36658
VD,20200107075000,36945
VD,20200107075500,37080
VD,20200107080000,37151
VD,20200107080500,37319
VD,20200107081000,37439
VD,20200107081500,37478
VD,20200107082000,37630
VD,20200107082500,37741
VD,20200107083000,37763
VD,20200107083500,37594
VD,20200107084000,37548
VD,20200107084500,37693
VD,20200107085000,37576
VD,20200107085500,37563
VD,20200107090000,37539
VD,20200107090500,37537
VD,20200107091000,37600
VD,20200107091500,37592
VD,20200107092000,37711
VD,20200107092500,37744
VD,20200107093000,37725
VD,20200107093500,37781
VD,20200107094000,37712
VD,20200107094500,37554
VD,20200107095000,37624
VD,20200107095500,37692
VD,20200107100000,37755
VD,20200107100500,37702
VD,20200107101000,37724
VD,20200107101500,37572
VD,20200107102000,37610
VD,20200107102500,37542
VD,20200107103000,37458
VD,20200107103500,37450
VD,20200107104000,37472
VD,20200107104500,37530
VD,20200107105000,37435
VD,20200107105500,37474
VD,20200107110000,37380
VD,20200107110500,37524
VD,20200107111000,37713
VD,20200107111500,37732
VD,20200107112000,37682
VD,20200107112500,37720
VD,20200107113000,37721
VD,20200107113500,37845
VD,20200107114000,37874
VD,20200107114500,37882
VD,20200107115000,37780
VD,20200107115500,37821
VD,20200107120000,37924
VD,20200107120500,38287
VD,20200107121000,35537
VD,20200107121500,38522
VD,20200107122000,38652
VD,20200107122500,38622
VD,20200107123000,38612
VD,20200107123500,38516
VD,20200107124000,38456
VD,20200107124500,38289
VD,20200107125000,38273
VD,20200107125500,38241
VD,20200107130000,38282
VD,20200107130500,38721
VD,20200107131000,38817
VD,20200107131500,38787
VD,20200107132000,38846
VD,20200107132500,38864
VD,20200107133000,38823
VD,20200107133500,38825
VD,20200107134000,38720
VD,20200107134500,38586
VD,20200107135000,38504
VD,20200107135500,38673
VD,20200107140000,38735
VD,20200107140500,38658
VD,20200107141000,38386
VD,20200107141500,38251
VD,20200107142000,38372
VD,20200107142500,38522
VD,20200107143000,38729
VD,20200107143500,38794
VD,20200107144000,38777
VD,20200107144500,38796
VD,20200107145000,38666
VD,20200107145500,38629
VD,20200107150000,38280
VD,20200107150500,37779
VD,20200107151000,37923
VD,20200107151500,37964
VD,20200107152000,38024
VD,20200107152500,38140
VD,20200107153000,38194
VD,20200107153500,38394
VD,20200107154000,38682
VD,20200107154500,38982
VD,20200107155000,39324
VD,20200107155500,39549
VD,20200107160000,39801
VD,20200107160500,40085
VD,20200107161000,40167
VD,20200107161500,40380
VD,20200107162000,40741
VD,20200107162500,40933
VD,20200107163000,41171
VD,20200107163500,41341
VD,20200107164000,41568
VD,20200107164500,41722
VD,20200107165000,42003
VD,20200107165500,41991
VD,20200107170000,41896
VD,20200107170500,42007
VD,20200107171000,42083
VD,20200107171500,42028
VD,20200107172000,42069
VD,20200107172500,42087
VD,20200107173000,41978
VD,20200107173500,41936
VD,20200107174000,41886
VD,20200107174500,41809
VD,20200107175000,41725
VD,20200107175500,41600
VD,20200107180000,41475
VD,20200107180500,41510
VD,20200107181000,41330
VD,20200107181500,41115
VD,20200107182000,40954
VD,20200107182500,40848
VD,20200107183000,40683
VD,20200107183500,40508
VD,20200107184000,40402
VD,20200107184500,40240
VD,20200107185000,40150
VD,20200107185500,39952
VD,20200107190000,39699
VD,20200107190500,39603
VD,20200107191000,39508
VD,20200107191500,39480
VD,20200107192000,39226
VD,20200107192500,38832
VD,20200107193000,38592
VD,20200107193500,38477
VD,20200107194000,38271
VD,20200107194500,37939
VD,20200107195000,37685
VD,20200107195500,37295
VD,20200107200000,37040
VD,20200107200500,36963
VD,20200107201000,36759
VD,20200107201500,36516
VD,20200107202000,36182
VD,20200107202500,36029
VD,20200107203000,35688
VD,20200107203500,35289
VD,20200107204000,34887
VD,20200107204500,34711
VD,20200107205000,34523
VD,20200107205500,34398
VD,20200107210000,34184
VD,20200107210500,34018
VD,20200107211000,33607
VD,20200107211500,33129
VD,20200107212000,32863
VD,20200107212500,32501
VD,20200107213000,32144
VD,20200107213500,31901
VD,20200107214000,31529
VD,20200107214500,31155
VD,20200107215000,30782
VD,20200107215500,30507
VD,20200107220000,30037
VD,20200107220500,29586
VD,20200107221000,29342
VD,20200107221500,29170
VD,20200107222000,28794
VD,20200107222500,28389
VD,20200107223000,28385
VD,20200107223500,28315
FTR,2000
