HDR,time,demand (MW)
VD,2.02001E+13,33529
VD,2.02001E+13,33545
VD,2.02001E+13,33778
VD,2.02001E+13,33747
VD,2.02001E+13,33708
VD,2.02001E+13,33671
VD,2.02001E+13,33670
VD,2.02001E+13,33663
VD,2.02001E+13,33615
VD,2.02001E+13,33652
VD,2.02001E+13,33701
VD,2.02001E+13,33645
VD,2.02001E+13,33608
VD,2.02001E+13,33598
VD,2.02001E+13,33501
VD,2.02001E+13,33465
VD,2.02001E+13,33414
VD,2.02001E+13,33361
VD,2.02001E+13,33379
VD,2.02001E+13,33436
VD,2.02001E+13,33406
VD,2.02001E+13,33335
VD,2.02001E+13,33401
VD,2.02001E+13,33421
VD,2.02001E+13,33379
VD,2.02001E+13,33344
VD,2.02001E+13,33233
VD,2.02001E+13,33337
VD,2.02001E+13,33314
VD,2.02001E+13,33233
VD,2.02001E+13,33268
VD,2.02001E+13,33282
VD,2.02001E+13,33273
VD,2.02001E+13,33228
VD,2.02001E+13,33208
VD,2.02001E+13,33245
VD,2.02001E+13,33176
VD,2.02001E+13,33075
VD,2.02001E+13,33144
VD,2.02001E+13,33130
VD,2.02001E+13,33253
VD,2.02001E+13,33241
VD,2.02001E+13,33346
VD,2.02001E+13,33524
VD,2.02001E+13,33563
VD,2.02001E+13,33660
VD,2.02001E+13,33702
VD,2.02001E+13,33668
VD,2.02001E+13,33596
VD,2.02001E+13,33702
VD,2.02001E+13,33847
VD,2.02001E+13,34008
VD,2.02001E+13,34240
VD,2.02001E+13,34401
VD,2.02001E+13,34523
VD,2.02001E+13,34572
VD,2.02001E+13,34596
VD,2.02001E+13,34796
VD,2.02001E+13,35151
VD,2.02001E+13,35247
VD,2.02001E+13,35390
VD,2.02001E+13,35520
VD,2.02001E+13,36031
VD,2.02001E+13,36175
VD,2.02001E+13,36398
VD,2.02001E+13,36709
VD,2.02001E+13,37243
VD,2.02001E+13,37559
VD,2.02001E+13,37911
VD,2.02001E+13,38309
VD,2.02001E+13,38602
VD,2.02001E+13,38699
VD,2.02001E+13,38734
VD,2.02001E+13,38928
VD,2.02001E+13,39111
VD,2.02001E+13,39127
VD,2.02001E+13,39161
VD,2.02001E+13,39119
VD,2.02001E+13,39201
VD,2.02001E+13,39275
VD,2.02001E+13,39390
VD,2.02001E+13,39396
VD,2.02001E+13,39379
VD,2.02001E+13,39380
VD,2.02001E+13,39319
VD,2.02001E+13,39265
VD,2.02001E+13,39361
VD,2.02001E+13,39206
VD,2.02001E+13,39042
VD,2.02001E+13,38893
VD,2.02001E+13,38794
VD,2.02001E+13,38682
VD,2.02001E+13,38588
VD,2.02001E+13,38559
VD,2.02001E+13,38508
VD,2.02001E+13,38310
VD,2.02001E+13,38098
VD,2.02001E+13,37850
VD,2.02001E+13,37770
VD,2.02001E+13,37755
VD,2.02001E+13,37603
VD,2.02001E+13,37370
VD,2.02001E+13,37319
VD,2.02001E+13,37225
VD,2.02001E+13,37060
VD,2.02001E+13,36895
VD,2.02001E+13,36625
VD,2.02001E+13,36430
VD,2.02001E+13,36265
VD,2.02001E+13,36016
VD,2.02001E+13,35802
VD,2.02001E+13,35590
VD,2.02001E+13,35283
VD,2.02001E+13,35097
VD,2.02001E+13,34955
VD,2.02001E+13,34819
VD,2.02001E+13,34636
VD,2.02001E+13,34354
VD,2.02001E+13,34162
VD,2.02001E+13,34092
VD,2.02001E+13,33899
VD,2.02001E+13,33700
VD,2.02001E+13,33364
VD,2.02001E+13,33167
VD,2.02001E+13,32936
VD,2.02001E+13,32802
VD,2.02001E+13,32643
VD,2.02001E+13,32309
VD,2.02001E+13,31870
VD,2.02001E+13,31712
VD,2.02001E+13,31499
VD,2.02001E+13,31182
VD,2.02001E+13,30936
VD,2.02001E+13,30812
VD,2.02001E+13,30360
VD,2.02001E+13,30171
VD,2.02001E+13,29971
VD,2.02001E+13,29561
VD,2.02001E+13,29311
VD,2.02001E+13,29132
VD,2.02001E+13,28970
VD,2.02001E+13,28754
VD,2.02001E+13,28488
VD,2.02001E+13,28303
VD,2.02001E+13,28015
VD,2.02001E+13,27679
VD,2.02001E+13,27452
VD,2.02001E+13,27364
VD,2.02001E+13,27128
VD,2.02001E+13,26835
VD,2.02001E+13,26542
VD,2.02001E+13,26371
VD,2.02001E+13,26319
VD,2.02001E+13,26256
VD,2.02001E+13,26165
VD,2.02001E+13,25950
VD,2.02001E+13,25837
VD,2.02001E+13,25673
VD,2.02001E+13,25612
VD,2.02001E+13,25712
VD,2.02001E+13,25723
VD,2.02001E+13,25666
VD,2.02001E+13,25612
VD,2.02001E+13,25559
VD,2.02001E+13,25783
VD,2.02001E+13,25782
VD,2.02001E+13,25810
VD,2.02001E+13,25866
VD,2.02001E+13,25777
VD,2.02001E+13,25697
VD,2.02001E+13,25602
VD,2.02001E+13,25738
VD,2.02001E+13,25702
VD,2.02001E+13,25642
VD,2.02001E+13,25470
VD,2.02001E+13,25343
VD,2.02001E+13,25307
VD,2.02001E+13,25230
VD,2.02001E+13,25151
VD,2.02001E+13,25087
VD,2.02001E+13,25015
VD,2.02001E+13,24949
VD,2.02001E+13,24973
VD,2.02001E+13,25014
VD,2.02001E+13,24883
VD,2.02001E+13,24675
VD,2.02001E+13,24609
VD,2.02001E+13,24388
VD,2.02001E+13,24352
VD,2.02001E+13,24392
VD,2.02001E+13,24366
VD,2.02001E+13,24299
VD,2.02001E+13,24247
VD,2.02001E+13,24073
VD,2.02001E+13,23694
VD,2.02001E+13,23520
VD,2.02001E+13,23519
VD,2.02001E+13,23460
VD,2.02001E+13,23426
VD,2.02001E+13,23320
VD,2.02001E+13,23212
VD,2.02001E+13,23203
VD,2.02001E+13,23207
VD,2.02001E+13,23248
VD,2.02001E+13,23244
VD,2.02001E+13,23310
VD,2.02001E+13,23520
VD,2.02001E+13,23632
VD,2.02001E+13,23480
VD,2.02001E+13,23477
VD,2.02001E+13,23453
VD,2.02001E+13,23368
VD,2.02001E+13,23545
VD,2.02001E+13,23577
VD,2.02001E+13,23654
VD,2.02001E+13,23679
VD,2.02001E+13,23658
VD,2.02001E+13,23615
VD,2.02001E+13,23569
VD,2.02001E+13,23570
VD,2.02001E+13,23562
VD,2.02001E+13,23568
VD,2.02001E+13,23549
VD,2.02001E+13,23562
VD,2.02001E+13,23635
VD,2.02001E+13,23664
VD,2.02001E+13,23711
VD,2.02001E+13,23787
VD,2.02001E+13,23801
VD,2.02001E+13,23855
VD,2.02001E+13,24065
VD,2.02001E+13,24295
VD,2.02001E+13,24409
VD,2.02001E+13,24380
VD,2.02001E+13,24369
VD,2.02001E+13,24480
VD,2.02001E+13,24672
VD,2.02001E+13,24864
VD,2.02001E+13,24989
VD,2.02001E+13,25082
VD,2.02001E+13,25148
VD,2.02001E+13,25200
VD,2.02001E+13,25193
VD,2.02001E+13,25289
VD,2.02001E+13,25315
VD,2.02001E+13,25469
VD,2.02001E+13,25580
VD,2.02001E+13,25664
VD,2.02001E+13,25694
VD,2.02001E+13,25841
VD,2.02001E+13,26036
VD,2.02001E+13,26306
VD,2.02001E+13,26514
VD,2.02001E+13,26497
VD,2.02001E+13,26780
VD,2.02001E+13,27080
VD,2.02001E+13,27192
VD,2.02001E+13,27432
VD,2.02001E+13,27642
VD,2.02001E+13,27782
VD,2.02001E+13,27914
VD,2.02001E+13,27967
VD,2.02001E+13,28184
VD,2.02001E+13,28397
VD,2.02001E+13,28660
VD,2.02001E+13,28917
VD,2.02001E+13,29071
VD,2.02001E+13,29302
VD,2.02001E+13,29497
VD,2.02001E+13,29682
VD,2.02001E+13,29829
VD,2.02001E+13,30040
VD,2.02001E+13,30290
VD,2.02001E+13,30462
VD,2.02001E+13,30621
VD,2.02001E+13,30796
VD,2.02001E+13,30994
VD,2.02001E+13,31018
VD,2.02001E+13,31274
VD,2.02001E+13,31433
VD,2.02001E+13,31493
VD,2.02001E+13,31639
VD,2.02001E+13,31651
VD,2.02001E+13,31787
VD,2.02001E+13,31889
VD,2.02001E+13,32007
VD,2.02001E+13,32147
VD,2.02001E+13,32279
VD,2.02001E+13,32315
VD,2.02001E+13,32325
VD,2.02001E+13,32440
VD,2.02001E+13,32587
VD,2.02001E+13,32627
VD,2.02001E+13,32717
VD,2.02001E+13,32954
VD,2.02001E+13,33081
VD,2.02001E+13,33065
VD,2.02001E+13,33312
VD,2.02001E+13,33329
VD,2.02001E+13,33400
VD,2.02001E+13,33440
VD,2.02001E+13,33483
VD,2.02001E+13,33685
VD,2.02001E+13,33788
VD,2.02001E+13,33927
VD,2.02001E+13,34029
VD,2.02001E+13,34063
VD,2.02001E+13,34126
VD,2.02001E+13,34205
VD,2.02001E+13,34337
VD,2.02001E+13,34277
VD,2.02001E+13,34304
VD,2.02001E+13,34339
VD,2.02001E+13,34343
VD,2.02001E+13,34168
VD,2.02001E+13,34182
VD,2.02001E+13,34116
VD,2.02001E+13,34106
VD,2.02001E+13,34077
VD,2.02001E+13,34234
VD,2.02001E+13,34386
VD,2.02001E+13,34383
VD,2.02001E+13,34360
VD,2.02001E+13,34330
VD,2.02001E+13,34214
VD,2.02001E+13,34233
VD,2.02001E+13,34567
VD,2.02001E+13,34571
VD,2.02001E+13,34642
VD,2.02001E+13,34686
VD,2.02001E+13,34634
VD,2.02001E+13,34684
VD,2.02001E+13,34676
VD,2.02001E+13,34727
VD,2.02001E+13,34799
VD,2.02001E+13,34889
VD,2.02001E+13,34957
VD,2.02001E+13,35034
VD,2.02001E+13,35308
VD,2.02001E+13,35368
VD,2.02001E+13,35494
VD,2.02001E+13,35587
VD,2.02001E+13,35488
VD,2.02001E+13,35511
VD,2.02001E+13,35682
VD,2.02001E+13,35909
VD,2.02001E+13,36111
VD,2.02001E+13,36366
VD,2.02001E+13,36626
VD,2.02001E+13,36712
VD,2.02001E+13,37108
VD,2.02001E+13,37287
VD,2.02001E+13,37706
VD,2.02001E+13,38060
VD,2.02001E+13,38442
VD,2.02001E+13,38663
VD,2.02001E+13,38916
VD,2.02001E+13,39097
VD,2.02001E+13,39265
VD,2.02001E+13,39529
VD,2.02001E+13,39821
VD,2.02001E+13,39969
VD,2.02001E+13,40052
VD,2.02001E+13,40108
VD,2.02001E+13,40129
VD,2.02001E+13,40217
VD,2.02001E+13,40359
VD,2.02001E+13,40324
VD,2.02001E+13,40250
VD,2.02001E+13,40108
VD,2.02001E+13,39820
VD,2.02001E+13,39535
VD,2.02001E+13,39537
VD,2.02001E+13,39522
VD,2.02001E+13,39468
VD,2.02001E+13,39547
VD,2.02001E+13,39355
VD,2.02001E+13,39187
VD,2.02001E+13,39001
VD,2.02001E+13,38765
VD,2.02001E+13,38749
VD,2.02001E+13,38560
VD,2.02001E+13,38297
VD,2.02001E+13,38102
VD,2.02001E+13,38095
VD,2.02001E+13,37827
VD,2.02001E+13,37809
VD,2.02001E+13,37724
VD,2.02001E+13,37568
VD,2.02001E+13,37416
VD,2.02001E+13,37093
VD,2.02001E+13,36849
VD,2.02001E+13,36616
VD,2.02001E+13,36226
VD,2.02001E+13,36148
VD,2.02001E+13,35922
VD,2.02001E+13,35703
VD,2.02001E+13,35513
VD,2.02001E+13,35476
VD,2.02001E+13,35263
VD,2.02001E+13,34968
VD,2.02001E+13,34738
VD,2.02001E+13,34495
VD,2.02001E+13,34368
VD,2.02001E+13,34283
VD,2.02001E+13,34088
VD,2.02001E+13,33712
VD,2.02001E+13,33415
VD,2.02001E+13,33165
VD,2.02001E+13,32988
VD,2.02001E+13,32617
VD,2.02001E+13,32390
VD,2.02001E+13,32223
VD,2.02001E+13,32063
VD,2.02001E+13,31767
VD,2.02001E+13,31461
VD,2.02001E+13,31158
VD,2.02001E+13,30920
VD,2.02001E+13,30631
VD,2.02001E+13,30385
VD,2.02001E+13,30131
VD,2.02001E+13,29829
VD,2.02001E+13,29250
VD,2.02001E+13,28949
VD,2.02001E+13,28896
VD,2.02001E+13,28626
VD,2.02001E+13,28325
VD,2.02001E+13,28080
VD,2.02001E+13,28021
VD,2.02001E+13,27828
VD,2.02001E+13,27563
VD,2.02001E+13,27312
VD,2.02001E+13,27149
VD,2.02001E+13,26392
VD,2.02001E+13,25585
VD,2.02001E+13,25823
VD,2.02001E+13,25807
VD,2.02001E+13,25659
VD,2.02001E+13,25495
VD,2.02001E+13,25487
VD,2.02001E+13,25355
VD,2.02001E+13,25277
VD,2.02001E+13,25144
VD,2.02001E+13,25028
VD,2.02001E+13,24849
VD,2.02001E+13,24811
VD,2.02001E+13,25143
VD,2.02001E+13,25235
VD,2.02001E+13,25281
VD,2.02001E+13,25295
VD,2.02001E+13,25337
VD,2.02001E+13,25310
VD,2.02001E+13,25364
VD,2.02001E+13,25436
VD,2.02001E+13,25474
VD,2.02001E+13,25532
VD,2.02001E+13,25554
VD,2.02001E+13,25458
VD,2.02001E+13,25410
VD,2.02001E+13,25400
VD,2.02001E+13,25409
VD,2.02001E+13,25415
VD,2.02001E+13,25339
VD,2.02001E+13,25256
VD,2.02001E+13,25357
VD,2.02001E+13,25368
VD,2.02001E+13,25397
VD,2.02001E+13,25383
VD,2.02001E+13,25333
VD,2.02001E+13,25375
VD,2.02001E+13,25531
VD,2.02001E+13,25639
VD,2.02001E+13,25658
VD,2.02001E+13,25687
VD,2.02001E+13,25666
VD,2.02001E+13,25655
VD,2.02001E+13,25834
VD,2.02001E+13,25946
VD,2.02001E+13,25939
VD,2.02001E+13,25861
VD,2.02001E+13,25882
VD,2.02001E+13,25945
VD,2.02001E+13,25878
VD,2.02001E+13,25739
VD,2.02001E+13,25688
VD,2.02001E+13,25558
VD,2.02001E+13,25373
VD,2.02001E+13,25178
VD,2.02001E+13,25208
VD,2.02001E+13,25324
VD,2.02001E+13,25291
VD,2.02001E+13,25260
VD,2.02001E+13,25302
VD,2.02001E+13,25368
VD,2.02001E+13,25560
VD,2.02001E+13,25718
VD,2.02001E+13,25619
VD,2.02001E+13,25642
VD,2.02001E+13,25663
VD,2.02001E+13,25727
VD,2.02001E+13,25932
VD,2.02001E+13,26002
VD,2.02001E+13,25976
VD,2.02001E+13,26062
VD,2.02001E+13,26185
VD,2.02001E+13,26289
VD,2.02001E+13,26446
VD,2.02001E+13,26584
VD,2.02001E+13,26616
VD,2.02001E+13,26744
VD,2.02001E+13,26824
VD,2.02001E+13,26898
VD,2.02001E+13,27066
VD,2.02001E+13,27070
VD,2.02001E+13,27039
VD,2.02001E+13,27251
VD,2.02001E+13,27468
VD,2.02001E+13,27861
VD,2.02001E+13,28329
VD,2.02001E+13,29007
VD,2.02001E+13,29536
VD,2.02001E+13,29924
VD,2.02001E+13,30285
VD,2.02001E+13,30543
VD,2.02001E+13,31000
VD,2.02001E+13,31646
VD,2.02001E+13,32129
VD,2.02001E+13,32521
VD,2.02001E+13,32993
VD,2.02001E+13,33201
VD,2.02001E+13,33037
VD,2.02001E+13,33140
VD,2.02001E+13,33676
VD,2.02001E+13,34190
VD,2.02001E+13,34583
VD,2.02001E+13,35018
VD,2.02001E+13,35184
VD,2.02001E+13,35249
VD,2.02001E+13,35526
VD,2.02001E+13,35823
VD,2.02001E+13,36102
VD,2.02001E+13,36236
VD,2.02001E+13,36283
VD,2.02001E+13,36546
VD,2.02001E+13,36774
VD,2.02001E+13,36924
VD,2.02001E+13,36995
VD,2.02001E+13,37016
VD,2.02001E+13,37045
VD,2.02001E+13,37098
VD,2.02001E+13,37156
VD,2.02001E+13,37207
VD,2.02001E+13,37260
VD,2.02001E+13,37414
VD,2.02001E+13,37781
VD,2.02001E+13,37903
VD,2.02001E+13,37996
VD,2.02001E+13,38092
VD,2.02001E+13,38111
VD,2.02001E+13,38126
VD,2.02001E+13,38193
VD,2.02001E+13,38201
VD,2.02001E+13,38223
VD,2.02001E+13,38192
VD,2.02001E+13,38106
VD,2.02001E+13,38063
VD,2.02001E+13,38095
VD,2.02001E+13,38132
VD,2.02001E+13,38135
VD,2.02001E+13,38078
VD,2.02001E+13,37988
VD,2.02001E+13,38081
VD,2.02001E+13,38126
VD,2.02001E+13,38180
VD,2.02001E+13,38222
VD,2.02001E+13,38258
VD,2.02001E+13,38172
VD,2.02001E+13,38074
VD,2.02001E+13,38289
VD,2.02001E+13,38217
VD,2.02001E+13,38142
VD,2.02001E+13,38257
VD,2.02001E+13,38303
VD,2.02001E+13,38240
VD,2.02001E+13,38224
VD,2.02001E+13,38219
VD,2.02001E+13,38332
VD,2.02001E+13,38296
VD,2.02001E+13,38221
VD,2.02001E+13,38326
VD,2.02001E+13,38556
VD,2.02001E+13,38756
VD,2.02001E+13,38701
VD,2.02001E+13,38655
VD,2.02001E+13,36895
VD,2.02001E+13,36963
VD,2.02001E+13,36949
VD,2.02001E+13,36990
VD,2.02001E+13,37017
VD,2.02001E+13,36997
VD,2.02001E+13,36978
VD,2.02001E+13,36973
VD,2.02001E+13,38830
VD,2.02001E+13,38873
VD,2.02001E+13,38845
VD,2.02001E+13,38829
VD,2.02001E+13,38847
VD,2.02001E+13,38869
VD,2.02001E+13,38714
VD,2.02001E+13,38680
VD,2.02001E+13,38661
VD,2.02001E+13,38628
VD,2.02001E+13,38612
VD,2.02001E+13,38637
VD,2.02001E+13,38679
VD,2.02001E+13,38684
VD,2.02001E+13,38674
VD,2.02001E+13,38607
VD,2.02001E+13,38590
VD,2.02001E+13,38602
VD,2.02001E+13,38681
VD,2.02001E+13,38823
VD,2.02001E+13,38754
VD,2.02001E+13,38705
VD,2.02001E+13,38739
VD,2.02001E+13,38750
VD,2.02001E+13,38877
VD,2.02001E+13,38888
VD,2.02001E+13,38884
VD,2.02001E+13,38922
VD,2.02001E+13,39002
VD,2.02001E+13,39151
VD,2.02001E+13,39184
VD,2.02001E+13,39307
VD,2.02001E+13,39526
VD,2.02001E+13,39766
VD,2.02001E+13,39861
VD,2.02001E+13,40051
VD,2.02001E+13,40405
VD,2.02001E+13,40678
VD,2.02001E+13,40973
VD,2.02001E+13,41243
VD,2.02001E+13,41659
VD,2.02001E+13,41991
VD,2.02001E+13,42267
VD,2.02001E+13,42480
VD,2.02001E+13,42715
VD,2.02001E+13,42962
VD,2.02001E+13,43104
VD,2.02001E+13,43226
VD,2.02001E+13,43397
VD,2.02001E+13,43507
VD,2.02001E+13,43525
VD,2.02001E+13,43690
VD,2.02001E+13,43769
VD,2.02001E+13,43810
VD,2.02001E+13,43800
VD,2.02001E+13,43762
VD,2.02001E+13,43668
VD,2.02001E+13,43559
VD,2.02001E+13,43451
VD,2.02001E+13,43467
VD,2.02001E+13,43538
VD,2.02001E+13,43434
VD,2.02001E+13,43388
VD,2.02001E+13,43451
VD,2.02001E+13,43279
VD,2.02001E+13,43232
VD,2.02001E+13,43061
VD,2.02001E+13,42879
VD,2.02001E+13,42703
VD,2.02001E+13,42517
VD,2.02001E+13,42282
VD,2.02001E+13,42171
VD,2.02001E+13,42053
VD,2.02001E+13,41860
VD,2.02001E+13,41709
VD,2.02001E+13,41578
VD,2.02001E+13,41274
VD,2.02001E+13,41114
VD,2.02001E+13,41301
VD,2.02001E+13,41178
VD,2.02001E+13,41016
VD,2.02001E+13,40786
VD,2.02001E+13,40490
VD,2.02001E+13,40205
VD,2.02001E+13,39939
VD,2.02001E+13,39756
VD,2.02001E+13,39510
VD,2.02001E+13,39242
VD,2.02001E+13,39014
VD,2.02001E+13,38745
VD,2.02001E+13,38577
VD,2.02001E+13,38265
VD,2.02001E+13,37974
VD,2.02001E+13,37591
VD,2.02001E+13,37187
VD,2.02001E+13,36907
VD,2.02001E+13,36498
VD,2.02001E+13,36019
VD,2.02001E+13,35609
VD,2.02001E+13,35414
VD,2.02001E+13,35032
VD,2.02001E+13,34681
VD,2.02001E+13,34348
VD,2.02001E+13,34067
VD,2.02001E+13,33718
VD,2.02001E+13,33394
VD,2.02001E+13,32986
VD,2.02001E+13,32533
VD,2.02001E+13,32002
VD,2.02001E+13,31553
VD,2.02001E+13,31196
VD,2.02001E+13,30837
VD,2.02001E+13,30484
VD,2.02001E+13,30141
VD,2.02001E+13,29955
VD,2.02001E+13,29734
VD,2.02001E+13,29441
VD,2.02001E+13,29159
VD,2.02001E+13,28815
VD,2.02001E+13,28704
VD,2.02001E+13,28355
VD,2.02001E+13,28094
VD,2.02001E+13,27647
VD,2.02001E+13,27292
VD,2.02001E+13,27009
VD,2.02001E+13,26763
VD,2.02001E+13,26613
VD,2.02001E+13,26540
VD,2.02001E+13,26474
VD,2.02001E+13,26235
VD,2.02001E+13,25988
VD,2.02001E+13,25948
VD,2.02001E+13,26022
VD,2.02001E+13,26062
VD,2.02001E+13,25944
VD,2.02001E+13,25934
VD,2.02001E+13,26033
VD,2.02001E+13,26123
VD,2.02001E+13,26413
VD,2.02001E+13,26536
VD,2.02001E+13,26588
VD,2.02001E+13,26726
VD,2.02001E+13,26724
VD,2.02001E+13,26599
VD,2.02001E+13,26689
VD,2.02001E+13,26717
VD,2.02001E+13,26666
VD,2.02001E+13,26673
VD,2.02001E+13,26682
VD,2.02001E+13,26623
VD,2.02001E+13,26558
VD,2.02001E+13,26415
VD,2.02001E+13,26328
VD,2.02001E+13,26395
VD,2.02001E+13,26298
VD,2.02001E+13,26196
VD,2.02001E+13,26300
VD,2.02001E+13,26348
VD,2.02001E+13,26478
VD,2.02001E+13,26473
VD,2.02001E+13,26495
VD,2.02001E+13,26332
VD,2.02001E+13,26289
VD,2.02001E+13,26227
VD,2.02001E+13,26234
VD,2.02001E+13,26353
VD,2.02001E+13,26277
VD,2.02001E+13,26160
VD,2.02001E+13,26119
VD,2.02001E+13,26141
VD,2.02001E+13,26126
VD,2.02001E+13,26111
VD,2.02001E+13,26029
VD,2.02001E+13,25931
VD,2.02001E+13,25869
VD,2.02001E+13,25833
VD,2.02001E+13,25699
VD,2.02001E+13,25549
VD,2.02001E+13,25279
VD,2.02001E+13,25055
VD,2.02001E+13,24999
VD,2.02001E+13,25127
VD,2.02001E+13,25061
VD,2.02001E+13,25012
VD,2.02001E+13,25001
VD,2.02001E+13,24800
VD,2.02001E+13,24919
VD,2.02001E+13,25014
VD,2.02001E+13,25006
VD,2.02001E+13,25025
VD,2.02001E+13,25022
VD,2.02001E+13,24945
VD,2.02001E+13,24917
VD,2.02001E+13,24908
VD,2.02001E+13,24876
VD,2.02001E+13,24879
VD,2.02001E+13,24913
VD,2.02001E+13,25083
VD,2.02001E+13,25440
VD,2.02001E+13,25700
VD,2.02001E+13,26038
VD,2.02001E+13,26304
VD,2.02001E+13,26402
VD,2.02001E+13,26842
VD,2.02001E+13,27787
VD,2.02001E+13,28594
VD,2.02001E+13,29030
VD,2.02001E+13,29523
VD,2.02001E+13,29987
VD,2.02001E+13,30291
VD,2.02001E+13,30694
VD,2.02001E+13,31202
VD,2.02001E+13,31629
VD,2.02001E+13,32181
VD,2.02001E+13,32740
VD,2.02001E+13,33142
VD,2.02001E+13,33504
VD,2.02001E+13,34414
VD,2.02001E+13,35023
VD,2.02001E+13,35397
VD,2.02001E+13,35778
VD,2.02001E+13,36049
VD,2.02001E+13,36193
VD,2.02001E+13,36437
VD,2.02001E+13,36658
VD,2.02001E+13,36945
VD,2.02001E+13,37080
VD,2.02001E+13,37151
VD,2.02001E+13,37319
VD,2.02001E+13,37439
VD,2.02001E+13,37478
VD,2.02001E+13,37630
VD,2.02001E+13,37741
VD,2.02001E+13,37763
VD,2.02001E+13,37594
VD,2.02001E+13,37548
VD,2.02001E+13,37693
VD,2.02001E+13,37576
VD,2.02001E+13,37563
VD,2.02001E+13,37539
VD,2.02001E+13,37537
VD,2.02001E+13,37600
VD,2.02001E+13,37592
VD,2.02001E+13,37711
VD,2.02001E+13,37744
VD,2.02001E+13,37725
VD,2.02001E+13,37781
VD,2.02001E+13,37712
VD,2.02001E+13,37554
VD,2.02001E+13,37624
VD,2.02001E+13,37692
VD,2.02001E+13,37755
VD,2.02001E+13,37702
VD,2.02001E+13,37724
VD,2.02001E+13,37572
VD,2.02001E+13,37610
VD,2.02001E+13,37542
VD,2.02001E+13,37458
VD,2.02001E+13,37450
VD,2.02001E+13,37472
VD,2.02001E+13,37530
VD,2.02001E+13,37435
VD,2.02001E+13,37474
VD,2.02001E+13,37380
VD,2.02001E+13,37524
VD,2.02001E+13,37713
VD,2.02001E+13,37732
VD,2.02001E+13,37682
VD,2.02001E+13,37720
VD,2.02001E+13,37721
VD,2.02001E+13,37845
VD,2.02001E+13,37874
VD,2.02001E+13,37882
VD,2.02001E+13,37780
VD,2.02001E+13,37821
VD,2.02001E+13,37924
VD,2.02001E+13,38287
VD,2.02001E+13,35537
VD,2.02001E+13,38522
VD,2.02001E+13,38652
VD,2.02001E+13,38622
VD,2.02001E+13,38612
VD,2.02001E+13,38516
VD,2.02001E+13,38456
VD,2.02001E+13,38289
VD,2.02001E+13,38273
VD,2.02001E+13,38241
VD,2.02001E+13,38282
VD,2.02001E+13,38721
VD,2.02001E+13,38817
VD,2.02001E+13,38787
VD,2.02001E+13,38846
VD,2.02001E+13,38864
VD,2.02001E+13,38823
VD,2.02001E+13,38825
VD,2.02001E+13,38720
VD,2.02001E+13,38586
VD,2.02001E+13,38504
VD,2.02001E+13,38673
VD,2.02001E+13,38735
VD,2.02001E+13,38658
VD,2.02001E+13,38386
VD,2.02001E+13,38251
VD,2.02001E+13,38372
VD,2.02001E+13,38522
VD,2.02001E+13,38729
VD,2.02001E+13,38794
VD,2.02001E+13,38777
VD,2.02001E+13,38796
VD,2.02001E+13,38666
VD,2.02001E+13,38629
VD,2.02001E+13,38280
VD,2.02001E+13,37779
VD,2.02001E+13,37923
VD,2.02001E+13,37964
VD,2.02001E+13,38024
VD,2.02001E+13,38140
VD,2.02001E+13,38194
VD,2.02001E+13,38394
VD,2.02001E+13,38682
VD,2.02001E+13,38982
VD,2.02001E+13,39324
VD,2.02001E+13,39549
VD,2.02001E+13,39801
VD,2.02001E+13,40085
VD,2.02001E+13,40167
VD,2.02001E+13,40380
VD,2.02001E+13,40741
VD,2.02001E+13,40933
VD,2.02001E+13,41171
VD,2.02001E+13,41341
VD,2.02001E+13,41568
VD,2.02001E+13,41722
VD,2.02001E+13,42003
VD,2.02001E+13,41991
VD,2.02001E+13,41896
VD,2.02001E+13,42007
VD,2.02001E+13,42083
VD,2.02001E+13,42028
VD,2.02001E+13,42069
VD,2.02001E+13,42087
VD,2.02001E+13,41978
VD,2.02001E+13,41936
VD,2.02001E+13,41886
VD,2.02001E+13,41809
VD,2.02001E+13,41725
VD,2.02001E+13,41600
VD,2.02001E+13,41475
VD,2.02001E+13,41510
VD,2.02001E+13,41330
VD,2.02001E+13,41115
VD,2.02001E+13,40954
VD,2.02001E+13,40848
VD,2.02001E+13,40683
VD,2.02001E+13,40508
VD,2.02001E+13,40402
VD,2.02001E+13,40240
VD,2.02001E+13,40150
VD,2.02001E+13,39952
VD,2.02001E+13,39699
VD,2.02001E+13,39603
VD,2.02001E+13,39508
VD,2.02001E+13,39480
VD,2.02001E+13,39226
VD,2.02001E+13,38832
VD,2.02001E+13,38592
VD,2.02001E+13,38477
VD,2.02001E+13,38271
VD,2.02001E+13,37939
VD,2.02001E+13,37685
VD,2.02001E+13,37295
VD,2.02001E+13,37040
VD,2.02001E+13,36963
VD,2.02001E+13,36759
VD,2.02001E+13,36516
VD,2.02001E+13,36182
VD,2.02001E+13,36029
VD,2.02001E+13,35688
VD,2.02001E+13,35289
VD,2.02001E+13,34887
VD,2.02001E+13,34711
VD,2.02001E+13,34523
VD,2.02001E+13,34398
VD,2.02001E+13,34184
VD,2.02001E+13,34018
VD,2.02001E+13,33607
VD,2.02001E+13,33129
VD,2.02001E+13,32863
VD,2.02001E+13,32501
VD,2.02001E+13,32144
VD,2.02001E+13,31901
VD,2.02001E+13,31529
VD,2.02001E+13,31155
VD,2.02001E+13,30782
VD,2.02001E+13,30507
VD,2.02001E+13,30037
VD,2.02001E+13,29586
