Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,6,6,126
1,RE_PV_Rooftop_Lim,6,6,6
2,RE_PV_Openfield_Lim,6,6,6
3,RE_WIND_Offshore_Lim,6,6,6
4,RE_WIND_Onshore_Lim,6,6,6
5,PP_CO2,6,6,6
6,BESS,6,6,0
7,EL_to_HTH,6,6,6
8,EL_to_NH3,6,6,0
9,NH3_Storage,6,6,0
10,NH3_to_EL,6,6,0
11,NH3_to_HTH,6,6,0
12,EL_Demand,6,6,6
13,HTH_Demand,6,6,6
