,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
BRN,high,0,0.19747985466227921,0.13097828388150995,0.11507798192264725,0.09920058727740345
BRN,high,1,0.2201293962233219,0.1460005659742411,0.1282766119235421,0.11057819249319532
BRN,high,2,0.22878398290232813,0.15174071052143343,0.1333199231569734,0.1149256743296026
BRN,high,3,0.23582504525817757,0.1564106869382632,0.13742298089867733,0.11846263014695209
BRN,high,4,0.24202096447781746,0.16052012315313555,0.141033546043012,0.12157504293641228
BRN,high,5,0.24881865875150483,0.16502868597257522,0.14499478522905887,0.12498974700957076
BRN,high,6,0.26061246727315823,0.17285091575512726,0.15186742388972146,0.13091416260925848
BRN,high,7,0.2765666448486959,0.18343250547301743,0.16116444591644033,0.13892846760116717
BRN,high,8,0.3136004474190669,0.20799513194734365,0.18274525612114836,0.15753175739180894
BRN,high,9,0.38786241115826403,0.2572492930103298,0.226020135654225,0.19483596965133276
BRN,low,0,0.10765273493094163,0.08119121693322746,0.07323317454520913,0.06509448062698597
BRN,low,1,0.11999974165802343,0.09050327484144102,0.08163250131879533,0.07256035681408768
BRN,low,2,0.12471764023702146,0.09406149309982642,0.08484195707803824,0.07541313299155947
BRN,low,3,0.1285559538752542,0.09695633228305235,0.0874530555587994,0.07773404971443251
BRN,low,4,0.1319335523171111,0.09950370210121855,0.08975074224920065,0.07977638534557306
BRN,low,5,0.1356391980450679,0.10229848373281628,0.09227159042432855,0.0820170816381819
BRN,low,6,0.14206838923917292,0.10714735131876858,0.09664519116196363,0.08590462673306794
BRN,low,7,0.15076553382902355,0.11370669933298481,0.10256161779248105,0.09116353734390661
BRN,low,8,0.1709538722213672,0.12893265492979952,0.11629518536243348,0.10337083893466015
BRN,low,9,0.21143650024202698,0.15946447407736708,0.14383439619425822,0.12784950774981652
BRN,medium,0,0.13500282099700067,0.1091485699449484,0.09589831831256293,0.08266715608780427
BRN,medium,1,0.15048668901107634,0.12166713836056878,0.10689717665165287,0.09214849377030336
BRN,medium,2,0.15640320955048542,0.12645059215181031,0.11109993601476041,0.09577139530166395
BRN,medium,3,0.16121667916986032,0.13034223916739301,0.11451915080107149,0.09871885848361935
BRN,medium,4,0.1654523850080653,0.13376676934782408,0.11752795508938775,0.10131253580890057
BRN,medium,5,0.17009948131463468,0.13752390503219436,0.12082898774593075,0.10415812253733461
BRN,medium,6,0.17816206280399538,0.1440424298535971,0.12655618663242554,0.109095135538466
BRN,medium,7,0.18906879039435195,0.1528604212887018,0.1343037049915542,0.11577372303360593
BRN,medium,8,0.21438614657630878,0.17332927669216686,0.152287713503671,0.13127646453017697
BRN,medium,9,0.26515372798208753,0.2143744109277516,0.1883501131309978,0.1623633080885427
