Type,storage_sizing_constant,storage_sizing_constant_units,storage_usage_constant,storage_usage_constant_units,storage_conversion_factor,charging_sizing_constant,charging_sizing_constant_units,charging_usage_constant,charging_usage_constant_units,charging_conversion_factor,discharging_sizing_constant,discharging_sizing_constant_units,discharging_usage_constant,discharging_usage_constant_units,discharging_conversion_factor,lifespan,lifespan_units,storage_max,storage_max_units,charging_max,charging_max_units,discharging_max,discharging_max_units,initial_storage,initial_storage_units
0,0.125,G$/GWh,0,G$/GWh,1.00E+00,0,G$/GW,2.50E-05,G$/GWh,0.95,0.00E+00,G$/GW,2.50E-05,G$/GWh,9.50E-01,87600,h,4,MWh,2,MW,2,MW,0,MWh
