,,,capex,capex,capex,capex
year,,,2021,2030,2040,2050
region,scenario,group,,,,
LAO,high,0,2122.5686806825415,1407.7912083329038,1236.8903181690562,1066.235642215
LAO,high,1,2396.6809453083793,1589.5958489782784,1396.624516309112,1203.931194387873
LAO,high,2,2849.9143186951046,1890.2023566420503,1660.7384535942444,1431.6051355634131
LAO,high,3,3097.1793112518085,2054.2005753188905,1804.8278666243514,1555.8144252488853
LAO,high,4,3596.5189526791673,2385.387011625997,2095.809437010493,1806.6490522291174
LAO,high,5,3824.412394506633,2536.5370718146573,2228.6104127045182,1921.1273786629226
LAO,high,6,3934.6621787599556,2609.6601129708824,2292.856574424975,1976.5094497288408
LAO,high,7,4625.038052822668,3067.5511083462166,2695.16121704886,2323.3078219807326
LAO,high,8,5081.1714857015695,3370.081077094961,2960.9651140232595,2552.4385578513375
LAO,high,9,5098.437078182021,3381.532461223069,2971.0263404847296,2561.1116294249487
LAO,low,0,1157.081687876434,872.6658954843915,787.1306313367685,699.6536740440825
LAO,low,1,1306.509258681033,985.3635090174698,888.7820699335682,790.008184025866
LAO,low,2,1553.5816108995975,1171.7043851686774,1056.8585494294407,939.4056559545625
LAO,low,3,1688.3738546298043,1273.3640996999945,1148.5539802861165,1020.9106089298759
LAO,low,4,1960.5802432298192,1478.660955015921,1333.7284487426473,1185.5059023112638
LAO,low,5,2084.812420367971,1572.3563139913797,1418.240158717061,1260.6254898736613
LAO,low,6,2144.9131877129275,1617.6840471191388,1459.1250464827274,1296.9666774720536
LAO,low,7,2521.259681893707,1901.5229098349275,1715.1431450048156,1524.5324665820142
LAO,low,8,2769.9129514986853,2089.056106893826,1884.295078821831,1674.885873316803
LAO,low,9,2779.324991293595,2096.1546257116634,1890.6978288633752,1680.5770602837636
LAO,medium,0,1451.0480582540822,1173.159340747454,1030.7419322768367,888.5297020961273
LAO,medium,1,1638.4389648236431,1324.6632080120587,1163.8537641211972,1003.2759956062234
LAO,medium,2,1948.282133798128,1575.1686311662088,1383.9487119588462,1193.0042799723728
LAO,medium,3,2117.319484904395,1711.8338134503952,1504.023222872714,1296.5120214063184
LAO,medium,4,2458.6822043754946,1987.8225104833293,1746.5078649714046,1505.540877282019
LAO,medium,5,2614.4766148275767,2113.7808940252185,1857.1753447666183,1600.9394826692887
LAO,medium,6,2689.8464894618446,2174.716761679145,1910.7138128915717,1647.0912085716593
LAO,medium,7,3161.806987439221,2556.2925913120903,2245.967681898288,1936.0898521953222
LAO,medium,8,3473.632719207435,2808.400898704735,2467.4709294780555,2127.0321321422844
LAO,medium,9,3485.435967165745,2817.943718814008,2475.85528486665,2134.2596917880915
