,,,lcoe,lcoe,lcoe,lcoe
year,,,2021,2030,2040,2050
region,scenario,group,,,,
LAO,high,0,0.053546786079165534,0.035514843577403685,0.03120346675853031,0.026898301272070005
LAO,high,1,0.07033308996620341,0.0466483401034062,0.0409853960523535,0.03533061051525364
LAO,high,2,0.09534547425643355,0.06323777488763602,0.05556093193228302,0.047895148883190804
LAO,high,3,0.1186709988770996,0.07870840195830897,0.06915347941123377,0.059612322489991286
LAO,high,4,0.14146334646882486,0.09382539998476748,0.08243532716537967,0.07106166384380373
LAO,high,5,0.16526523001103288,0.10961197155601558,0.09630546459625425,0.08301812811066982
LAO,high,6,0.19688381037226593,0.13058295819952115,0.11473064738491089,0.09890117474383758
LAO,high,7,0.24089776968126836,0.15977516551090826,0.1403790236325423,0.12101082546909087
LAO,high,8,0.3057950345418247,0.2028182009363498,0.1781967862859738,0.1536108433183744
LAO,high,9,0.4803081791119198,0.3185638410658019,0.2798913137123054,0.24127450125748748
LAO,low,0,0.029190106393596694,0.022015049241682526,0.01985722107187398,0.017650409126684252
LAO,low,1,0.038340870282461616,0.02891651492652732,0.026082232350268676,0.023183610146314523
LAO,low,2,0.051975939948639985,0.03920002421104795,0.035357792673375125,0.0314283405640043
LAO,low,3,0.06469144717548109,0.04879000356765897,0.04400780013274453,0.03911703829537994
LAO,low,4,0.07711630214583719,0.05816077427691407,0.05246008491052237,0.04662998705306652
LAO,low,5,0.09009148821840382,0.06794660227136785,0.06128674469783196,0.05447570503667377
LAO,low,6,0.1073278116719609,0.08094616124724308,0.07301213824962441,0.0648980089739381
LAO,low,7,0.13132126205633737,0.09904191549244866,0.08933421813981943,0.07940615121688496
LAO,low,8,0.16669888608651584,0.12572356319103165,0.11340063612036477,0.10079797246080019
LAO,low,9,0.26183171533888294,0.19747232259092873,0.17811686552305814,0.15832202992883673
LAO,medium,0,0.036606099332880226,0.0295957029930162,0.026002888977289317,0.022415251066376266
LAO,medium,1,0.04808169203441831,0.038873616768398796,0.034154496725855,0.02944217543767679
LAO,medium,2,0.06518086625052612,0.05269814576079125,0.04630077663133036,0.03991262408057584
LAO,medium,3,0.08112685542704424,0.06559033499151223,0.05762789953561643,0.049676935422328414
LAO,medium,4,0.09670834968775843,0.07818783335193698,0.06869610600244651,0.05921805321986207
LAO,medium,5,0.11297999131285122,0.09134330966657633,0.08025455386677505,0.06918177344505849
LAO,medium,6,0.13459534824121747,0.10881913187649295,0.09560887286431774,0.08241764564309557
LAO,medium,7,0.16468453723785817,0.13314597131238587,0.1169825197470807,0.10084235458599955
LAO,medium,8,0.20905014529518295,0.1690151675146116,0.14849732197263116,0.12800903613472747
LAO,medium,9,0.32835227288845714,0.26546986766109415,0.23324276153318196,0.20106208443791357
