EGY
0.0
0.0
0.0
0.0
0.0
0.0038621886344894
0.1116441826558073
0.2571960070811697
0.3882976762441091
0.480090382780005
0.5268231002727678
0.5149242152443821
0.455572282897608
0.4020719461737699
0.3587123583266588
0.0793146712857999
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0040024845542843
0.1140270775072048
0.2686646333883713
0.4096963098257193
0.5150237605431366
0.5676137696038267
0.5642255007676553
0.5170583389787218
0.4581555995867467
0.4046047325713231
0.1201914448666488
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0041107146874911
0.1153418200339088
0.2766122106802611
0.4159697217455643
0.5229680467000748
0.5708721353760936
0.5660225122169181
0.524580916371223
0.4679820780741213
0.4269497164302224
0.1234114746938292
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0037735814888692
0.1115115739381436
0.2708265685988659
0.4126514804763131
0.525804676621244
0.5726096088010664
0.5623214621784629
0.5030571147877692
0.4399323858264773
0.3981582943616069
0.1284699538282876
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0030111892329029
0.0986749171573431
0.2356307808592478
0.3680134167476026
0.4438837135906227
0.4971529490307421
0.4824528214679359
0.4626157681394974
0.4174051608166877
0.4096272778696169
0.1319780785115235
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0034403077337363
0.1074218148054459
0.2562377205357727
0.3918295956478573
0.4906616999327325
0.5347258539051781
0.5334174279331831
0.4955837024719799
0.4466886693979298
0.4207166028215471
0.1469816001488265
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0031395551219308
0.1101451328182437
0.2696647629102799
0.4172209773026751
0.5268944620971397
0.5834263052353983
0.5747693708628145
0.5287528628953843
0.4727335120286641
0.4257601937126768
0.1508955818551816
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0035620892105982
0.116029034293365
0.2770466889457733
0.4280538049857929
0.543124369438309
0.5959727749028179
0.5926575221276622
0.5418953155807194
0.4845383754238692
0.4179005343147621
0.163429896551849
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0037682565406963
0.1174259122288435
0.2786742730365841
0.4247375700431831
0.5368284384631747
0.5944563238968754
0.5919021364101079
0.5445431580768255
0.484255762657142
0.4141797253071925
0.178022155540436
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
