Asset_Number,Asset_Class,Location_1,Location_2,Asset_Type
0,CO2_Budget,17,17,1311
1,RE_PV_Rooftop_Lim,17,17,17
2,RE_PV_Openfield_Lim,17,17,17
3,RE_WIND_Onshore_Lim,17,17,17
4,RE_WIND_Offshore_Lim,17,17,17
5,PP_CO2,17,17,17
6,BESS,17,17,17
7,EL_to_HTH,17,17,17
8,EL_to_NH3,17,17,17
9,NH3_Storage,17,17,17
10,NH3_to_EL,17,17,17
11,NH3_to_HTH,17,17,17
12,FF_to_HTH,17,17,17
13,EL_Demand,17,17,17
14,HTH_Demand,17,17,17
15,RE_PV_Rooftop_Lim,6,6,6
16,RE_PV_Openfield_Lim,6,6,6
17,RE_WIND_Onshore_Lim,6,6,6
18,RE_WIND_Offshore_Lim,6,6,6
19,PP_CO2,6,6,6
20,BESS,6,6,6
21,EL_to_HTH,6,6,6
22,EL_to_NH3,6,6,6
23,NH3_Storage,6,6,6
24,NH3_to_EL,6,6,6
25,NH3_to_HTH,6,6,6
26,FF_to_HTH,6,6,6
27,EL_Demand,6,6,6
28,HTH_Demand,6,6,6
